Geneid	5_R1	5_R2	10_R1	10_R2	20_R1	20_R2	Entity	Symbol	relative changes	negligible changes	Genes with too high Zero count	Outlier
gene-AUO97_RS08345	0.0	0.0	0.0	0.0	0.0	0.0	host	gene-AUO97_RS08345	0.0	0	0	1
gene-AUO97_RS14970	227.38856359056152	218.31330516675865	124.30948263265677	121.28896922743678	56.05362755648881	51.06603069887686	host	gene-AUO97_RS14970	0.5227554828850003	0	0	1
gene-AUO97_RS04675	89.82687052638546	87.48126014182256	20.17303007635219	14.989585404957374	8.867859047022645	9.011652476272388	host	gene-AUO97_RS04675	0.9312762268510982	0	0	1
gene-AUO97_RS06145	100.65489736403126	88.57282666765636	18.12846621726244	14.03954125957275	5.802426290027162	6.553929073652645	host	gene-AUO97_RS06145	1.0198745995166625	0	0	1
gene-AUO97_RS14590	1.3725667822367895	0.4678142253573399	0.1363042572726499	0.4222418423931655	0.2189594826425344	0.2730803780688602	host	gene-AUO97_RS14590	0.8595825012328944	0	0	1
gene-M172_gp24	5506.280408073255	6130.393547157701	13553.277517648674	12677.177955091203	8292.21456715542	7770.3656177603825	phage	gene-M172_gp24	0.3420308070406088	0	0	0
gene-AUO97_RS03195	12943.914786173922	10859.52755129505	5290.377137523362	5153.461686408585	3269.1745555943603	3029.144093728832	host	omp38	0.5598997479263382	0	0	1
gene-AUO97_RS04885	2.592626144225048	2.650947277024926	1.3630425727264994	2.005648751367536	0.547398706606336	0.4096205671032903	host	gene-AUO97_RS04885	0.5628704272881085	0	0	1
gene-AUO97_RS16615	0.0	0.0	0.0	0.0	0.0	0.0	host	gene-AUO97_RS16615	0.0	0	0	1
gene-AUO97_RS06285	1.525074202485322	0.9356284507146798	0.6815212863632497	0.844483684786331	0.2189594826425344	0.2730803780688602	host	gene-AUO97_RS06285	0.5885860820208664	0	0	1
gene-AUO97_RS03835	0.0	0.0	0.0	0.0	0.0	0.0	host	gene-AUO97_RS03835	0.0	0	0	1
gene-AUO97_RS08005	0.0	0.0	0.0	0.0	0.0	0.0	host	gene-AUO97_RS08005	0.0	0	0	1
gene-AUO97_RS13350	1.6775816227338542	2.9628234272631526	0.9541298009085496	1.5834069089743703	0.547398706606336	0.6827009451721505	host	gene-AUO97_RS13350	0.5821690248416491	0	0	1
gene-AUO97_RS08180	0.0	0.0	0.0	0.0	0.0	0.0	host	gene-AUO97_RS08180	0.0	0	0	1
gene-AUO97_RS13630	5.947789389692756	3.4306376526204927	1.2267383154538496	0.6333627635897482	0.6568784479276033	0.6827009451721505	host	gene-AUO97_RS13630	0.9456729007969322	0	0	1
gene-AUO97_RS16535	9.455460055408995	7.4850276057174385	2.180868116362399	2.32233013316241	1.7516758611402754	0.6827009451721505	host	adeB	0.8212316768117943	0	0	1
gene-AUO97_RS13125	0.0	0.0	0.0	0.0	0.0	0.0	host	gene-AUO97_RS13125	0.0	0	0	1
gene-AUO97_RS16525	0.1525074202485322	0.0	0.0	0.0	0.0	0.0	host	gene-AUO97_RS16525	2.2360679774997902	0	0	1
gene-AUO97_RS17025	0.0	0.0	0.0	0.0	0.0	0.0	host	gene-AUO97_RS17025	0.0	0	0	1
gene-AUO97_RS12770	0.0	0.0	0.0	0.0	0.0	0.0	host	gudD	0.0	0	0	1
gene-AUO97_RS16255	43.46461477083168	41.479527981684136	18.401074731807743	14.567343562564208	5.583466807384628	4.915446805239484	host	gene-AUO97_RS16255	0.7307656096822231	0	0	1
gene-AUO97_RS03555	0.0	0.0	0.0	0.0	0.0	0.0	host	gene-AUO97_RS03555	0.0	0	0	1
gene-AUO97_RS04410	1170.4944504074847	1007.515903344591	418.0451570552174	365.1336332094898	232.20653134240771	200.57753769157785	host	rpsJ	0.6722203457201177	0	0	1
gene-AUO97_RS02930	2.440118723976515	2.650947277024926	0.6815212863632497	1.5834069089743703	0.0	0.1365401890344301	host	sbmA	0.8408781347265423	0	0	1
gene-AUO97_RS17565	90.74191504787666	83.89468441408296	50.84148796269843	50.35233970538498	9.85317671891405	13.10785814730529	host	gene-AUO97_RS17565	0.6233783711250793	0	0	1
gene-AUO97_RS16310	1.3725667822367895	0.4678142253573399	0.2726085145452999	0.3166813817948741	0.1094797413212672	0.2730803780688602	host	gene-AUO97_RS16310	0.8907544976649208	0	0	1
gene-AUO97_RS12495	22.571098196782767	18.244754788936252	2.8623894027256487	2.8501324361538667	1.7516758611402754	1.228861701309871	host	dnaQ	1.055003719996847	0	0	1
gene-AUO97_RS09255	104.31507544999604	88.57282666765636	35.439106890888986	31.7736986400857	24.085543090678787	17.750224574475915	host	gene-AUO97_RS09255	0.6637073480867064	0	0	1
gene-AUO97_RS09685	19.67345721206065	16.373497887506897	2.589780888180349	3.377934739145324	2.627513791710413	1.0923215122754408	host	gene-AUO97_RS09685	0.976981315889348	0	0	1
gene-AUO97_RS11185	15.860771705847348	9.044408356908573	2.726085145452999	2.427890593760701	0.9853176718914048	0.9557813232410108	host	gene-AUO97_RS11185	1.020982252893103	0	0	1
gene-AUO97_RS11685	2.897640984722112	3.118761502382266	0.5452170290905998	1.794527830170953	0.3284392239638016	0.1365401890344301	host	gene-AUO97_RS11685	0.8236698915641936	0	0	1
gene-AUO97_RS11160	4.88023744795303	4.8340803286925125	1.9082596018170992	1.5834069089743703	0.6568784479276033	0.1365401890344301	host	gene-AUO97_RS11160	0.8041043192547603	0	0	1
gene-AUO97_RS00490	31.2640211509491	27.91291544632128	6.678908606359848	6.016946254102607	4.160230170208154	2.321183213585312	host	queF	0.9043493268172741	0	0	1
gene-AUO97_RS02085	41.634525727849294	34.46231460132404	10.768036324539343	10.978287902222302	5.145547842099559	5.051986994273914	host	radA	0.8060789661154737	0	0	1
gene-AUO97_RS08805	55.05517870972013	44.91016563430463	13.085208698174394	15.728508629145413	6.349824996633498	5.188527183308344	host	trpE	0.8284798087187364	0	0	1
gene-AUO97_RS15260	26.38378370299607	24.17040164346256	6.269995834541898	2.9556928967521583	2.627513791710413	2.730803780688602	host	gene-AUO97_RS15260	0.9480203798821356	0	0	1
gene-AUO97_RS00980	1.0675519417397257	0.0	0.0	0.0	0.0	0.1365401890344301	host	gene-AUO97_RS00980	1.94770235236005	0	0	1
gene-AUO97_RS08090	0.0	0.0	0.0	0.0	0.0	0.0	host	gene-AUO97_RS08090	0.0	0	0	1
gene-AUO97_RS08855	1996.9321607342808	1695.982504995476	783.3405665459193	748.8459074842789	489.3744437060644	450.3095434355505	host	rplA	0.5821555656567817	0	0	1
gene-AUO97_RS13465	2.592626144225048	0.9356284507146798	0.5452170290905998	0.3166813817948741	0.3284392239638016	0.1365401890344301	host	benA	1.0330202600385368	0	0	1
gene-AUO97_RS14840	53.37759708698627	50.99175056395005	14.993468299991491	15.306266786752248	5.145547842099559	6.827009451721505	host	gene-AUO97_RS14840	0.8179011623693797	0	0	1
gene-AUO97_RS15295	95.46964507558116	66.27368192562315	20.85455136271544	15.41182724735054	10.181615942877851	7.782790774962516	host	gene-AUO97_RS15295	0.9192420777938805	0	0	1
gene-AUO97_RS18870	34.61918439641681	29.628234272631527	17.719553445444493	10.978287902222302	6.787743961918567	5.051986994273914	host	gene-AUO97_RS18870	0.641227676246856	0	0	1
gene-AUO97_RS00650	0.3050148404970644	0.0	0.1363042572726499	0.1055604605982913	0.0	0.0	host	gene-AUO97_RS00650	1.209418500230293	0	0	1
gene-AUO97_RS03880	40.109451525363966	28.38072967167862	7.360429892723097	8.233715926666726	3.174912498316749	2.730803780688602	host	gene-AUO97_RS03880	0.9444992473085202	0	0	1
gene-AUO97_RS11670	94.85961539458702	72.82308108062591	40.48236440997703	39.1629308819661	15.655603008941211	17.340604007372622	host	bamE	0.6130953658592828	0	0	1
gene-AUO97_RS02870	26.38378370299607	21.831330516675862	5.588474548178648	6.650309017692356	3.9412706875656194	3.0038841587574625	host	gene-AUO97_RS02870	0.8252524328911334	0	0	1
gene-AUO97_RS11085	4.7277300277044985	4.054389953096946	2.044563859089749	0.9500441453846222	0.3284392239638016	0.6827009451721505	host	gene-AUO97_RS11085	0.7942049235522267	0	0	1
gene-AUO97_RS13880	124.59856234305082	91.22377394468128	42.52692826906678	33.46266600965836	15.436643526298676	13.38093852537415	host	gene-AUO97_RS13880	0.7661874024180775	0	0	1
gene-AUO97_RS16125	104.16256802974748	71.575576479673	27.533459969075288	26.073433767777967	9.962656460235316	9.967433799513396	host	gene-AUO97_RS16125	0.8368695434106574	0	0	1
gene-AUO97_RS06275	61.46049036015848	47.24923676109133	12.403687411811145	11.294969284017176	6.6782642205973	8.602031909169096	host	gene-AUO97_RS06275	0.8736289758933916	0	0	1
gene-AUO97_RS03170	12.963130721125236	10.759727183218818	2.998693659998299	3.061253357350449	1.4232366371764738	1.365401890344301	host	gene-AUO97_RS03170	0.8549804418394648	0	0	1
gene-AUO97_RS17105	1.525074202485322	1.4034426760720196	0.9541298009085496	0.844483684786331	0.2189594826425344	0.2730803780688602	host	gene-AUO97_RS17105	0.5751064510364345	0	0	1
gene-AUO97_RS10385	403.0771117168706	335.7346757314509	147.20859785446194	126.88367363914622	83.31408314548435	79.19330963996946	host	infC	0.6453705391792809	0	0	1
gene-AUO97_RS14760	7.472863592178077	7.640965680836551	1.7719553445444494	1.161165066581205	0.1094797413212672	1.6384822684131612	host	gene-AUO97_RS14760	0.9268898450868577	0	0	1
gene-AUO97_RS14670	5.032744868201562	2.806885352144039	1.3630425727264994	1.0556046059829136	0.3284392239638016	0.1365401890344301	host	madM	0.9457329913345831	0	0	1
gene-AUO97_RS14460	15.555756865350284	8.732532206670344	1.7719553445444494	1.688967369572662	0.4379189652850688	0.4096205671032903	host	gene-AUO97_RS14460	1.1753800373152965	0	0	1
gene-AUO97_RS05940	0.1525074202485322	0.0	0.0	0.0	0.0	0.0	host	gene-AUO97_RS05940	2.2360679774997902	0	0	1
gene-AUO97_RS12325	17.843368169078268	18.244754788936252	3.5439106890888987	3.589055660341906	1.3137568958552066	1.365401890344301	host	gene-AUO97_RS12325	0.9681816425635371	0	0	1
gene-AUO97_RS16145	3.050148404970644	4.990018403811625	0.6815212863632497	0.6333627635897482	0.0	0.0	host	gene-AUO97_RS16145	1.1850257871592988	0	0	1
gene-AUO97_RS18485	2.897640984722112	3.898451877977832	0.6815212863632497	1.2667255271794964	0.4379189652850688	0.2730803780688602	host	gene-AUO97_RS18485	0.860336461572793	0	0	1
gene-AUO97_RS12475	144.27201955511146	104.94632455516324	45.11670915724713	40.00741456675242	16.750400422153884	14.473260037649592	host	gene-AUO97_RS12475	0.783739837036327	0	0	1
gene-AUO97_RS12505	19.36844237156359	17.309126338221574	2.8623894027256487	3.800176581538489	1.2042771545339392	1.5019420793787313	host	gene-AUO97_RS12505	0.9919415209734381	0	0	1
gene-AUO97_RS07305	385.69126580853793	291.60420047274187	120.6292676862952	105.45490013769307	61.63709436387344	53.25067372342774	host	yidC	0.7347213187605708	0	0	1
gene-AUO97_RS14260	0.4575222607455966	0.1559380751191132	0.2726085145452999	0.6333627635897482	0.2189594826425344	0.1365401890344301	host	gene-AUO97_RS14260	0.5691637744074571	0	0	1
gene-AUO97_RS14785	0.762537101242661	0.4678142253573399	0.5452170290905998	0.1055604605982913	0.2189594826425344	0.2730803780688602	host	gene-AUO97_RS14785	0.5583010689007106	0	0	1
gene-AUO97_RS16325	11.438056518639916	10.915665258337931	3.2713021745435986	5.489143951111151	0.9853176718914048	0.4096205671032903	host	gene-AUO97_RS16325	0.8108603991961534	0	0	1
gene-AUO97_RS08185	0.0	0.0	0.0	0.0	0.0	0.0	host	gene-AUO97_RS08185	0.0	0	0	1
gene-AUO97_RS09785	231.20124909677483	172.3115730066202	47.02496875906423	42.54086562111142	19.268434472543028	18.159845141579204	host	gene-AUO97_RS09785	0.9344813653272642	0	0	1
gene-AUO97_RS04220	213.51038834794508	148.14117136315764	40.89127718179498	38.63512857897464	22.00542800557471	17.613684385441484	host	rnr	0.9249844845363305	0	0	1
gene-AUO97_RS19670	0.1525074202485322	0.9356284507146798	0.4089127718179498	0.1055604605982913	0.0	0.0	host	gene-AUO97_RS19670	1.2312732924277996	0	0	1
gene-AUO97_RS04340	1214.5690948593106	1031.0625526875772	377.9717054170583	322.9094489701733	199.2531292047063	191.97550578240876	host	rpsN	0.7357837162721627	0	0	1
gene-AUO97_RS07545	28.213872745978456	23.85852549322433	7.087821378177797	6.333627635897482	3.831790946244353	2.730803780688602	host	gene-AUO97_RS07545	0.8412331683324638	0	0	1
gene-AUO97_RS06900	23.333635298025428	17.6210024884598	6.542604349087197	6.96699039948723	2.189594826425344	1.6384822684131612	host	gene-AUO97_RS06900	0.8271265826864339	0	0	1
gene-M172_gp16	26455.46219051288	29053.758403892716	37007.28737081082	37377.58681186719	17604.999282907695	17045.131038302115	phage	gene-M172_gp16	0.2972241201040004	0	0	0
gene-AUO97_RS05045	18.148383009575333	11.071603333457045	4.634344747270098	4.327978884529946	3.503351722280551	2.048102835516452	host	gene-AUO97_RS05045	0.7717220939269616	0	0	1
gene-AUO97_RS06105	20.283486893054786	14.346302910958425	3.4076064318162484	3.272374278547032	1.094797413212672	0.9557813232410108	host	gene-AUO97_RS06105	1.0235955281394977	0	0	1
gene-M172_gp37	2468.637611562991	2880.1762474500224	16806.178617460464	20657.443215861436	58437.32996427676	60176.12865144307	phage	gene-M172_gp37	0.8869509772509999	0	0	0
gene-AUO97_RS12865	0.0	0.0	0.0	0.0	0.0	0.0	host	gene-AUO97_RS12865	0.0	0	0	1
gene-AUO97_RS16330	2.440118723976515	3.4306376526204927	0.5452170290905998	0.3166813817948741	0.547398706606336	0.1365401890344301	host	gene-AUO97_RS16330	1.005656347987362	0	0	1
gene-AUO97_RS07865	12.50560846037964	10.291912957861475	5.724778805451297	4.011297502735072	3.174912498316749	3.550044914895183	host	gene-AUO97_RS07865	0.5474600022665642	0	0	1
gene-AUO97_RS06745	6.100296809941288	6.081584929645419	2.180868116362399	1.4778464483760791	0.8758379305701377	0.5461607561377204	host	gene-AUO97_RS06745	0.8094119862950054	0	0	1
gene-AUO97_RS17055	9.302952635160464	10.135974882742364	3.8165192036341984	2.7445719755555755	0.6568784479276033	1.0923215122754408	host	gene-AUO97_RS17055	0.8122476629000017	0	0	1
gene-AUO97_RS02530	654.7143551269487	499.625592681639	194.7787836426168	176.49709012034316	95.90425339743008	80.96833209741705	host	gltA	0.7613832064316002	0	0	1
gene-AUO97_RS03805	0.0	0.3118761502382265	0.0	0.0	0.0	0.0	host	gene-AUO97_RS03805	2.23606797749979	0	0	1
gene-AUO97_RS05125	0.0	0.0	0.0	0.0	0.0	0.0	host	gene-AUO97_RS05125	0.0	0	0	1
gene-AUO97_RS16740	1.3725667822367895	1.7153188263102463	0.5452170290905998	0.3166813817948741	0.4379189652850688	0.5461607561377204	host	gene-AUO97_RS16740	0.6390146283143611	0	0	1
gene-AUO97_RS15415	356.1048262803227	331.21247155299665	117.6305740262969	114.53309974914612	63.71720944897751	51.47565126598015	host	cmk	0.7170994314720449	0	0	1
gene-AUO97_RS11235	24.401187239765157	22.922897042509653	5.724778805451297	5.278023029914568	2.518034050389146	2.594263591654172	host	bioA	0.883711509201257	0	0	1
gene-AUO97_RS12305	12.048086199634044	8.888470281789457	2.589780888180349	1.4778464483760791	2.080115085104077	0.8192411342065806	host	ureG	0.9134719970942936	0	0	1
gene-AUO97_RS17160	0.3050148404970644	0.3118761502382265	0.0	0.1055604605982913	0.2189594826425344	0.0	host	gene-AUO97_RS17160	0.8296784327929808	0	0	1
gene-AUO97_RS17460	40.2619589456125	31.031676948703545	7.087821378177797	5.805825332906025	2.080115085104077	3.4135047258607525	host	cydP	1.001128071522826	0	0	1
gene-AUO97_RS17845	15.860771705847348	12.163169859290836	4.225431975452148	3.483495199743615	0.9853176718914048	1.9115626464820212	host	gene-AUO97_RS17845	0.8634190778804746	0	0	1
gene-AUO97_RS07460	10.37050457690019	6.081584929645419	2.998693659998299	3.589055660341906	1.2042771545339392	0.6827009451721505	host	gene-AUO97_RS07460	0.7908235933273605	0	0	1
gene-AUO97_RS16230	43.00709251008608	29.3163581223933	9.404993751812846	7.811474084273561	4.926588359457025	3.1404243477918925	host	aroC	0.906502796195291	0	0	1
gene-AUO97_RS09360	2.7451335644735795	2.650947277024926	0.8178255436358997	0.1055604605982913	0.3284392239638016	0.1365401890344301	host	crcB	1.0017499788953876	0	0	1
gene-AUO97_RS11430	33.39912503442855	27.289163145844828	9.404993751812846	8.867078690256475	5.036068100778292	3.686585103929613	host	gene-AUO97_RS11430	0.7826229464276788	0	0	1
gene-AUO97_RS15585	0.0	0.0	0.0	0.0	0.0	0.0	host	gene-AUO97_RS15585	0.0	0	0	1
gene-AUO97_RS09520	70.91595041556748	64.24648694907468	19.627813047261597	19.31756428948732	7.882541375131239	8.192411342065807	host	gene-AUO97_RS09520	0.816219548649335	0	0	1
gene-AUO97_RS04695	27.4513356447358	21.831330516675862	4.634344747270098	4.116857963333363	0.8758379305701377	1.9115626464820212	host	gene-AUO97_RS04695	1.031893353311756	0	0	1
gene-AUO97_RS04850	1.0675519417397257	0.1559380751191132	0.0	0.2111209211965827	0.2189594826425344	0.1365401890344301	host	pilV	1.1779377852255153	0	0	1
gene-AUO97_RS13395	1616.7311620546898	1322.0430008598426	525.1803032715202	506.3735294900037	200.6763658418828	198.39289466702692	host	gene-AUO97_RS13395	0.7503555326804414	0	0	1
gene-AUO97_RS05840	7.777878432675142	6.861275305240985	2.726085145452999	2.9556928967521583	1.8611556024615423	1.0923215122754408	host	alc	0.6497411509408377	0	0	1
gene-AUO97_RS06400	2.897640984722112	3.4306376526204927	1.2267383154538496	1.4778464483760791	0.4379189652850688	1.0923215122754408	host	gene-AUO97_RS06400	0.5976732464175126	0	0	1
gene-AUO97_RS14500	1.2200593619882576	2.183133051667586	0.9541298009085496	0.6333627635897482	0.4379189652850688	0.6827009451721505	host	gene-AUO97_RS14500	0.5667366438657259	0	0	1
gene-AUO97_RS00935	0.0	0.0	0.0	0.0	0.1094797413212672	0.0	host	gene-AUO97_RS00935	2.23606797749979	0	0	1
gene-AUO97_RS12965	215.34047739092748	216.75392441556747	130.30686995265336	134.69514772341978	47.29524825078744	51.20257088791129	host	csrA	0.5137103286688842	0	0	1
gene-AUO97_RS13095	0.0	0.0	0.0	0.0	0.0	0.0	host	gene-AUO97_RS13095	0.0	0	0	1
gene-AUO97_RS00915	0.0	0.0	0.0	0.0	0.0	0.0	host	gene-AUO97_RS00915	0.0	0	0	1
gene-AUO97_RS10115	63.595594243637926	42.57109450751793	19.21890027544364	23.2233013316241	13.903927147800935	14.33671984861516	host	holA	0.6118842922920085	0	0	1
gene-AUO97_RS09915	21.198531414545972	17.465064413340688	5.043257519088048	4.011297502735072	0.9853176718914048	1.6384822684131612	host	iscX	0.9450008012338481	0	0	1
