Geneid	0_R1	0_R2	0_R3	30_R1	30_R2	30_R3	60_R1	60_R2	60_R3	Entity	Symbol	relative changes	negligible changes	Outlier
gene-VC_RS05315	132	214	190	110	180	144	93	157	65	host	gene-VC_RS05315	0.31848290623658093	0	1
gene-VC_RS12710	2285	3342	2729	3010	3499	2906	3016	3691	2384	host	gene-VC_RS12710	0.15044530132444928	0	1
gene-VC_RS17875	166	267	248	228	258	228	202	273	159	host	gene-VC_RS17875	0.1753714196299825	0	1
gene-VC_RS10965	1212	1869	1442	1149	1655	1045	743	844	510	host	gene-VC_RS10965	0.35554636851652444	0	1
gene-VC_RS17525	1061	1373	1258	1122	1408	1090	1074	1226	820	host	gene-VC_RS17525	0.14662657655573216	0	1
gene-VC_RS03625	544	650	611	527	683	592	626	698	528	host	rdgC	0.1000065751369313	0	1
gene-VC_RS08070	195	323	253	314	367	295	366	360	229	host	gene-VC_RS08070	0.19696144180653455	0	1
gene-VC_RS11750	1206	1677	1521	1862	2233	1774	1256	1524	880	host	gene-VC_RS11750	0.24410574908353821	0	1
gene-VC_RS07965	54	85	87	100	134	130	128	186	111	host	gene-VC_RS07965	0.31554483176361225	0	1
gene-VC_RS10695	44	50	40	47	95	81	93	82	56	host	gene-VC_RS10695	0.31960121966052707	0	1
gene-VC_RS14675	809	1109	1011	1175	1227	1058	2014	2173	1606	host	gene-VC_RS14675	0.3285906013362116	0	1
gene-VC_RS11000	3361	2740	2312	2192	5441	2234	1986	3624	6439	host	gpt	0.44105877074271843	0	1
gene-VC_RS01880	2508	4451	3194	2967	4388	2920	3577	3382	3593	host	pgi	0.17828447472485606	0	1
gene-VC_RS03695	199	325	247	230	339	251	252	318	206	host	aceB	0.18627298424206679	0	1
gene-VC_RS03465	679	1063	953	1113	1102	1006	1851	2019	1356	host	gene-VC_RS03465	0.33107313619643913	0	1
gene-VC_RS09355	1485	2175	2103	1937	2729	2260	2811	3314	2268	host	gene-VC_RS09355	0.21628872493474943	0	1
gene-VC_RS09410	162	272	207	349	374	274	352	390	220	host	gene-VC_RS09410	0.26594311355056816	0	1
gene-VC_RS12360	876	1613	1375	7766	2025	1669	13828	5222	8803	host	dbpA	0.8824228109755732	0	1
gene-VPVV882_gp49	126	136	122	1996	1178	1433	7994	6769	5087	phage	gene-VPVV882_gp49	1.0424705778114463	0	0
gene-VC_RS00440	71	93	102	102	156	104	151	145	92	host	gene-VC_RS00440	0.2513294676972891	0	1
gene-VC_RS14510	48	69	72	90	76	75	141	128	98	host	gene-VC_RS14510	0.315831990326568	0	1
gene-VC_RS07750	173	202	186	183	226	198	284	299	217	host	gene-VC_RS07750	0.19226664665155566	0	1
gene-VC_RS04335	513	838	663	772	1304	860	730	1052	577	host	gene-VC_RS04335	0.28371614005987383	0	1
gene-VC_RS11780	373	480	426	385	499	419	418	506	347	host	gene-VC_RS11780	0.12421002765981567	0	1
gene-VC_RS06745	395	742	601	723	1078	808	1257	1519	955	host	gene-VC_RS06745	0.36282198294998486	0	1
gene-VC_RS10010	98	132	125	138	202	100	125	200	109	host	gene-VC_RS10010	0.2693996193595105	0	1
gene-VC_RS18800	549	823	785	554	784	564	462	543	353	host	gene-VC_RS18800	0.25202580601413593	0	1
gene-VC_RS16980	435	746	564	386	539	389	486	612	432	host	artM	0.21893744530197112	0	1
gene-VC_RS18790	467	758	623	381	543	432	599	500	323	host	gene-VC_RS18790	0.24504867398033364	0	1
gene-VC_RS05625	271	410	337	299	384	373	394	421	271	host	gene-VC_RS05625	0.15744299014249194	0	1
gene-VC_RS09270	2012	3397	2652	2534	3563	2617	1694	2004	1287	host	clpP	0.2930084063414275	0	1
gene-VC_RS05255	109	161	132	187	272	231	422	411	268	host	gene-VC_RS05255	0.43691780122254364	0	1
gene-VC_RS01230	10931	14152	12417	11517	16435	12133	12294	13866	25841	host	gene-VC_RS01230	0.3011692193640978	0	1
gene-VC_RS11320	70	122	96	82	141	87	105	117	79	host	gene-VC_RS11320	0.21955826102736958	0	1
gene-VC_RS07995	421	615	500	354	492	430	437	453	340	host	vieA	0.17281930012815477	0	1
gene-VC_RS14235	104	128	127	348	303	263	511	558	389	host	gene-VC_RS14235	0.5158386961323785	0	1
gene-VC_RS14260	416	671	543	469	696	502	524	633	394	host	gene-VC_RS14260	0.18929171222850766	0	1
gene-VC_RS12765	358	603	496	514	789	596	686	790	478	host	gene-VC_RS12765	0.23294519091010343	0	1
gene-VC_RS12700	29	39	29	38	50	40	41	62	28	host	gene-VC_RS12700	0.2630269642858342	0	1
gene-VC_RS12590	620	812	754	1237	1271	1054	1929	2384	1768	host	gene-VC_RS12590	0.42828924779663086	0	1
gene-VC_RS05200	329	513	468	783	775	704	1212	1174	897	host	gene-VC_RS05200	0.3740112486252574	0	1
gene-VC_RS06560	387	545	522	531	677	538	575	644	412	host	gene-VC_RS06560	0.16540197560619832	0	1
gene-VC_RS00845	528	781	620	606	789	604	748	866	566	host	gene-VC_RS00845	0.1645478400899818	0	1
gene-VC_RS04850	530	693	689	677	965	802	1162	1141	723	host	yfcE	0.2533375004206473	0	1
gene-VC_RS04530	353	440	392	350	429	282	191	188	133	host	gene-VC_RS04530	0.3478712823973072	0	1
gene-VC_RS00510	1187	1879	1614	1661	2151	1576	1596	1905	1235	host	polA	0.17720225057828934	0	1
gene-VC_RS13210	158	208	179	321	417	282	522	746	417	host	gene-VC_RS13210	0.4936527778598611	0	1
gene-VC_RS16695	1596	2658	2200	3299	4838	3615	5529	6546	3925	host	gene-VC_RS16695	0.39835371531259517	0	1
gene-VC_RS17115	364	578	511	393	444	387	279	329	263	host	gene-VC_RS17115	0.24739369013091878	0	1
gene-VC_RS08275	704	1068	930	549	840	630	429	516	320	host	gene-VC_RS08275	0.3459096031608789	0	1
gene-VC_RS00490	327	420	374	573	672	550	268	313	208	host	glpE	0.3561372570242793	0	1
gene-VC_RS14360	590	855	782	1132	1311	1216	2565	2735	1921	host	gene-VC_RS14360	0.5030782888522165	0	1
gene-VC_RS07930	116	161	129	98	174	121	120	129	80	host	gene-VC_RS07930	0.21613031546712813	0	1
gene-VC_RS09910	792	1255	1131	3587	28613	1210	889	1079	679	host	ccmA	1.9760577917114543	0	1
gene-VC_RS00260	207	371	300	204	246	194	150	174	106	host	gene-VC_RS00260	0.34674695555865587	0	1
gene-VC_RS04345	1958	2906	2441	3243	4006	3095	3962	5139	3055	host	gene-VC_RS04345	0.2685178533840529	0	1
gene-VC_RS07210	1420	1960	1838	2327	2849	2358	3078	3553	2455	host	pyrD	0.2556937073479852	0	1
gene-VC_RS15810	355	415	322	433	531	439	515	653	420	host	gene-VC_RS15810	0.20758324444875784	0	1
gene-VC_RS16510	78	133	130	95	142	105	139	152	95	host	gene-VC_RS16510	0.20552750076496853	0	1
gene-VC_RS03835	343	491	389	415	520	408	486	573	396	host	gene-VC_RS03835	0.15647757094437378	0	1
gene-VC_RS10305	391	634	523	343	532	396	393	407	225	host	flaG	0.2643860958673283	0	1
gene-VC_RS12610	302	534	430	416	625	422	380	440	309	host	gene-VC_RS12610	0.2236341081407191	0	1
gene-VC_RS14985	254	397	364	260	412	312	483	544	354	host	gene-VC_RS14985	0.24221537714492403	0	1
gene-VC_RS15325	209	213	200	271	417	336	533	566	360	host	gene-VC_RS15325	0.37680663938275877	0	1
gene-VC_RS12065	1231	1726	1590	1384	2107	1524	3029	1741	5355	host	lptG	0.5602654710248005	0	1
gene-VC_RS14605	575	809	677	472	584	453	372	434	306	host	gene-VC_RS14605	0.28452523259724716	0	1
gene-VC_RS04225	43112	39136	43635	54389	72972	46576	30195	27847	13407	host	ssrA	0.38735317849600637	0	1
gene-VC_RS01115	701	963	774	559	1062	616	504	1003	375	host	gene-VC_RS01115	0.3106931165640868	0	1
gene-VC_RS03860	1487	2278	2303	4686	5793	4891	17951	18608	10461	host	gene-VC_RS03860	0.8190823089875767	0	1
gene-VC_RS09095	406	556	565	536	805	634	657	740	455	host	gene-VC_RS09095	0.20335601628980327	0	1
gene-VC_RS06550	150	223	183	196	239	161	158	212	142	host	gene-VC_RS06550	0.17658045838660538	0	1
gene-VC_RS09290	385	588	479	262	413	304	190	254	148	host	gene-VC_RS09290	0.39963562881821374	0	1
gene-VC_RS17195	119	169	138	134	206	156	231	303	201	host	gene-VC_RS17195	0.29745647689424	0	1
gene-VC_RS12430	1472	2537	1689	1227	2136	1405	888	1178	702	host	rpmD	0.37297679298625946	0	1
gene-VC_RS15010	826	1008	929	714	1035	795	453	507	349	host	gene-VC_RS15010	0.31902473804065906	0	1
gene-VC_RS05375	902	1223	984	546	779	530	312	379	271	host	oppF	0.4737992436576824	0	1
gene-VC_RS05455	1512	2625	1886	939	1617	1035	374	466	764	host	bioB	0.5519323570998801	0	1
gene-VC_RS11935	12959	18899	14808	9223	13066	8330	2912	3230	1797	host	ssrS	0.5939388375829244	0	1
gene-VC_RS11030	909	1133	1099	675	1026	779	837	2168	644	host	gene-VC_RS11030	0.4219972897922853	0	1
gene-VC_RS02005	89	129	105	103	123	120	96	108	100	host	gene-VC_RS02005	0.11589439144099033	0	1
gene-VC_RS04105	687	861	5475	1087	1319	1355	2649	3406	2160	host	tcpI	0.6905080228115367	0	1
gene-VC_RS10935	1201	1533	1270	886	1349	948	622	780	524	host	gene-VC_RS10935	0.32108941423254195	0	1
gene-VC_RS03685	4144	7027	5625	5623	7188	5611	4663	5539	3497	host	gene-VC_RS03685	0.21012659145389698	0	1
gene-VC_RS12980	301	530	453	565	670	509	641	817	561	host	gene-VC_RS12980	0.2427369656869621	0	1
gene-VC_RS09570	296	354	307	265	422	342	297	344	222	host	tsaB	0.17114497809511608	0	1
gene-VC_RS17810	2670	7078	5428	1491	2908	1811	1568	1935	1081	host	malG	0.6644335074514556	0	1
gene-VC_RS02555	1237	1574	1371	1435	1992	1623	1724	3599	1268	host	gene-VC_RS02555	0.3914584351466723	0	1
gene-VC_RS08145	460	696	545	299	459	321	261	277	170	host	gene-VC_RS08145	0.4016915945875342	0	1
gene-VC_RS00030	2682	4452	3047	1631	3161	2014	2108	2588	1549	host	rpmH	0.3311728942713171	0	1
gene-VC_RS17315	326	447	434	431	450	402	518	566	411	host	gene-VC_RS17315	0.1456621349603669	0	1
gene-VC_RS17945	1039	1457	1383	1453	1781	1493	1179	1422	924	host	gene-VC_RS17945	0.18205382595322592	0	1
gene-VC_RS11080	4141	7585	5624	4008	5020	3756	3322	4072	74243	host	gene-VC_RS11080	1.7627624749662756	0	1
gene-VC_RS06105	2283	3294	2739	2775	3719	3047	3256	3955	2533	host	gene-VC_RS06105	0.16817237624200573	0	1
gene-VC_RS16595	258	386	349	354	447	332	419	484	313	host	narQ	0.17840760246276294	0	1
gene-VC_RS17505	1266	1888	1520	2187	2885	2222	2382	3168	2079	host	gene-VC_RS17505	0.2598919523783941	0	1
gene-VC_RS14770	1127	1493	1464	1177	1624	1224	796	961	586	host	gene-VC_RS14770	0.2761474478001485	0	1
gene-VC_RS06445	67	97	112	95	123	143	140	116	81	host	nqrM	0.2232487122458899	0	1
gene-VC_RS01945	25141	27795	22854	20254	17150	15449	9128	9887	6242	host	gene-VC_RS01945	0.41730952812795485	0	1
gene-VC_RS05805	282	413	312	330	471	335	565	732	449	host	gene-VC_RS05805	0.3148367861538882	0	1
gene-VC_RS09520	132	164	166	279	259	286	330	323	209	host	yfbR	0.289102771685712	0	1
gene-VC_RS14240	3211	4043	4173	5962	7055	6191	5693	5812	3814	host	gene-VC_RS14240	0.242622546240857	0	1
gene-VC_RS08115	219	369	305	279	468	367	482	539	386	host	pspB	0.2569423641444893	0	1
gene-VC_RS03255	3109	4239	3441	4038	37548	4329	5050	5953	3892	host	nusA	1.3189260365221944	0	1
gene-VC_RS08450	1034	1566	1353	1374	1858	1531	1303	1563	1035	host	gene-VC_RS08450	0.17801237936834333	0	1
gene-VC_RS06330	615	957	770	677	1186	784	770	1063	573	host	queD	0.23708071800006394	0	1
gene-VC_RS17335	457	746	599	651	739	601	534	604	372	host	gene-VC_RS17335	0.19515168132523047	0	1
gene-VC_RS00095	801	1183	1050	2071	2599	1965	3127	3807	2450	host	gene-VC_RS00095	0.44499876935535854	0	1
gene-VC_RS19040	218	292	257	260	400	282	576	885	606	host	gene-VC_RS19040	0.5049593522807867	0	1
gene-VC_RS13840	1256	1939	1778	1409	1730	1332	1599	1821	1226	host	gene-VC_RS13840	0.16049282102526571	0	1
gene-VC_RS10390	1059	1534	1320	1734	6344	1707	5233	2229	2568	host	gene-VC_RS10390	0.6663119507079562	0	1
gene-VC_RS09395	125	185	156	212	240	179	251	305	172	host	gene-VC_RS09395	0.25630953326726946	0	1
gene-VC_RS17935	728	1265	1050	915	1517	1003	963	1153	702	host	gene-VC_RS17935	0.2338500238069551	0	1
gene-VC_RS11405	260	403	379	220	331	244	270	277	167	host	gene-VC_RS11405	0.25112199419417547	0	1
gene-VC_RS10375	507	974	660	775	1040	815	874	1158	671	host	gene-VC_RS10375	0.23270815661065372	0	1
gene-VC_RS12270	1411	2205	1853	2598	2631	2223	2073	2353	1535	host	ppa	0.19301163207584862	0	1
gene-VC_RS04835	549	863	636	528	865	519	296	319	222	host	gene-VC_RS04835	0.40956943046539324	0	1
gene-VC_RS13625	1016	1446	1313	734	902	698	685	884	532	host	gene-VC_RS13625	0.31243253947754973	0	1
gene-VC_RS15005	4	12	8	6	13	14	11	22	18	host	gene-VC_RS15005	0.44617717789469474	0	1
gene-VC_RS13220	384	468	313	383	477	364	475	7006	319	host	gene-VC_RS13220	1.8351486876930545	0	1
gene-VC_RS17010	934	1251	1165	965	1250	903	905	1057	756	host	gene-VC_RS17010	0.15854699719477683	0	1
gene-VC_RS08140	803	1199	1168	651	754	674	492	555	391	host	sapC	0.35545560573254203	0	1
gene-VC_RS15940	1168	1873	1495	2298	2567	2302	2776	3530	2358	host	ylqF	0.2913949869719667	0	1
gene-VC_RS15305	252	442	375	319	574	466	818	956	603	host	gene-VC_RS15305	0.40904140899087094	0	1
gene-VC_RS02380	583	996	816	815	1017	791	850	986	711	host	gene-VC_RS02380	0.16028717409926618	0	1
gene-VC_RS03330	237	352	312	312	376	280	330	410	271	host	rimI	0.15926943671722527	0	1
gene-VC_RS10055	1905	3027	2335	1338	1859	1272	687	842	568	host	gene-VC_RS10055	0.5016431877881798	0	1
gene-VC_RS01600	7455	11514	12359	8874	9860	14545	31716	11375	4896	host	rplA	0.5831922074785957	0	1
gene-VC_RS05695	335	480	453	438	619	489	573	597	406	host	gene-VC_RS05695	0.1810476869583345	0	1
gene-VC_RS15730	320	493	393	296	508	376	560	725	443	host	gene-VC_RS15730	0.27466711978748914	0	1
gene-VC_RS16755	631	907	758	870	1104	856	927	1052	711	host	torS	0.1662548074377286	0	1
gene-VC_RS04435	376	532	494	478	553	500	504	643	341	host	gene-VC_RS04435	0.1727135559862619	0	1
gene-VC_RS04990	713	1084	908	830	1059	755	705	833	539	host	gene-VC_RS04990	0.1989215262183366	0	1
gene-VC_RS14325	290	428	330	356	502	375	682	735	434	host	gene-VC_RS14325	0.31830643345155346	0	1
gene-VC_RS05910	221	230	273	420	404	425	728	695	484	host	gene-VC_RS05910	0.4025558688531224	0	1
gene-VC_RS16570	171	257	229	190	320	212	201	248	141	host	gene-VC_RS16570	0.22695004202482255	0	1
gene-VC_RS17440	213	334	289	283	339	272	312	412	293	host	gene-VC_RS17440	0.16894605675218033	0	1
gene-VC_RS06165	1836	2680	2136	4533	5402	4249	4862	6118	3758	host	gene-VC_RS06165	0.3525697367423531	0	1
gene-VC_RS06190	334	420	372	418	632	515	399	486	310	host	gene-VC_RS06190	0.2174272984177621	0	1
gene-VC_RS00815	2325	2937	2585	2915	3889	2654	1960	2294	1365	host	gene-VC_RS00815	0.2603029765174695	0	1
gene-VC_RS15890	46	122	101	132	145	114	184	215	130	host	pfkB	0.3436172321067689	0	1
gene-VC_RS12070	1882	2685	2443	2534	3627	2769	3811	3290	2073	host	lptF	0.22440342686586803	0	1
gene-VC_RS16040	430	652	587	976	1135	1032	1120	1290	893	host	gene-VC_RS16040	0.3001798347833517	0	1
gene-VC_RS05105	298	449	385	804	991	708	889	1839	686	host	udk	0.5533183445499031	0	1
gene-VC_RS16905	1913	3223	2469	3072	4568	3076	1842	2188	1265	host	gene-VC_RS16905	0.3529811110850938	0	1
gene-VC_RS16915	216	378	288	284	395	273	325	384	249	host	glpK	0.1941115358431495	0	1
gene-VC_RS02060	1124	1674	1512	849	1213	769	536	728	404	host	gene-VC_RS02060	0.4162329400630494	0	1
gene-VC_RS07500	53	59	72	59	94	73	80	110	76	host	gene-VC_RS07500	0.22719504928695844	0	1
gene-VC_RS16525	109	178	157	165	212	142	136	133	94	host	gene-VC_RS16525	0.22854038550541886	0	1
gene-VC_RS15465	378	495	424	453	686	533	817	1023	708	host	gene-VC_RS15465	0.32668995250529603	0	1
gene-VC_RS00390	388	595	540	512	753	531	449	597	319	host	uspB	0.23029821313252696	0	1
gene-VC_RS10470	455	612	575	932	1015	877	900	950	705	host	lolB	0.23887622325590546	0	1
gene-VC_RS18025	292	400	366	563	602	517	665	810	504	host	gene-VC_RS18025	0.2870605418982459	0	1
gene-VC_RS04240	528	721	743	656	973	646	481	449	287	host	gene-VC_RS04240	0.3088761157701389	0	1
gene-VC_RS11380	4127	6566	12046	3390	4459	3438	1447	1813	1117	host	thrB	0.7460583368784813	0	1
gene-VC_RS00350	615	939	877	938	1056	955	1081	1233	800	host	gene-VC_RS00350	0.17605812674355645	0	1
gene-VC_RS18585	322	480	434	260	347	295	252	268	217	host	gene-VC_RS18585	0.2587494134857238	0	1
gene-VC_RS04465	827	1294	1064	1302	1855	1335	1677	2156	1348	host	queF	0.26774554502367787	0	1
gene-VC_RS17535	576	784	741	1027	1128	932	1172	1173	836	host	gene-VC_RS17535	0.21430703959448152	0	1
gene-VC_RS16025	368	503	455	857	880	857	1615	1808	1306	host	gene-VC_RS16025	0.5038197385765514	0	1
gene-VC_RS03820	2051	3109	2494	2127	2735	2027	5469	4054	1437	host	bamB	0.41336731817641204	0	1
gene-VC_RS03670	951	1612	1069	577	1194	688	1136	623	413	host	phoU	0.38772422664722406	0	1
gene-VC_RS00655	27	48	59	38	61	43	33	43	26	host	gene-VC_RS00655	0.2823880456294793	0	1
gene-VC_RS03650	872	1100	984	898	1166	976	602	734	457	host	ppk1	0.2514581677658193	0	1
gene-VC_RS02320	455	645	531	700	1222	826	789	1038	670	host	mutY	0.29789175224276127	0	1
gene-VC_RS06575	2113	3332	2604	2453	3046	2391	2087	2669	1609	host	gene-VC_RS06575	0.19739534428633082	0	1
gene-VC_RS02425	1909	2962	2591	3338	3526	3044	2501	2725	11577	host	tkt	0.734096147189098	0	1
gene-VC_RS05850	306	477	391	492	785	545	638	779	483	host	gene-VC_RS05850	0.2828666584673962	0	1
gene-VC_RS08710	92	164	126	108	190	148	235	289	170	host	gene-VC_RS08710	0.34795690392123296	0	1
gene-VC_RS19130	39	64	54	67	72	65	67	82	47	host	gene-VC_RS19130	0.20014531431772756	0	1
gene-VC_RS11105	1003	1391	1073	669	1023	688	553	621	386	host	gene-VC_RS11105	0.3631986309279928	0	1
gene-VC_RS03055	1542	2444	2153	1788	2232	1759	1567	1661	1178	host	gene-VC_RS03055	0.2057287944329477	0	1
gene-VC_RS12110	455	708	537	266	367	270	74	80	54	host	argF	0.6848844249031178	0	1
gene-VC_RS16845	1356	1953	1725	1104	1711	1215	1200	1356	896	host	gene-VC_RS16845	0.2307910647567503	0	1
gene-VC_RS00475	509	852	728	743	949	655	498	651	441	host	gene-VC_RS00475	0.23781472394246725	0	1
gene-VC_RS04030	364	545	428	461	676	540	588	653	397	host	gene-VC_RS04030	0.20290480042913478	0	1
gene-VC_RS01810	1311	1964	1897	1493	2159	1525	964	5210	788	host	rpsL	0.643505820612552	0	1
gene-VC_RS07475	528	766	527	874	1154	813	619	848	522	host	gene-VC_RS07475	0.2704442261490542	0	1
gene-VC_RS09035	1387	2005	1751	1461	1956	1481	746	967	535	host	gene-VC_RS09035	0.3589070183141555	0	1
gene-VC_RS02640	5111	7466	6037	5238	6836	4799	3440	4415	2705	host	gene-VC_RS02640	0.2806619770305237	0	1
gene-VC_RS07805	854	1265	1129	1139	1398	1111	3312	3815	2626	host	metA	0.5615161298666351	0	1
gene-VC_RS12830	9364	15862	12397	11914	22027	13320	2152	2677	1704	host	groL	0.6427924011811276	0	1
gene-VC_RS01930	3880	6489	5121	2359	25443	2258	494	580	689	host	cysI	1.408912489116005	0	1
gene-VC_RS16190	306	339	332	337	445	360	459	586	378	host	gene-VC_RS16190	0.21252631976895245	0	1
gene-VC_RS10175	213	364	306	379	493	424	548	665	395	host	gene-VC_RS10175	0.29960423859036267	0	1
gene-VC_RS13110	1217	1521	1247	939	1164	929	967	1084	727	host	cysQ	0.2002898869802782	0	1
gene-VC_RS02015	1684	2662	2242	2127	2999	2211	1777	2284	1334	host	csrD	0.22154723154082215	0	1
gene-VC_RS15335	127	192	169	155	165	182	403	494	310	host	gene-VC_RS15335	0.49641245941332274	0	1
gene-VC_RS13610	1488	2017	1668	1651	2457	1717	1892	2686	1581	host	gene-VC_RS13610	0.20408414586405227	0	1
gene-VC_RS09540	724	989	966	1198	1518	1194	1514	1620	1026	host	gene-VC_RS09540	0.23878592951389827	0	1
gene-VC_RS17870	973	1387	1158	1021	1360	1083	1026	1247	702	host	gene-VC_RS17870	0.18105833339392424	0	1
gene-VC_RS09070	668	952	841	1044	1610	1121	973	1290	855	host	gene-VC_RS09070	0.25221112993360384	0	1
gene-VPVV882_gp71	1252	1512	1429	57876	63768	57852	140929	192066	129103	phage	gene-VPVV882_gp71	0.9037699857650044	0	0
gene-VC_RS04410	1008	1498	1259	1305	1787	1536	1600	1906	1155	host	ispA	0.19139546006506925	0	1
gene-VC_RS13080	605	988	786	925	861	642	333	363	198	host	gene-VC_RS13080	0.4208703011739663	0	1
gene-VC_RS13395	3880	5991	4625	3960	6489	4297	2529	3133	1892	host	atpE	0.3453552752890592	0	1
gene-VC_RS07590	51	61	51	80	124	82	167	174	159	host	gene-VC_RS07590	0.4559423234421144	0	1
gene-VC_RS10910	4500	9083	7748	7693	9632	7568	5101	7309	4171	host	pyrH	0.2641444131573627	0	1
gene-VC_RS17665	641	1080	726	1768	2884	1826	1547	2438	1249	host	gene-VC_RS17665	0.4496494363638809	0	1
gene-VC_RS02890	2653	4211	3057	3730	25679	3933	4537	6708	3601	host	rplS	1.065913587039564	0	1
gene-VC_RS05155	343	509	383	520	866	553	497	621	435	host	gene-VC_RS05155	0.27571488518095566	0	1
gene-VC_RS09660	476	599	587	555	709	548	839	896	580	host	pyk	0.2076001015456523	0	1
gene-VC_RS07795	352	486	451	344	479	361	343	409	248	host	gene-VC_RS07795	0.1889365981692911	0	1
gene-VC_RS17720	325	474	413	422	532	469	736	814	581	host	mlp37	0.2814533622117127	0	1
gene-VC_RS02400	812	1231	910	814	1213	847	467	533	384	host	gshB	0.3545306186844425	0	1
gene-VC_RS09775	1069	1484	1356	2367	2945	2775	3988	4937	3871	host	gene-VC_RS09775	0.4548494871531318	0	1
gene-VC_RS03515	710	955	877	778	1109	842	516	676	396	host	gene-VC_RS03515	0.2703679192782104	0	1
gene-VC_RS06405	126	197	174	245	222	173	276	359	265	host	gene-VC_RS06405	0.2887499483511628	0	1
gene-VC_RS13940	121	175	183	135	174	136	147	204	88	host	vasJ	0.2234039541384388	0	1
gene-VC_RS03115	69	103	93	98	124	106	117	105	56	host	gene-VC_RS03115	0.2120859073931947	0	1
gene-VC_RS07145	295	424	358	478	665	513	689	785	499	host	gene-VC_RS07145	0.29078979920947123	0	1
gene-VC_RS14720	351	484	479	459	604	514	788	937	644	host	intIA	0.29418946577511673	0	1
gene-VC_RS10345	947	1652	1210	1816	1769	1644	2152	2654	1889	host	gene-VC_RS10345	0.26695990830285427	0	1
gene-VC_RS12910	941	1422	1254	1333	1588	1288	2875	1632	1107	host	gene-VC_RS12910	0.3544651290921957	0	1
gene-VC_RS12770	1332	2057	1816	1737	2379	1649	1363	1668	1129	host	cysE	0.21527596958049056	0	1
gene-VC_RS01080	365	561	460	840	1153	952	995	1234	938	host	gene-VC_RS01080	0.34576647624828694	0	1
gene-VC_RS11770	2150	3680	2998	4808	6368	4970	7096	9664	6352	host	gene-VC_RS11770	0.4076675369802269	0	1
gene-VC_RS14595	158	222	182	252	283	239	357	362	244	host	gene-VC_RS14595	0.25719816048005556	0	1
gene-VC_RS01390	273	465	448	322	369	313	248	259	169	host	gene-VC_RS01390	0.2842787523496905	0	1
gene-VC_RS14040	322	478	427	330	459	349	358	395	281	host	gene-VC_RS14040	0.1659217664617101	0	1
