Geneid	0_R1	0_R2	0_R3	30_R1	30_R2	30_R3	60_R1	60_R2	60_R3	Entity	Symbol	relative changes	negligible changes	Outlier
gene-VC_RS14795	427	437	529	477	464	365	557	745	749	host	gene-VC_RS14795	0.24339937883595458	0	1
gene-VC_RS02555	1368	1432	2017	1216	1637	1487	1526	1757	2055	host	gene-VC_RS02555	0.16733432771054454	0	1
gene-VC_RS03545	1578	1496	2005	1617	1866	1687	1731	2358	2331	host	gene-VC_RS03545	0.1617757148032698	0	1
gene-VC_RS10770	977	926	1075	850	1123	911	900	1388	1402	host	gene-VC_RS10770	0.1846007104193155	0	1
gene-VC_RS14220	907	1115	1235	1028	1266	1164	2240	1884	2223	host	norR	0.33731608454024953	0	1
gene-VC_RS16130	79	63	99	88	120	79	108	161	157	host	gene-VC_RS16130	0.3065997419505938	0	1
gene-VC_RS16770	511	598	750	498	613	437	576	736	840	host	pncA	0.20295294206958983	0	1
gene-VC_RS01270	3711	4182	4827	3863	5261	4245	4841	5698	13999	host	gene-VC_RS01270	0.5374698835449682	0	1
gene-VC_RS08320	232	243	369	247	398	281	491	607	680	host	torR	0.3971708462292403	0	1
gene-VC_RS14400	73	75	65	78	92	78	94	137	119	host	gene-VC_RS14400	0.24805985127949828	0	1
gene-VC_RS03800	3321	3277	4272	3901	3045	2349	3433	3243	4416	host	rodZ	0.17364985688668522	0	1
gene-VC_RS12435	6145	6440	7663	4502	4345	3504	2578	3048	3064	host	rpsE	0.3653617904019934	0	1
gene-VC_RS00815	2458	2042	2822	2427	3770	4152	1553	3144	2756	host	gene-VC_RS00815	0.27423733866745575	0	1
gene-VC_RS13565	207	214	301	179	271	179	185	240	283	host	gene-VC_RS13565	0.19345750837272285	0	1
gene-VC_RS12625	1498	1566	1571	1193	1478	1160	1109	1117	1142	host	gene-VC_RS12625	0.14761694834720118	0	1
gene-VC_RS03765	15185	7384	13095	7714	14679	11199	3819	6388	7100	host	hscB	0.3954706778001095	0	1
gene-VC_RS17165	404	344	548	484	576	408	479	628	741	host	gene-VC_RS17165	0.2289311532561804	0	1
gene-VC_RS03475	953	1089	1238	788	1016	817	822	910	899	host	gene-VC_RS03475	0.14544896716909933	0	1
gene-VC_RS16180	414	500	647	482	800	573	632	753	763	host	gene-VC_RS16180	0.20845552508509999	0	1
gene-VC_RS03585	3455	3028	4038	2178	1972	2390	745	985	744	host	gene-VC_RS03585	0.5192592269642167	0	1
gene-VC_RS09820	3659	3863	4855	3425	3949	3423	3148	3826	4151	host	gene-VC_RS09820	0.12337750896856224	0	1
gene-VC_RS13240	564	612	712	438	571	441	390	524	539	host	glnG	0.17570627570076397	0	1
gene-VC_RS02480	487	634	659	669	629	605	591	476	495	host	gene-VC_RS02480	0.12379695399390857	0	1
gene-VC_RS05385	2853	3416	3442	2388	2828	2302	3635	3918	4109	host	pta	0.19033557783058752	0	1
gene-VC_RS14185	772	867	884	706	686	502	465	487	577	host	gene-VC_RS14185	0.23019673638084975	0	1
gene-VC_RS18960	79	52	69	49	81	36	49	53	83	host	gene-VC_RS18960	0.2627884007173249	0	1
gene-VC_RS13680	2277	2647	2945	2309	2412	1806	2820	2773	3146	host	gene-VC_RS13680	0.15036923791580056	0	1
gene-VC_RS00380	575	508	749	410	474	328	222	274	289	host	uspA	0.37485455294165915	0	1
gene-VC_RS17750	419	452	556	346	419	314	559	671	720	host	rlmC	0.26742578035511666	0	1
gene-VC_RS06870	133	182	186	130	120	87	196	186	210	host	gene-VC_RS06870	0.24980798533452983	0	1
gene-VC_RS00570	537	525	618	567	640	539	506	491	532	host	cyaY	0.08490593854803413	0	1
gene-VC_RS04145	58	51	78	45	47	52	178	47	48	host	tcpD	0.6011552698230579	0	1
gene-VC_RS15700	142	119	178	195	229	227	373	423	555	host	gene-VC_RS15700	0.5097533141026462	0	1
gene-VC_RS16700	283	346	428	300	381	359	520	484	555	host	gene-VC_RS16700	0.22406724389689325	0	1
gene-VC_RS17225	321	291	434	310	501	475	562	722	740	host	gene-VC_RS17225	0.3268470532189204	0	1
gene-VC_RS03550	1466	1841	2095	1331	1896	1417	1483	1752	1867	host	pheA	0.1482626095436603	0	1
gene-VC_RS01540	203	206	239	207	296	206	244	318	290	host	gene-VC_RS01540	0.1730698919907561	0	1
gene-VC_RS04560	139	120	152	96	106	101	121	177	187	host	vpsB	0.23315829197954055	0	1
gene-VC_RS12115	1218	1105	1522	1178	1686	1349	861	1182	1209	host	pyrB	0.17957775173158225	0	1
gene-VC_RS15890	81	88	145	105	113	105	176	172	166	host	pfkB	0.2741697018010915	0	1
gene-VC_RS16290	32	31	23	18	48	48	53	81	71	host	phnW	0.4464153829131663	0	1
gene-VC_RS09155	3826	4284	5498	2856	3925	3669	2575	3024	3297	host	gene-VC_RS09155	0.22714101902073908	0	1
gene-VC_RS06595	3580	3725	4883	3016	2144	2034	1762	1384	1427	host	gene-VC_RS06595	0.42767397874415075	0	1
gene-VC_RS08975	1366	2144	2184	1244	1814	1460	1068	1015	1151	host	xthA	0.2830661505566872	0	1
gene-VC_RS09350	292	346	362	275	354	250	548	510	573	host	gene-VC_RS09350	0.29520976543865224	0	1
gene-VC_RS11930	1048	994	1337	746	843	891	520	767	834	host	gene-VC_RS11930	0.24177346151599288	0	1
gene-VC_RS03105	136	194	198	107	202	135	161	199	226	host	gene-VC_RS03105	0.21703972826505757	0	1
gene-VC_RS16235	591	658	748	375	510	422	397	486	483	host	gene-VC_RS16235	0.22661357724602238	0	1
gene-VC_RS14730	174	148	230	182	184	174	225	249	259	host	gene-VC_RS14730	0.17987464620335397	0	1
gene-VC_RS13255	718	747	956	657	1061	975	693	1049	1036	host	gene-VC_RS13255	0.1819091977931634	0	1
gene-VC_RS06895	1874	1873	2428	1683	1893	1767	2214	2184	2600	host	gene-VC_RS06895	0.14414352969470248	0	1
gene-VC_RS08410	1914	1301	1802	1269	1020	964	359	424	506	host	gene-VC_RS08410	0.5055880423615033	0	1
gene-VC_RS16245	507	571	737	432	593	443	431	536	562	host	gene-VC_RS16245	0.17284737040633272	0	1
gene-VC_RS16840	2980	2882	3597	2006	2427	2006	1560	2002	2174	host	gene-VC_RS16840	0.2491323007080401	0	1
gene-VC_RS08745	145	126	204	142	193	166	246	226	238	host	gene-VC_RS08745	0.2242134097117424	0	1
gene-VC_RS12860	2207	2071	2416	2191	2464	1733	1628	2327	2177	host	tpiA	0.12654725584435947	0	1
gene-VC_RS07480	702	623	567	878	836	736	584	743	691	host	gene-VC_RS07480	0.1415754562964948	0	1
gene-VC_RS03045	803	789	986	725	881	700	824	947	910	host	hrpB	0.10960808224358541	0	1
gene-VC_RS02885	7642	7683	8755	10004	3371	3090	1948	1959	2016	host	trmD	0.6016532360801982	0	1
gene-VC_RS03120	56	74	84	54	67	45	57	82	71	host	gene-VC_RS03120	0.192565049989475	0	1
gene-VC_RS04260	4953	5208	4312	7578	5941	3425	1372	1880	1800	host	grpE	0.49069159167675	0	1
gene-VC_RS08480	3279	2354	2701	2309	3665	3821	576	1483	1147	host	gene-VC_RS08480	0.44959506034089836	0	1
gene-VC_RS10350	1095	1184	1279	969	1160	1047	970	1177	1163	host	dapE	0.08819377397311173	0	1
gene-VC_RS05655	1089	1135	1435	16171	665	528	379	463	431	host	gene-VC_RS05655	1.9594246166528961	0	1
gene-VC_RS00430	365	316	458	288	365	301	216	282	269	host	tatB	0.20797701283993497	0	1
gene-VC_RS09750	2222	2495	2115	2838	3589	3341	2860	3381	3434	host	rpmF	0.1778998256196619	0	1
gene-VC_RS11285	3285	3713	4389	2259	2902	2580	1815	2245	3027	host	gene-VC_RS11285	0.259966678834326	0	1
gene-VC_RS06435	591	739	1038	565	812	701	960	964	1045	host	carR	0.21278297913378214	0	1
gene-VC_RS05775	3798	3974	4551	3033	3831	3128	2589	3369	3034	host	rluB	0.16442373322671575	0	1
gene-VC_RS03210	1018	1003	1175	1192	1378	1095	1058	1190	1364	host	yhbY	0.11116729940606468	0	1
gene-VC_RS13400	5958	6753	8287	4491	3386	3135	1747	1415	1773	host	atpB	0.5612681458720051	0	1
gene-VC_RS04765	3819	3999	4855	4548	5007	4298	5678	6243	6162	host	miaB	0.1708352100647098	0	1
gene-VC_RS11695	1682	1633	2049	1530	1797	1442	1708	2007	1993	host	zapD	0.11660900773090306	0	1
gene-VC_RS13555	579	596	764	457	642	497	458	521	584	host	gene-VC_RS13555	0.16297665385042637	0	1
gene-VC_RS06855	326	308	430	249	319	286	344	473	437	host	gene-VC_RS06855	0.2043361609761295	0	1
gene-VC_RS09670	3327	3410	3256	4747	4117	3225	3031	2404	2784	host	gene-VC_RS09670	0.19509551815492807	0	1
gene-VC_RS09505	2013	2177	2685	1206	1319	1231	1077	1259	1122	host	menD	0.3471921449363936	0	1
gene-VC_RS11330	560	567	777	491	735	592	648	789	841	host	gene-VC_RS11330	0.1734171271818329	0	1
gene-VC_RS05575	1387	1548	1753	789	992	807	498	452	563	host	hisA	0.46266374807036614	0	1
gene-VC_RS00155	1199	937	1179	1172	1152	942	919	914	1011	host	gene-VC_RS00155	0.11283878240829269	0	1
gene-VC_RS00190	1512	1818	2179	1114	1179	946	759	956	973	host	gene-VC_RS00190	0.3490721386796691	0	1
gene-VC_RS16070	2529	2102	2471	1380	1972	1885	462	1320	886	host	gene-VC_RS16070	0.39901280315333526	0	1
gene-VC_RS08885	213	225	291	286	276	315	264	373	313	host	cydX	0.16076813400503026	0	1
gene-VC_RS01210	3322	3348	4571	4754	4515	2361	1605	1364	1502	host	gene-VC_RS01210	0.4295476397787789	0	1
gene-VC_RS05685	313	318	457	209	280	212	125	182	162	host	gene-VC_RS05685	0.3838115190521171	0	1
gene-VC_RS15085	523	547	730	623	666	582	819	595	646	host	gene-VC_RS15085	0.13728019894278773	0	1
gene-VC_RS13355	203	191	240	181	280	212	236	305	307	host	punC	0.18864122140698453	0	1
gene-VC_RS10360	748	1054	1062	491	650	573	445	409	471	host	gene-VC_RS10360	0.36137310037918696	0	1
gene-VC_RS16945	163	167	244	184	195	136	136	151	167	host	trxC	0.1846357500687232	0	1
gene-VC_RS06420	464	484	675	497	622	558	936	1187	1072	host	gene-VC_RS06420	0.35702266682126027	0	1
gene-VC_RS02100	4912	5690	6190	4493	4781	4171	3864	3911	3947	host	gene-VC_RS02100	0.16691310173894622	0	1
gene-VC_RS01730	1896	1773	2192	1901	2045	1942	1277	1457	1553	host	tsaE	0.15687866442146634	0	1
gene-VC_RS12380	1373	1460	1845	1511	1677	1526	1688	1993	2191	host	gene-VC_RS12380	0.14955327557984127	0	1
gene-VC_RS02575	882	1050	1116	736	803	572	705	694	801	host	gene-VC_RS02575	0.20080177201225555	0	1
gene-VC_RS04665	170	199	264	401	523	434	668	734	775	host	gene-VC_RS04665	0.46437188149366937	0	1
gene-VC_RS02965	3849	4012	4863	3259	3899	2998	3629	4035	4292	host	gene-VC_RS02965	0.13354054058087064	0	1
gene-VC_RS17955	726	818	701	2287	2400	1874	1525	1634	1931	host	gene-VC_RS17955	0.4015058841189964	0	1
gene-VC_RS13035	2669	3069	3679	3681	3585	4428	2932	3468	3695	host	gmk	0.14134193002508397	0	1
gene-VC_RS01920	64	59	86	91	130	107	77	117	107	host	gene-VC_RS01920	0.24393346302641677	0	1
gene-VC_RS02080	595	560	724	493	581	448	615	802	728	host	gene-VC_RS02080	0.17690951191619422	0	1
gene-VC_RS15955	671	715	907	740	1259	998	951	1430	1508	host	gene-VC_RS15955	0.2876510752071977	0	1
gene-VC_RS13675	1389	1396	1720	1176	1308	969	576	816	714	host	gene-VC_RS13675	0.3158902087011892	0	1
gene-VC_RS13945	442	548	622	364	421	315	375	371	397	host	tssM	0.21476907394035552	0	1
gene-VC_RS14830	294	317	468	295	485	364	367	463	511	host	gene-VC_RS14830	0.20537685573084558	0	1
gene-VC_RS10280	1197	1236	1417	995	1289	1134	653	948	843	host	gene-VC_RS10280	0.2098064561282828	0	1
gene-VC_RS08185	264	292	341	203	308	224	318	413	370	host	torA	0.20874104050591188	0	1
gene-VC_RS09870	1082	1473	1776	761	979	713	766	926	842	host	ccmI	0.32936110790842343	0	1
gene-VC_RS12515	9741	13800	11177	6575	6047	5771	4165	4642	15782	host	rplD	0.4576724568474072	0	1
gene-VC_RS10685	344	392	392	863	1071	792	719	871	898	host	gene-VC_RS10685	0.3532759133263395	0	1
gene-VC_RS11890	1783	1854	2065	1508	1759	1618	1328	1550	1678	host	nadB	0.12042957083568445	0	1
gene-VC_RS16705	1721	1665	2252	1336	1722	1401	847	1064	1094	host	gene-VC_RS16705	0.27961788018929323	0	1
gene-VC_RS03360	3920	4709	4757	3847	4152	3380	4769	6002	5863	host	prfB	0.1825264852848796	0	1
gene-VC_RS00085	2942	3225	3688	2247	2803	1979	1737	2124	2200	host	glyS	0.2393476149204097	0	1
gene-VC_RS01275	1662	1881	2505	1727	2532	1890	1902	10833	2852	host	gene-VC_RS01275	0.8960963750120159	0	1
gene-VC_RS01455	908	931	1091	1008	1302	1090	1050	1396	1348	host	gene-VC_RS01455	0.15136374990177873	0	1
gene-VC_RS06795	915	923	1066	746	941	720	474	605	667	host	gene-VC_RS06795	0.2281477269174199	0	1
gene-VC_RS18565	42	54	38	36	47	34	55	82	81	host	gene-VC_RS18565	0.3295881486834078	0	1
gene-VC_RS17115	531	671	764	422	457	362	319	288	340	host	gene-VC_RS17115	0.33632777549430926	0	1
gene-VC_RS12205	260	205	345	195	267	198	121	141	152	host	hpf	0.3200993420589354	0	1
gene-VC_RS13765	758	743	1045	645	836	751	877	954	1137	host	gene-VC_RS13765	0.17443405150873037	0	1
gene-VC_RS07240	1178	1022	1287	1167	1133	865	857	1298	1207	host	proQ	0.13929627526529803	0	1
gene-VC_RS06770	130	195	175	84	92	63	63	60	66	host	gene-VC_RS06770	0.47154955714057967	0	1
gene-VC_RS10690	527	611	653	2081	2105	1507	2920	2740	3206	host	gene-VC_RS10690	0.5418293012262885	0	1
gene-VC_RS04780	7504	7692	8561	6141	6420	5748	5272	6102	6625	host	ptsI	0.1480561946792154	0	1
gene-VC_RS15055	536	555	657	520	643	575	553	683	734	host	gene-VC_RS15055	0.11657611931111597	0	1
gene-VC_RS17710	1701	1934	2239	1675	2219	1868	1792	2200	2212	host	gene-VC_RS17710	0.11246110192863468	0	1
gene-VC_RS07265	877	966	1143	895	969	760	1155	1263	1427	host	rsmF	0.19006855807194684	0	1
gene-VC_RS01785	4645	5767	3443	4280	6214	3813	2655	3316	3218	host	fkpA	0.27295903283504186	0	1
gene-VC_RS03270	1067	1209	1497	1070	1440	1233	5030	1965	2119	host	truB	0.6378938924945501	0	1
gene-VC_RS15795	2927	2996	4283	3159	4244	3598	2982	3937	4010	host	gene-VC_RS15795	0.14905283806399885	0	1
gene-VC_RS02435	251	287	312	369	381	311	501	618	558	host	gene-VC_RS02435	0.3067889713411229	0	1
gene-VC_RS07485	841	795	722	1189	1429	1036	962	1493	1422	host	gene-VC_RS07485	0.2538899611328444	0	1
gene-VC_RS06675	1237	1252	1361	917	1014	735	746	857	833	host	gene-VC_RS06675	0.22226912991889036	0	1
gene-VC_RS14605	748	703	888	456	580	413	342	511	494	host	gene-VC_RS14605	0.291809124696434	0	1
gene-VC_RS04235	386	365	401	322	387	312	322	390	407	host	gene-VC_RS04235	0.09606138836844288	0	1
gene-VC_RS05230	793	780	1058	925	1212	1025	1021	1264	1328	host	gene-VC_RS05230	0.1762047919780492	0	1
gene-VC_RS01645	1600	1779	2269	1052	1120	913	834	798	879	host	gene-VC_RS01645	0.3889716016742275	0	1
gene-VC_RS03255	3854	3898	12678	4107	4613	4087	6170	6078	6340	host	nusA	0.45731246219825394	0	1
gene-VC_RS17350	2699	2458	3189	2581	3096	2467	2306	2794	2788	host	gene-VC_RS17350	0.10252545407690934	0	1
gene-VC_RS06970	303	244	284	138	136	139	48	64	50	host	gene-VC_RS06970	0.5963471351203663	0	1
gene-VC_RS06845	127	128	172	125	130	83	111	110	117	host	hcp-2	0.18127832615452133	0	1
gene-VC_RS15800	831	848	1104	743	725	731	918	900	966	host	gene-VC_RS15800	0.13668711421495655	0	1
gene-VC_RS14555	122	124	174	110	138	113	113	102	135	host	gene-VC_RS14555	0.16173847447666997	0	1
gene-VC_RS10315	3816	4152	5504	5202	6601	4724	5813	6148	8322	host	gene-VC_RS10315	0.23084274489828815	0	1
gene-VC_RS18350	15	16	19	10	12	25	14	18	14	host	gene-VC_RS18350	0.26109307276355903	0	1
gene-VC_RS06615	1037	1074	1172	807	966	862	574	692	812	host	gene-VC_RS06615	0.203281133257205	0	1
gene-VC_RS10590	2432	2714	3464	2945	2876	2367	6762	3134	3252	host	flgK	0.3789490245877309	0	1
gene-VC_RS13545	288	282	387	257	333	249	300	375	392	host	gene-VC_RS13545	0.1647258150106757	0	1
gene-VC_RS16800	187	221	230	158	224	184	173	204	178	host	gene-VC_RS16800	0.12237256345345926	0	1
gene-VC_RS06885	598	676	666	500	762	730	332	400	465	host	gene-VC_RS06885	0.2516938279840755	0	1
gene-VC_RS08595	108	99	119	83	165	120	159	217	212	host	gene-VC_RS08595	0.32120052026244555	0	1
gene-VC_RS04485	1644	1693	1815	1164	1097	860	3611	4506	4188	host	gene-VC_RS04485	0.58302607518297	0	1
gene-VC_RS16530	271	357	364	251	315	248	301	361	354	host	glpD	0.1445948143054964	0	1
gene-VC_RS02355	1275	1519	2251	1411	1482	1175	1205	1189	1119	host	gene-VC_RS02355	0.2343619438345289	0	1
gene-VC_RS07070	76	90	126	109	121	93	132	161	150	host	gene-VC_RS07070	0.22674068261379243	0	1
gene-VC_RS15825	516	507	691	637	882	943	1282	1563	1834	host	gene-VC_RS15825	0.45597892726602945	0	1
gene-VC_RS05770	1302	1181	1321	1071	1309	19116	1074	1245	1981	host	gene-VC_RS05770	1.703166366915748	0	1
gene-VC_RS01130	1023	1059	1356	594	789	622	309	393	415	host	gene-VC_RS01130	0.4595139812604455	0	1
gene-VC_RS04640	194	206	200	170	243	184	198	243	276	host	vpsM	0.15084527447943089	0	1
gene-VC_RS06630	2223	3036	3517	2210	2610	3044	3700	2496	3520	host	queE	0.18420084311383825	0	1
gene-VC_RS10695	44	51	89	57	96	50	62	117	108	host	gene-VC_RS10695	0.3489139837350426	0	1
gene-VC_RS02900	3783	4483	9666	5887	5709	4882	4956	3796	5420	host	gene-VC_RS02900	0.30891452042403966	0	1
gene-VC_RS12765	454	426	571	448	690	466	530	726	819	host	gene-VC_RS12765	0.23554260491586138	0	1
gene-VC_RS18555	60	63	63	51	59	61	64	87	74	host	gene-VC_RS18555	0.14992824301287616	0	1
gene-VC_RS18580	3506	3726	4292	2643	2596	1964	950	1102	1074	host	gene-VC_RS18580	0.4831665381953276	0	1
gene-VC_RS00185	371	415	514	297	351	309	218	305	319	host	gene-VC_RS00185	0.22943905933055908	0	1
