Geneid	0_R1	0_R2	0_R3	30_R1	30_R2	30_R3	60_R1	60_R2	60_R3	Entity	Symbol
gene-VC_RS05655	1089	1135	1435	16171	665	528	379	463	431	host	gene-VC_RS05655
gene-VC_RS00430	365	316	458	288	365	301	216	282	269	host	tatB
gene-VC_RS09750	2222	2495	2115	2838	3589	3341	2860	3381	3434	host	rpmF
gene-VC_RS11285	3285	3713	4389	2259	2902	2580	1815	2245	3027	host	gene-VC_RS11285
gene-VC_RS06435	591	739	1038	565	812	701	960	964	1045	host	carR
gene-VC_RS05775	3798	3974	4551	3033	3831	3128	2589	3369	3034	host	rluB
gene-VC_RS03210	1018	1003	1175	1192	1378	1095	1058	1190	1364	host	yhbY
gene-VC_RS13400	5958	6753	8287	4491	3386	3135	1747	1415	1773	host	atpB
gene-VC_RS04765	3819	3999	4855	4548	5007	4298	5678	6243	6162	host	miaB
gene-VC_RS11695	1682	1633	2049	1530	1797	1442	1708	2007	1993	host	zapD
gene-VC_RS13555	579	596	764	457	642	497	458	521	584	host	gene-VC_RS13555
gene-VC_RS06855	326	308	430	249	319	286	344	473	437	host	gene-VC_RS06855
gene-VC_RS09670	3327	3410	3256	4747	4117	3225	3031	2404	2784	host	gene-VC_RS09670
gene-VC_RS09505	2013	2177	2685	1206	1319	1231	1077	1259	1122	host	menD
gene-VC_RS11330	560	567	777	491	735	592	648	789	841	host	gene-VC_RS11330
gene-VC_RS05575	1387	1548	1753	789	992	807	498	452	563	host	hisA
gene-VC_RS00155	1199	937	1179	1172	1152	942	919	914	1011	host	gene-VC_RS00155
gene-VC_RS00190	1512	1818	2179	1114	1179	946	759	956	973	host	gene-VC_RS00190
gene-VC_RS16070	2529	2102	2471	1380	1972	1885	462	1320	886	host	gene-VC_RS16070
gene-VC_RS08885	213	225	291	286	276	315	264	373	313	host	cydX
gene-VC_RS01210	3322	3348	4571	4754	4515	2361	1605	1364	1502	host	gene-VC_RS01210
gene-VC_RS05685	313	318	457	209	280	212	125	182	162	host	gene-VC_RS05685
gene-VC_RS15085	523	547	730	623	666	582	819	595	646	host	gene-VC_RS15085
gene-VC_RS13355	203	191	240	181	280	212	236	305	307	host	punC
gene-VC_RS10360	748	1054	1062	491	650	573	445	409	471	host	gene-VC_RS10360
gene-VC_RS16945	163	167	244	184	195	136	136	151	167	host	trxC
gene-VC_RS06420	464	484	675	497	622	558	936	1187	1072	host	gene-VC_RS06420
gene-VC_RS02100	4912	5690	6190	4493	4781	4171	3864	3911	3947	host	gene-VC_RS02100
gene-VC_RS01730	1896	1773	2192	1901	2045	1942	1277	1457	1553	host	tsaE
gene-VC_RS12380	1373	1460	1845	1511	1677	1526	1688	1993	2191	host	gene-VC_RS12380
gene-VC_RS02575	882	1050	1116	736	803	572	705	694	801	host	gene-VC_RS02575
gene-VC_RS04665	170	199	264	401	523	434	668	734	775	host	gene-VC_RS04665
gene-VC_RS02965	3849	4012	4863	3259	3899	2998	3629	4035	4292	host	gene-VC_RS02965
gene-VC_RS17955	726	818	701	2287	2400	1874	1525	1634	1931	host	gene-VC_RS17955
gene-VC_RS13035	2669	3069	3679	3681	3585	4428	2932	3468	3695	host	gmk
gene-VC_RS01920	64	59	86	91	130	107	77	117	107	host	gene-VC_RS01920
gene-VC_RS02080	595	560	724	493	581	448	615	802	728	host	gene-VC_RS02080
gene-VC_RS15955	671	715	907	740	1259	998	951	1430	1508	host	gene-VC_RS15955
gene-VC_RS13675	1389	1396	1720	1176	1308	969	576	816	714	host	gene-VC_RS13675
gene-VC_RS13945	442	548	622	364	421	315	375	371	397	host	tssM
gene-VC_RS14830	294	317	468	295	485	364	367	463	511	host	gene-VC_RS14830
gene-VC_RS10280	1197	1236	1417	995	1289	1134	653	948	843	host	gene-VC_RS10280
gene-VC_RS08185	264	292	341	203	308	224	318	413	370	host	torA
gene-VC_RS09870	1082	1473	1776	761	979	713	766	926	842	host	ccmI
gene-VC_RS12515	9741	13800	11177	6575	6047	5771	4165	4642	15782	host	rplD
gene-VC_RS10685	344	392	392	863	1071	792	719	871	898	host	gene-VC_RS10685
gene-VC_RS11890	1783	1854	2065	1508	1759	1618	1328	1550	1678	host	nadB
gene-VC_RS16705	1721	1665	2252	1336	1722	1401	847	1064	1094	host	gene-VC_RS16705
gene-VC_RS03360	3920	4709	4757	3847	4152	3380	4769	6002	5863	host	prfB
gene-VC_RS00085	2942	3225	3688	2247	2803	1979	1737	2124	2200	host	glyS
gene-VC_RS01275	1662	1881	2505	1727	2532	1890	1902	10833	2852	host	gene-VC_RS01275
gene-VC_RS01455	908	931	1091	1008	1302	1090	1050	1396	1348	host	gene-VC_RS01455
gene-VC_RS06795	915	923	1066	746	941	720	474	605	667	host	gene-VC_RS06795
gene-VC_RS18565	42	54	38	36	47	34	55	82	81	host	gene-VC_RS18565
gene-VC_RS17115	531	671	764	422	457	362	319	288	340	host	gene-VC_RS17115
gene-VC_RS12205	260	205	345	195	267	198	121	141	152	host	hpf
gene-VC_RS13765	758	743	1045	645	836	751	877	954	1137	host	gene-VC_RS13765
gene-VC_RS07240	1178	1022	1287	1167	1133	865	857	1298	1207	host	proQ
gene-VC_RS06770	130	195	175	84	92	63	63	60	66	host	gene-VC_RS06770
gene-VC_RS10690	527	611	653	2081	2105	1507	2920	2740	3206	host	gene-VC_RS10690
gene-VC_RS04780	7504	7692	8561	6141	6420	5748	5272	6102	6625	host	ptsI
gene-VC_RS15055	536	555	657	520	643	575	553	683	734	host	gene-VC_RS15055
gene-VC_RS17710	1701	1934	2239	1675	2219	1868	1792	2200	2212	host	gene-VC_RS17710
gene-VC_RS07265	877	966	1143	895	969	760	1155	1263	1427	host	rsmF
gene-VC_RS01785	4645	5767	3443	4280	6214	3813	2655	3316	3218	host	fkpA
gene-VC_RS03270	1067	1209	1497	1070	1440	1233	5030	1965	2119	host	truB
gene-VC_RS15795	2927	2996	4283	3159	4244	3598	2982	3937	4010	host	gene-VC_RS15795
gene-VC_RS02435	251	287	312	369	381	311	501	618	558	host	gene-VC_RS02435
gene-VC_RS07485	841	795	722	1189	1429	1036	962	1493	1422	host	gene-VC_RS07485
gene-VC_RS06675	1237	1252	1361	917	1014	735	746	857	833	host	gene-VC_RS06675
gene-VC_RS14605	748	703	888	456	580	413	342	511	494	host	gene-VC_RS14605
gene-VC_RS04235	386	365	401	322	387	312	322	390	407	host	gene-VC_RS04235
gene-VC_RS05230	793	780	1058	925	1212	1025	1021	1264	1328	host	gene-VC_RS05230
gene-VC_RS01645	1600	1779	2269	1052	1120	913	834	798	879	host	gene-VC_RS01645
gene-VC_RS03255	3854	3898	12678	4107	4613	4087	6170	6078	6340	host	nusA
gene-VC_RS17350	2699	2458	3189	2581	3096	2467	2306	2794	2788	host	gene-VC_RS17350
gene-VC_RS06970	303	244	284	138	136	139	48	64	50	host	gene-VC_RS06970
gene-VC_RS06845	127	128	172	125	130	83	111	110	117	host	hcp-2
gene-VC_RS15800	831	848	1104	743	725	731	918	900	966	host	gene-VC_RS15800
gene-VC_RS14555	122	124	174	110	138	113	113	102	135	host	gene-VC_RS14555
gene-VC_RS10315	3816	4152	5504	5202	6601	4724	5813	6148	8322	host	gene-VC_RS10315
gene-VC_RS18350	15	16	19	10	12	25	14	18	14	host	gene-VC_RS18350
gene-VC_RS06615	1037	1074	1172	807	966	862	574	692	812	host	gene-VC_RS06615
gene-VC_RS10590	2432	2714	3464	2945	2876	2367	6762	3134	3252	host	flgK
gene-VC_RS13545	288	282	387	257	333	249	300	375	392	host	gene-VC_RS13545
gene-VC_RS16800	187	221	230	158	224	184	173	204	178	host	gene-VC_RS16800
gene-VC_RS06885	598	676	666	500	762	730	332	400	465	host	gene-VC_RS06885
gene-VC_RS08595	108	99	119	83	165	120	159	217	212	host	gene-VC_RS08595
gene-VC_RS04485	1644	1693	1815	1164	1097	860	3611	4506	4188	host	gene-VC_RS04485
gene-VC_RS16530	271	357	364	251	315	248	301	361	354	host	glpD
gene-VC_RS02355	1275	1519	2251	1411	1482	1175	1205	1189	1119	host	gene-VC_RS02355
gene-VC_RS07070	76	90	126	109	121	93	132	161	150	host	gene-VC_RS07070
gene-VC_RS15825	516	507	691	637	882	943	1282	1563	1834	host	gene-VC_RS15825
gene-VC_RS05770	1302	1181	1321	1071	1309	19116	1074	1245	1981	host	gene-VC_RS05770
gene-VC_RS01130	1023	1059	1356	594	789	622	309	393	415	host	gene-VC_RS01130
gene-VC_RS04640	194	206	200	170	243	184	198	243	276	host	vpsM
gene-VC_RS06630	2223	3036	3517	2210	2610	3044	3700	2496	3520	host	queE
gene-VC_RS10695	44	51	89	57	96	50	62	117	108	host	gene-VC_RS10695
gene-VC_RS02900	3783	4483	9666	5887	5709	4882	4956	3796	5420	host	gene-VC_RS02900
gene-VC_RS12765	454	426	571	448	690	466	530	726	819	host	gene-VC_RS12765
gene-VC_RS18555	60	63	63	51	59	61	64	87	74	host	gene-VC_RS18555
gene-VC_RS18580	3506	3726	4292	2643	2596	1964	950	1102	1074	host	gene-VC_RS18580
gene-VC_RS00185	371	415	514	297	351	309	218	305	319	host	gene-VC_RS00185
gene-VC_RS02770	1212	1327	1567	1067	1329	1236	993	949	1073	host	gene-VC_RS02770
gene-VC_RS08965	448	401	459	364	413	404	360	513	530	host	rsmS
gene-VC_RS07695	270	298	377	160	232	214	236	238	267	host	gene-VC_RS07695
gene-VC_RS13140	281	270	345	205	225	255	197	251	253	host	gspI
gene-VC_RS13950	341	397	460	191	188	152	114	152	145	host	gene-VC_RS13950
gene-VC_RS02495	108	110	139	125	167	84	157	207	192	host	gene-VC_RS02495
gene-VC_RS10040	3270	4076	4515	1905	1796	1570	1577	1037	1179	host	sucC
gene-VC_RS00465	557	620	822	584	639	506	562	758	716	host	ubiA
gene-VC_RS13435	202	234	304	198	193	176	255	235	282	host	gene-VC_RS13435
gene-VC_RS00425	262	262	344	255	391	276	2091	389	275	host	tatA
gene-VC_RS10135	2532	2700	3421	2492	2492	2090	1959	2034	2288	host	fcrX
gene-VC_RS11040	926	912	1038	858	910	698	658	708	785	host	gene-VC_RS11040
gene-VC_RS07975	263	289	336	223	276	225	330	336	303	host	gene-VC_RS07975
gene-VC_RS00575	547	520	703	528	729	602	324	395	377	host	gene-VC_RS00575
gene-VC_RS07615	256	341	330	286	272	193	315	323	304	host	yqfB
gene-VC_RS13710	724	996	929	451	517	475	735	709	828	host	gene-VC_RS13710
gene-VC_RS15410	142	140	215	196	254	145	251	364	355	host	gene-VC_RS15410
gene-VC_RS04970	881	979	1176	1143	1679	1167	1599	2033	2201	host	gene-VC_RS04970
gene-VC_RS02985	2458	3000	4161	2400	2925	2789	2445	2423	2802	host	can
gene-VC_RS02340	386	381	443	300	456	310	316	351	367	host	gene-VC_RS02340
gene-VC_RS14770	1390	1514	1945	1122	1296	1109	713	780	848	host	gene-VC_RS14770
gene-VC_RS08275	885	957	1153	623	748	618	390	487	546	host	gene-VC_RS08275
gene-VC_RS09905	922	874	1180	816	861	812	823	999	961	host	ccmB
gene-VC_RS12950	462	581	636	504	582	428	556	683	626	host	fieF
gene-VC_RS07125	86	68	96	73	81	86	99	133	118	host	gene-VC_RS07125
gene-VC_RS14550	63	75	107	63	73	44	51	62	64	host	gene-VC_RS14550
gene-VC_RS09285	990	1055	1229	691	883	692	600	718	731	host	gene-VC_RS09285
gene-VC_RS10905	2797	3470	3415	5946	4368	3065	2319	2981	3136	host	frr
gene-VC_RS11280	1344	1508	1747	1180	1387	1208	1178	1501	1483	host	radA
gene-VC_RS14020	242	235	290	218	301	232	328	336	397	host	glpQ
gene-VC_RS12755	1091	1297	1628	719	884	591	442	522	490	host	argE
gene-VC_RS01395	30	44	60	57	64	54	83	83	76	host	gene-VC_RS01395
gene-VC_RS06790	1069	1289	1595	695	882	765	520	532	575	host	gene-VC_RS06790
gene-VC_RS04400	245	274	309	255	399	276	386	500	506	host	truC
gene-VC_RS10345	1334	2143	1457	1503	1296	1345	2341	1079	1629	host	gene-VC_RS10345
gene-VC_RS12365	312	374	398	257	303	259	380	375	382	host	gene-VC_RS12365
gene-VC_RS01490	1770	1900	2286	1380	1739	1391	1099	1450	18354	host	ubiD
gene-VC_RS15945	105	102	127	111	109	91	120	191	186	host	gene-VC_RS15945
gene-VC_RS16750	133	130	170	135	129	124	154	218	195	host	pyk
gene-VC_RS01865	1709	1953	2289	1760	1927	1640	1690	1665	2141	host	gene-VC_RS01865
gene-VC_RS13130	648	860	941	452	509	517	1368	461	411	host	gspK
gene-VC_RS05000	1409	1627	1863	958	1055	957	1017	1072	1216	host	rsxD
gene-VC_RS04390	2483	2990	3000	2062	1822	1180	915	840	854	host	gene-VC_RS04390
gene-VC_RS08095	761	872	941	547	666	490	506	634	628	host	vexK
gene-VC_RS05755	1356	1364	1684	679	597	527	208	251	246	host	gene-VC_RS05755
gene-VC_RS07890	3460	3743	4666	2955	3013	2496	3361	3512	3621	host	gene-VC_RS07890
gene-VC_RS05070	338	394	434	290	308	279	482	595	637	host	gene-VC_RS05070
gene-VC_RS11200	125	151	178	133	158	99	139	165	166	host	gene-VC_RS11200
gene-VC_RS16190	393	380	484	363	413	320	417	499	534	host	gene-VC_RS16190
gene-VC_RS08905	747	928	1092	956	1115	874	1281	1227	1311	host	ruvA
gene-VC_RS13330	1127	1153	1474	1023	1178	1045	959	1228	1229	host	gene-VC_RS13330
gene-VC_RS06210	85	107	126	94	87	82	129	130	143	host	gene-VC_RS06210
gene-VC_RS05165	660	767	1031	519	684	477	507	541	598	host	gene-VC_RS05165
gene-VC_RS08445	447	532	675	468	604	468	768	809	848	host	gene-VC_RS08445
gene-VC_RS09595	2488	2725	3152	2306	2697	2651	2331	2846	2803	host	sppA
gene-VC_RS06195	1387	1550	1621	1287	1326	1148	1565	1771	1845	host	gene-VC_RS06195
gene-VC_RS07430	740	731	956	659	750	646	750	840	833	host	gene-VC_RS07430
gene-VC_RS07435	1053	908	1200	1012	950	902	788	849	876	host	gene-VC_RS07435
gene-VC_RS11675	275	278	284	214	248	186	283	303	369	host	pilB
gene-VC_RS15080	384	366	407	540	438	454	695	705	709	host	gene-VC_RS15080
gene-VC_RS07670	1334	1454	1809	1396	1754	1615	924	1342	1426	host	gene-VC_RS07670
gene-VC_RS02105	2125	2530	3223	1637	1892	1518	1103	1396	1452	host	mreC
gene-VPVV882_gp16	1911	1440	1667	10555	11471	10808	31837	28999	30104	phage	gene-VPVV882_gp16
gene-VC_RS01795	320	406	493	282	417	311	592	445	376	host	tusD
gene-VC_RS18750	238	466	370	251	183	172	506	253	382	host	gene-VC_RS18750
gene-VC_RS08725	166	243	216	167	178	130	286	278	313	host	gene-VC_RS08725
gene-VC_RS04645	88	88	104	62	64	66	62	61	74	host	vpsN
gene-VC_RS12725	217	198	245	161	218	191	204	253	308	host	gene-VC_RS12725
gene-VC_RS03125	121	123	142	110	134	95	292	143	125	host	gene-VC_RS03125
gene-VC_RS14630	156	193	188	162	163	188	108	145	171	host	gene-VC_RS14630
gene-VC_RS17170	342	402	496	414	544	492	877	1159	1240	host	gene-VC_RS17170
gene-VC_RS14960	788	893	1155	885	1212	825	1070	1225	1314	host	gene-VC_RS14960
gene-VC_RS04695	2195	2194	2775	1694	1929	1479	1509	2008	1998	host	gene-VC_RS04695
gene-VC_RS04565	107	130	142	136	136	106	160	185	223	host	vpsC
gene-VC_RS09265	5014	5142	5535	3924	4412	4052	2198	3719	3115	host	clpX
