Geneid	0_R1	0_R2	5_R1	5_R2	10_R1	10_R2	15_R1	15_R2	Entity	Symbol	relative changes	negligible changes	Outlier
gene-PA2568	68.29311903366478	29.178744048097343	24.984384759525298	30.870609594418596	3.568994007659061	5.8864942630226915	1.0075312964408958	1.5576319135103072	host	gene-PA2568	0.9096512108537604	0	1
gene-PA3091	151.48655494740188	74.51802326129476	39.51018985227257	34.625143193739774	7.137988015318122	6.278927213890871	2.7707110652124634	2.4922110616164916	host	gene-PA3091	1.0587831832868273	0	1
gene-PA0504	24.833861466787194	15.711631410513954	23.241288148395626	27.950416794946566	5.799615262445974	4.316762459549974	0.7556484723306718	0.31152638270206146	host	bioD	0.8194351242792162	0	1
gene-PA4546	40.35502488352919	23.342995238477876	25.56541696323519	27.950416794946566	6.245739513403357	3.531896557813615	1.5112969446613436	1.8691582962123687	host	pilS	0.7647691387921703	0	1
gene-PA0925	14.900316880072317	6.284652564205582	15.106837296457156	11.680771197888117	1.3383727528721479	3.1394636069454354	2.7707110652124634	1.2461055308082458	host	gene-PA0925	0.6348583322145099	0	1
gene-PA5178	632.0217743297341	426.0096631022212	298.6505527068838	254.05677355406655	58.44227687541712	60.434674433699634	15.616735094833883	18.380056579421627	host	gene-PA5178	0.845619037224469	0	1
gene-PA5205	65.18888635031638	36.361204121475154	9.877547463068142	14.600963997360147	0.4461242509573826	4.316762459549974	2.0150625928817916	0.6230527654041229	host	gene-PA5205	1.1326253734957514	0	1
gene-PA1439	21.729628783438795	13.916016392169503	12.782708481617595	10.846430398038967	3.568994007659061	2.3545977052090765	0.5037656482204479	1.8691582962123687	host	gene-PA1439	0.7125906729168069	0	1
gene-PA1503	4.345925756687759	1.795615018344452	2.3241288148395625	1.251511199773727	0.4461242509573826	0.0	0.0	0.0	host	gene-PA1503	1.0082760031930535	0	1
gene-PA0730	46.56349025022599	30.07655155726957	20.917159333556064	25.030223995474536	4.015118258616443	2.3545977052090765	2.2669454169920153	0.6230527654041229	host	gene-PA0730	0.8637692614387409	0	1
gene-PA1695	27.938094150135594	5.835748809619469	8.13445085193847	3.337363199396605	2.6767455057442957	2.3545977052090765	0.25188282411022395	1.2461055308082458	host	pscP	1.0780469108000026	0	1
gene-PA4506	22.971321856778154	15.262727655927842	8.13445085193847	7.926237598566937	0.8922485019147652	2.3545977052090765	0.25188282411022395	0.6230527654041229	host	gene-PA4506	0.9442293143668232	0	1
gene-PA3686	514.0609323624949	557.9873669505384	231.2508170765365	295.77381354652414	47.73529485243994	56.51034492501784	20.150625928817913	21.18379402374018	host	adk	0.9138141893863942	0	1
gene-PA0550	16.142009953411677	16.160535165100068	18.01199831500661	27.950416794946566	3.1228697567016783	2.747030656077256	2.518828241102239	0.6230527654041229	host	gene-PA0550	0.8734863358996253	0	1
gene-PA4637	13.658623806732956	57.45968058702246	32.53780340775388	38.37967679306096	12.045354775849331	17.267049838199895	7.05271907508627	2.803737444318553	host	gene-PA4637	0.7436139668272507	0	1
gene-PA2937	2.4833861466787197	3.591230036688904	0.5810322037098906	0.8343407998491512	0.4461242509573826	0.7848659017363588	0.0	0.0	host	gene-PA2937	1.1055415967851332	0	1
gene-PA5043	835.6594383573891	561.1296932326412	406.72254259692346	364.18975913415454	33.01319457084631	32.17950197119071	8.060250371527166	6.230527654041229	host	pilN	0.9682694770440144	0	1
gene-PA1816	95.6103666471307	109.08361236442545	78.43934750083524	95.9491919826524	12.491479026806713	18.836781641672612	5.541422130424927	5.919001271339168	host	dnaQ	0.7963131792152206	0	1
gene-PPLUZ19_gp23	1.2416930733393599	0.0	0.5810322037098906	2.920192799472029	7407.000938645423	11266.750019425432	35152.26316717463	34447.65282004585	phage	gp23	1.4164101064301209	0	0
gene-PA4733	125.41100040727534	84.84280961677536	59.26528477840885	50.06044799094907	6.691863764360739	3.531896557813615	2.7707110652124634	1.5576319135103072	host	acsB	0.9537017024888454	0	1
gene-PA0027	154.5907876307503	118.06168745614771	53.45496274130994	81.34822798529224	8.030236517232886	4.316762459549974	3.274476713432911	2.4922110616164916	host	gene-PA0027	0.9896060976307955	0	1
gene-PA4819	0.0	1.346711263758339	0.5810322037098906	2.085851999622878	0.4461242509573826	0.3924329508681794	0.0	0.0	host	gene-PA4819	1.2026142323020863	0	1
gene-PA0407	399.20432307860415	342.9624685037903	148.744244149732	159.35909277118787	21.860088296911748	23.545977052090766	4.282008009873807	3.1152638270206143	host	gshB	1.0214689711457308	0	1
gene-PA4496	129.7569261639631	88.43403965346425	162.10798483505948	121.81375677797608	14.275976030636244	7.848659017363588	3.526359537543135	1.2461055308082458	host	gene-PA4496	0.8968064331547271	0	1
gene-PA1563	31.663173370153675	21.547380220133423	19.17406272242639	15.435304797209298	4.015118258616443	3.1394636069454354	0.7556484723306718	1.2461055308082458	host	gene-PA1563	0.7860463956273961	0	1
gene-PA0532	13.037777270063277	10.773690110066712	8.13445085193847	9.59491919826524	0.4461242509573826	1.5697318034727177	0.25188282411022395	0.9345791481061844	host	gene-PA0532	0.8420049562413416	0	1
gene-PA3666	58.35957444694991	37.70791538523349	82.50657292680447	81.34822798529224	15.168224532551008	8.241091968231768	2.7707110652124634	3.1152638270206143	host	dapD	0.8593052235563654	0	1
gene-PA3294	27.938094150135594	22.445187729305648	13.363740685327485	11.680771197888117	4.015118258616443	3.1394636069454354	1.5112969446613436	0.31152638270206146	host	gene-PA3294	0.8163553063214385	0	1
gene-PA4006	183.77057485422523	165.64548544227569	148.744244149732	204.41349596304207	17.844970038295305	27.07787360990438	7.05271907508627	3.7383165924247375	host	nadD	0.8742461766478024	0	1
gene-PA4932	542.6198730493002	674.2534393883417	492.1342765422774	732.5512222675547	218.15475871816008	277.842529214671	86.14392584569659	56.69780165177519	host	rplI	0.6117652461671148	0	1
gene-PA5347	59.60126752028927	52.97064304116133	34.86193222259344	47.55742559140162	4.015118258616443	5.101628361286332	1.0075312964408958	5.295948505935045	host	gene-PA5347	0.8574239582784886	0	1
gene-PA2290	251.44284735122034	207.3935346187842	305.6229391514025	287.8475759479572	57.55002837350236	47.09195410418153	9.319664492078285	4.984422123232983	host	gcd	0.7972041516096389	0	1
gene-PA3088	33.525712980162716	37.70791538523349	29.632642389204424	26.69890559517284	7.584112266275504	7.06379311562723	1.2594141205511196	1.2461055308082458	host	gene-PA3088	0.7557028850997791	0	1
gene-PA0430	101.19798547715781	91.12746218098094	151.64940516828145	149.76417357292266	22.752336798826512	29.432471315113457	5.289539306314702	5.295948505935045	host	metF	0.8098579772338017	0	1
gene-PA4308	212.9503620777002	127.03976254786997	74.372122074866	78.8452055857448	17.398845787337923	15.304885083858997	9.067781667968061	7.476633184849475	host	gene-PA4308	0.8625968155398644	0	1
gene-PA0527.1	265.1014711579533	610.9580099916998	214.98191537265953	351.25747673649266	139.19076629870338	262.14521117994383	113.09538802549055	83.17754418145041	host	rsmY	0.5840873945288729	0	1
gene-PA1664	1.2416930733393599	1.346711263758339	1.1620644074197812	1.6686815996983024	0.0	0.3924329508681794	1.0075312964408958	0.31152638270206146	host	gene-PA1664	0.6416889479197478	0	1
gene-PA3738	15.521163416741997	11.671497619238938	10.458579666778032	11.680771197888117	0.8922485019147652	1.1772988526045383	0.7556484723306718	0.31152638270206146	host	xerD	0.8553227891806141	0	1
gene-PA2029	14.279470343402638	17.507246428858405	8.71548305564836	5.840385598944058	2.6767455057442957	0.7848659017363588	0.5037656482204479	0.6230527654041229	host	gene-PA2029	0.948429900459882	0	1
gene-PA4085	3.7250792200180793	4.48903754586113	1.743096611129672	2.920192799472029	0.0	0.3924329508681794	0.0	0.31152638270206146	host	cupB2	1.0	0	1
gene-PA3760	18.625396100090395	13.018208882997277	4.067225425969235	8.760578398416088	3.1228697567016783	2.3545977052090765	0.5037656482204479	0.6230527654041229	host	gene-PA3760	0.8479002955787924	0	1
gene-PA1501	28.558940686805276	17.507246428858405	10.458579666778032	7.509067198642361	0.8922485019147652	1.1772988526045383	1.0075312964408958	1.5576319135103072	host	gene-PA1501	0.9511238028459764	0	1
gene-PA0771	98.7145993304791	101.45224853646154	153.39250177941113	168.11967116960398	20.075591293082216	23.545977052090766	6.297070602755598	5.607474888637106	host	era	0.8661408661412991	0	1
gene-PA2611	204.87935710099435	97.41211474518651	175.47172552038697	152.2671959724701	24.090709551698662	14.912452132990818	6.045187778645374	6.230527654041229	host	cysG	0.832643994722759	0	1
gene-PA4300	16.762856490081358	6.284652564205582	9.29651525935825	13.34945279758642	3.568994007659061	1.962164754340897	1.7631797687715676	1.2461055308082458	host	tadC	0.6913424772593014	0	1
gene-PPLUZ19_gp36	0.0	0.0	150.48734076086168	226.52352715904456	24.536833802656044	110.66609214482659	49678.59751643535	40368.52324968123	phage	gp36	1.772705177271546	0	0
gene-PA4008	13.037777270063277	3.591230036688904	7.553418648228578	6.257555998868634	0.8922485019147652	0.3924329508681794	0.0	1.5576319135103072	host	gene-PA4008	0.8712366236780166	0	1
gene-PA4214	4.966772293357439	40.40133791275017	4.648257629679125	85.93710238446258	0.8922485019147652	10.595689673440845	2.2669454169920153	0.6230527654041229	host	phzE1	1.5244647482296996	0	1
gene-PA4694	479.29352630899285	382.9149026619544	517.6996935055125	414.2502071251036	69.14925889839431	65.92873574585414	15.868617918944107	20.560741258336055	host	ilvC	0.7831702010945102	0	1
gene-PA5103	37.25079220018079	17.95615018344452	12.201676277907703	11.680771197888117	0.8922485019147652	2.747030656077256	0.25188282411022395	0.9345791481061844	host	gene-PA5103	0.9888110510202252	0	1
gene-PA2972	21.729628783438795	19.75176520178897	43.5774152782418	43.80289199208044	6.691863764360739	5.101628361286332	1.0075312964408958	1.8691582962123687	host	gene-PA2972	0.914976582731196	0	1
gene-PA5432	0.6208465366696799	1.346711263758339	1.1620644074197812	3.337363199396605	0.0	1.5697318034727177	0.25188282411022395	0.31152638270206146	host	gene-PA5432	0.9591663046625438	0	1
gene-PA3512	3.7250792200180793	3.142326282102791	2.905161018549453	2.503022399547454	0.8922485019147652	0.3924329508681794	0.0	0.31152638270206146	host	gene-PA3512	0.7423074889580903	0	1
gene-PA5095	15.521163416741997	16.60943891968618	14.525805092747266	10.429259998114391	2.6767455057442957	2.3545977052090765	0.0	0.31152638270206146	host	gene-PA5095	0.835645858004454	0	1
gene-PPLUZ19_gp16	0.0	0.0	2.905161018549453	3.337363199396605	44297.01525031139	44281.349310063626	14533.63895115992	15723.671114121147	phage	gp16	1.1043949395805095	0	0
gene-PA0035	32.28401990682335	19.302861447202858	13.363740685327485	13.766623197510995	0.4461242509573826	1.5697318034727177	1.5112969446613436	0.6230527654041229	host	trpA	0.9232923527194	0	1
gene-PA2709	149.62401533739285	77.21144578881143	63.33251020437808	42.551380792306716	9.368609270105035	10.203256722572664	2.2669454169920153	0.9345791481061844	host	cysK	0.9519844102156586	0	1
gene-PA1304	51.53026254358343	33.21887783937236	36.02399663001322	38.37967679306096	4.015118258616443	7.06379311562723	2.7707110652124634	2.4922110616164916	host	gene-PA1304	0.7653520217857965	0	1
gene-PA0803	18.625396100090395	15.262727655927842	12.782708481617595	17.521156796832177	1.3383727528721479	3.531896557813615	0.7556484723306718	1.2461055308082458	host	gene-PA0803	0.7974866809216294	0	1
gene-PA4870	3.1042326833483993	3.591230036688904	3.486193222259344	5.006044799094908	2.230621254786913	0.7848659017363588	0.0	0.0	host	gene-PA4870	0.8068268271976785	0	1
gene-PA2594	9.933544586714879	11.222593864652824	11.039611870487922	7.926237598566937	0.8922485019147652	1.962164754340897	1.0075312964408958	0.6230527654041229	host	gene-PA2594	0.7492907799832211	0	1
gene-PA0495	26.075554540126554	18.853957692616746	10.458579666778032	12.097941597812692	2.6767455057442957	1.962164754340897	1.0075312964408958	0.6230527654041229	host	gene-PA0495	0.862327358569936	0	1
gene-PA1915	51.53026254358343	35.46339661230292	17.43096611129672	16.686815996983025	4.907366760531208	2.747030656077256	1.7631797687715676	2.1806846789144303	host	gene-PA1915	0.9082066406451944	0	1
gene-PPLUZ19_gp40	0.0	0.0	56.36012375985939	81.34822798529224	6.245739513403357	27.07787360990438	4746.98370318128	3916.8212097130186	phage	gp40	1.7499499970177688	0	0
gene-PA0045	53.39280215359247	82.14938708925868	170.82346789070786	143.50661757405402	35.24381582563323	34.53409967639979	9.823430140298733	12.149528925380396	host	gene-PA0045	0.763873105897557	0	1
gene-PA5320	101.19798547715781	76.3136382796392	58.68425257469895	68.4159455876304	12.937603277764095	5.494061312154512	5.289539306314702	3.426790209722676	host	coaC	0.8143824276577771	0	1
gene-PA4147	57.738727910280225	15.262727655927842	12.201676277907703	15.852475197133874	1.7844970038295305	3.924329508681794	0.7556484723306718	0.9345791481061844	host	acoR	1.1086256383105626	0	1
gene-PA3417	15.521163416741997	4.040133791275017	2.3241288148395625	3.7545335993211806	1.3383727528721479	0.3924329508681794	0.5037656482204479	0.31152638270206146	host	gene-PA3417	1.1154237293611553	0	1
gene-PA2962	54.634495226931826	33.21887783937236	42.41535087082202	47.55742559140162	3.1228697567016783	7.848659017363588	1.2594141205511196	2.1806846789144303	host	tmk	0.8391144637164797	0	1
gene-PA5216	92.5061339637823	77.66034954339754	16.26890170387694	16.26964559705845	1.7844970038295305	1.962164754340897	2.0150625928817916	0.9345791481061844	host	gene-PA5216	1.2683596486694133	0	1
gene-PA0887	946.1701218845922	423.76514432929065	398.588091744985	386.7169607300816	90.56322294434867	49.83898476025879	20.65439157703836	36.13706039343913	host	acsA	0.860413834244541	0	1
gene-PA1281	3.1042326833483993	2.693422527516678	2.3241288148395625	3.337363199396605	0.0	0.7848659017363588	0.25188282411022395	0.0	host	cobV	0.8531181928007244	0	1
gene-PA2037	29.800633760144635	30.07655155726957	16.26890170387694	23.361542395776233	2.230621254786913	4.709195410418153	1.2594141205511196	0.6230527654041229	host	gene-PA2037	0.8690647748119114	0	1
gene-PA2057	8.691851513375518	7.182460073377808	2.905161018549453	2.503022399547454	1.7844970038295305	0.0	0.25188282411022395	0.31152638270206146	host	gene-PA2057	0.9607508004149478	0	1
gene-PPLUZ19_gp44	0.0	0.0	27.88954577807475	24.195883195625385	4.015118258616443	15.304885083858997	457.41920858416665	362.3051830824975	phage	gp44	1.6721610919456846	0	0
gene-PA2279	4.966772293357439	1.795615018344452	2.3241288148395625	4.171703999245756	0.8922485019147652	1.1772988526045383	0.5037656482204479	0.6230527654041229	host	arsC	0.6458659745975608	0	1
gene-PA4180	75.74327747370094	41.74804917650851	33.69986781517366	17.521156796832177	6.245739513403357	2.3545977052090765	0.7556484723306718	3.1152638270206143	host	gene-PA4180	0.9569957837470644	0	1
gene-PA2433	8.691851513375518	4.040133791275017	7.553418648228578	5.4232151990194835	1.7844970038295305	0.3924329508681794	0.0	0.6230527654041229	host	gene-PA2433	0.7889543583705186	0	1
gene-PA4222	132.24031231064183	77.66034954339754	72.04799326002644	75.09067198642362	23.198461049783894	21.58381229774987	1.7631797687715676	2.1806846789144303	host	gene-PA4222	0.7535583573156469	0	1
gene-PA3526	64.5680398136467	38.605722894405716	47.06360850050114	40.465528792683834	6.691863764360739	9.025957869968126	2.7707110652124634	1.8691582962123687	host	gene-PA3526	0.7543371826780476	0	1
gene-PA1143	6.829311903366478	2.693422527516678	1.743096611129672	0.8343407998491512	0.4461242509573826	0.3924329508681794	0.25188282411022395	0.0	host	gene-PA1143	1.1019981851164729	0	1
gene-PA5496	52.15110908025311	58.357488096194686	34.86193222259344	47.55742559140162	1.7844970038295305	5.101628361286332	2.7707110652124634	0.31152638270206146	host	nrdJb	0.9379626211842004	0	1
gene-PA5428	34.76740605350207	15.262727655927842	14.525805092747266	11.26360079796354	3.568994007659061	3.531896557813615	0.7556484723306718	0.6230527654041229	host	gene-PA5428	0.8522636687637145	0	1
gene-PA2908	19.867089173429758	8.97807509172226	9.877547463068142	10.012089598189815	2.230621254786913	2.3545977052090765	0.0	0.6230527654041229	host	cbiD	0.8222173045094688	0	1
gene-PA0435	12.416930733393597	6.284652564205582	9.29651525935825	15.435304797209298	1.3383727528721479	1.5697318034727177	0.5037656482204479	0.31152638270206146	host	gene-PA0435	0.9559875583459182	0	1
gene-PA1259	8.691851513375518	2.693422527516678	1.743096611129672	1.6686815996983024	0.0	0.7848659017363588	0.5037656482204479	0.31152638270206146	host	gene-PA1259	1.0383279828647594	0	1
gene-PA3303	16.762856490081358	8.529171337136146	6.972386444518688	7.091896798717785	2.230621254786913	0.7848659017363588	0.5037656482204479	0.0	host	gene-PA3303	0.87416951193742	0	1
gene-PA5542	279.38094150135595	117.6127837015616	139.44772889037375	139.33491357480827	16.506597285423155	12.165421476913561	1.5112969446613436	2.1806846789144303	host	gene-PA5542	0.9462011673783468	0	1
gene-PA5167	332.7737436549484	226.69639606598705	584.51839693215	583.2042190945567	50.412040358184235	36.49626443074069	5.289539306314702	8.722738715657721	host	gene-PA5167	1.0313292535453495	0	1
gene-PA5354	3.7250792200180793	2.693422527516678	0.5810322037098906	1.6686815996983024	0.0	0.0	0.0	0.0	host	glcE	1.2098214000707723	0	1
gene-PPLUZ19_gp48	0.0	0.0	87.1548305564836	96.78353278250154	14.275976030636244	46.30708820244517	277.0711065212463	223.36441639737805	phage	gp48	1.2775000909168237	0	0
gene-PA1831	50.28856947024407	61.94871813288359	51.13083392647038	39.21401759291011	8.030236517232886	9.025957869968126	2.7707110652124634	2.4922110616164916	host	gene-PA1831	0.7918699589655744	0	1
gene-PA1023	31.663173370153675	26.036417765994553	19.17406272242639	14.18379359743557	2.6767455057442957	1.1772988526045383	0.25188282411022395	0.0	host	gene-PA1023	0.9534791250472124	0	1
gene-PA3303a	5.587618830027119	4.9379413004472426	5.229289833389016	2.920192799472029	0.0	0.3924329508681794	0.0	0.0	host	gene-PA3303a	0.9725975251592748	0	1
gene-PA3368	7.450158440036159	7.182460073377808	7.553418648228578	10.846430398038967	1.3383727528721479	1.962164754340897	0.5037656482204479	0.0	host	gene-PA3368	0.8550742452665726	0	1
gene-PA1542	4.966772293357439	5.386845055033356	3.486193222259344	10.429259998114391	2.6767455057442957	0.7848659017363588	0.25188282411022395	0.31152638270206146	host	gene-PA1542	0.979087981746827	0	1
gene-PA5039	321.5985059948942	159.8097366326562	162.10798483505948	154.35304797209298	20.967839794996983	10.595689673440845	4.282008009873807	6.230527654041229	host	aroK	0.9154325787678012	0	1
gene-PA0516	7.450158440036159	3.142326282102791	2.3241288148395625	2.085851999622878	1.3383727528721479	0.3924329508681794	0.25188282411022395	0.31152638270206146	host	nirF	0.8381062852220592	0	1
gene-PA0955	130.99861923730245	82.14938708925868	119.69263396423747	120.56224557820235	17.844970038295305	17.659482789068075	7.304601899196494	5.607474888637106	host	gene-PA0955	0.7759270910075302	0	1
gene-PA1947	45.94264371355631	23.342995238477876	40.091222055982456	37.12816559328723	5.353491011488591	3.531896557813615	0.5037656482204479	1.2461055308082458	host	rbsA	0.8635999908045487	0	1
gene-PA0668.3	149.62401533739285	253.18171758656771	137.1236000755342	181.05195356726583	70.04150740030907	135.3893680495219	53.14727588725725	40.80995613397005	host	gene-PA0668.3	0.4776471572422989	0	1
gene-PA3110	58.98042098361959	52.97064304116133	98.77547463068142	109.71581518016339	20.967839794996983	15.697318034727177	5.037656482204478	3.7383165924247375	host	gene-PA3110	0.8448763540628755	0	1
gene-PA0542	112.99406967388174	45.339279213197415	29.632642389204424	36.710995193362656	6.245739513403357	6.278927213890871	1.5112969446613436	1.5576319135103072	host	gene-PA0542	1.0109629558412176	0	1
gene-PA5193	75.12243093703127	62.846525642055816	41.25328646340223	52.980640790421106	9.368609270105035	9.025957869968126	5.289539306314702	3.1152638270206143	host	yrfI	0.7726166020430005	0	1
gene-PA2231	27.938094150135594	26.934225275166778	27.30851357436486	31.287779994343172	4.907366760531208	2.747030656077256	1.0075312964408958	2.1806846789144303	host	pslA	0.8195308776214597	0	1
gene-PA1870	1.8625396100090397	5.835748809619469	1.1620644074197812	3.7545335993211806	0.4461242509573826	0.7848659017363588	1.0075312964408958	0.0	host	gene-PA1870	0.9825466522641216	0	1
gene-PA4977	27.938094150135594	21.547380220133423	21.498191537265953	36.710995193362656	1.7844970038295305	1.962164754340897	0.25188282411022395	0.9345791481061844	host	aruI	1.01138549539887	0	1
gene-PA2659	46.56349025022599	38.605722894405716	33.118835611463766	28.36758719487114	6.245739513403357	9.810823771704486	1.2594141205511196	2.1806846789144303	host	gene-PA2659	0.7313381313168774	0	1
gene-PA0358	10.554391123384558	10.3247863554806	18.5930305187165	21.275690396153358	4.461242509573826	5.8864942630226915	1.0075312964408958	0.6230527654041229	host	gene-PA0358	0.7842908647732078	0	1
gene-PA2692	27.938094150135594	9.426978846308373	14.525805092747266	10.012089598189815	4.015118258616443	1.962164754340897	1.7631797687715676	0.0	host	gene-PA2692	0.808154803766711	0	1
gene-PA2922	1.8625396100090397	0.448903754586113	0.0	1.251511199773727	0.0	0.0	0.0	0.31152638270206146	host	gene-PA2922	1.224744871391589	0	1
gene-PA5149.1	65.18888635031638	70.02898571543362	16.84993390758683	23.361542395776233	2.6767455057442957	3.531896557813615	1.2594141205511196	1.8691582962123687	host	gene-PA5149.1	1.133325171870799	0	1
gene-PA3314	11.796084196723918	7.631363827963921	4.648257629679125	6.257555998868634	2.6767455057442957	1.962164754340897	1.2594141205511196	0.9345791481061844	host	gene-PA3314	0.5996931058218719	0	1
gene-PA3079	849.9389087007918	542.2757355400245	1106.2853158636317	966.5838166252418	57.55002837350236	31.787069020322534	9.823430140298733	19.00310934482575	host	gene-PA3079	0.9779580232093116	0	1
gene-PA0710	1.8625396100090397	2.244518772930565	1.743096611129672	0.0	0.0	0.0	0.0	0.0	host	gloA2	1.3575622293698253	0	1
gene-PA4439	101.19798547715781	62.846525642055816	66.81870342663743	57.15234478966686	11.153106273934565	10.203256722572664	3.274476713432911	3.7383165924247375	host	trpS	0.7764723922043176	0	1
gene-PA0332	18.004549563420717	18.853957692616746	15.687869500167048	15.435304797209298	3.1228697567016783	3.924329508681794	1.0075312964408958	0.31152638270206146	host	gene-PA0332	0.7617525503398114	0	1
gene-PA0626	75.12243093703127	45.339279213197415	56.94115596356929	67.58160478778125	47.73529485243994	51.4087165637315	21.66192287347926	17.7570038140175	host	gene-PA0626	0.271233805767974	0	1
gene-PA4721	72.63904479035254	64.64214066040027	31.375739000334097	29.61909839464487	3.1228697567016783	4.316762459549974	1.5112969446613436	1.8691582962123687	host	gene-PA4721	0.9850960365281304	0	1
gene-PA1031	295.5229514547676	162.952062914759	89.47895937132316	104.70977038106848	14.722100281593626	19.621647543408972	8.31213319563739	4.049842975126799	host	gene-PA1031	0.9535708961132856	0	1
gene-PA2102	18.004549563420717	19.75176520178897	8.13445085193847	7.926237598566937	0.8922485019147652	0.3924329508681794	0.25188282411022395	0.31152638270206146	host	gene-PA2102	1.0813438119186285	0	1
gene-PA2936	0.6208465366696799	1.346711263758339	0.5810322037098906	2.085851999622878	0.0	0.0	0.0	0.6230527654041229	host	gene-PA2936	1.1055415967851332	0	1
gene-PA5408	39.734178346859515	9.426978846308373	9.877547463068142	9.177748798340664	1.7844970038295305	1.5697318034727177	0.25188282411022395	0.0	host	gene-PA5408	1.1901331783902958	0	1
gene-PA0793	245.23438198452354	68.23337069708917	137.1236000755342	80.5138871854431	11.153106273934565	6.278927213890871	2.0150625928817916	3.7383165924247375	host	gene-PA0793	1.0159445778194798	0	1
gene-PA1373	11.796084196723918	3.591230036688904	8.71548305564836	6.67472639879321	1.3383727528721479	3.1394636069454354	1.0075312964408958	0.31152638270206146	host	fabF2	0.6745937283431721	0	1
gene-PA3617	417.8297191786946	294.031959253904	211.49572215040018	200.2417919637963	48.62754335435471	55.333046072413296	24.180751114581497	17.445477431315442	host	recA	0.7459041535321118	0	1
gene-PA1013	349.53660014502975	239.71460494898434	225.44049503943756	220.6831415601005	39.70505833520705	41.990325742895195	15.112969446613436	18.068530196719564	host	purC	0.7503261533832576	0	1
gene-PA2800	165.76602529080452	173.2768492702396	167.9183068721584	183.1378055668887	36.582188578505374	30.217337216849817	14.609203798392988	15.26479275240101	host	gene-PA2800	0.7201880104978782	0	1
gene-PA3109	37.87163873685047	31.87216657561402	38.34812544485278	48.80893679117535	8.922485019147652	8.633524919099948	2.7707110652124634	3.1152638270206143	host	gene-PA3109	0.7501854422066804	0	1
gene-PA0499	22.971321856778154	12.12040137382505	8.71548305564836	8.343407998491513	2.230621254786913	1.5697318034727177	1.0075312964408958	0.9345791481061844	host	gene-PA0499	0.8289196284758793	0	1
gene-PA1022	42.217564493538234	30.974359066441796	28.470577981784643	22.11003119600251	4.015118258616443	2.747030656077256	2.2669454169920153	1.2461055308082458	host	gene-PA1022	0.8067989105516167	0	1
gene-PA2932	6.829311903366478	2.244518772930565	0.5810322037098906	1.6686815996983024	0.8922485019147652	0.7848659017363588	0.25188282411022395	0.0	host	morB	1.0175966581017657	0	1
gene-PA3652	216.67544129771827	198.41545952706193	144.0959865200529	149.34700317299806	44.16630084478088	55.72547902328148	26.95146217979396	18.691582962123686	host	uppS	0.5958579464922842	0	1
gene-PA2109	29.800633760144635	0.897807509172226	30.794706796624205	6.257555998868634	2.6767455057442957	1.962164754340897	0.25188282411022395	0.6230527654041229	host	gene-PA2109	1.2177897756006133	0	1
