Geneid	0_R1	0_R2	0_R3	30_R1	30_R2	30_R3	60_R1	60_R2	60_R3	Entity	Symbol	relative changes	negligible changes	Outlier
gene-VC_RS17010	188.9228477307085	182.32483960199332	203.99778311896125	150.83664794726369	173.3993979637725	197.61857923929614	115.31347519322371	138.5682921070345	136.91975682748603	host	gene-VC_RS17010	0.1605041289440493	0	1
gene-VC_RS04815	49.21368075427807	41.688152827146155	46.30448625960962	58.169364232703884	63.03959421299766	51.967033121161585	50.0813998101957	74.42935730672859	64.2993333167752	host	gene-VC_RS04815	0.2583743785138359	0	1
gene-VC_RS02500	559.557747477213	506.9084730927305	613.2835672402784	466.63941086361507	470.93331820815223	495.7547069724654	345.51957348042583	452.77859028259894	437.4876208023725	host	gene-VC_RS02500	0.1671392861707895	0	1
gene-VC_RS03770	691.3350391672396	735.3011547293912	652.4201763699175	569.3991710223348	588.7476755162481	574.6942486340222	406.5431278710004	425.14951067631335	532.5497724118793	host	hscA	0.1683268034416814	0	1
gene-VC_RS14365	22.173196823356054	27.25139951346519	24.514139784499207	49.1778852188159	45.86170992873609	40.45876281059293	95.53342652869264	83.02820351072565	71.99003788995812	host	emrD	0.58338203347303	0	1
gene-VC_RS01815	1761.0565834745146	1651.7916740810479	1556.862912629599	3383.732102369273	6319.354694950755	1154.7829989761235	9093.77216049335	767.6937119175075	723.3044612516458	host	rpsG	1.0015861448384782	0	1
gene-VC_RS03955	18.026989287281346	15.734439004798356	18.923195623122197	18.900455886335962	18.474328381186975	15.46423822982663	19.639764631449296	30.87126751926811	24.206807836903607	host	gene-VC_RS03955	0.3283041680180821	0	1
gene-VC_RS12160	371.3559793179957	305.28055883536604	312.94951549451326	286.62633101414343	275.1702595724165	356.93619635123093	209.02320929185322	222.58324846084176	213.82680255931518	host	mlaE	0.1284909145838567	0	1
gene-VC_RS14395	8.83322475076786	8.272746280873362	9.461597811561099	8.440980298751983	11.18183033598159	10.249553245350208	9.258746183397525	18.466374634813345	11.725172546000184	host	gene-VC_RS14395	0.3647365902051675	0	1
gene-VC_RS14520	30.10507210975985	40.87709927019779	43.00726277982317	32.846423336447934	44.565265831810684	36.322978167732316	38.718393130571464	45.390630781754936	44.37914770098995	host	ulaG	0.2344058399758339	0	1
gene-VPVV882_gp35	559.7380173700858	451.43240979746207	490.7128683177824	1662.3226201390046	2960.916261865502	3432.701253574307	13359.809606510302	17908.15445501288	19608.018656388525	phage	D	1.1849652694560364	0	0
gene-VC_RS06610	93.19953461524456	99.27295537048035	101.6404977029821	75.23482440191985	66.1186489431955	76.06247408391471	51.063388041768164	60.191923427979376	52.8263150190761	host	gene-VC_RS06610	0.2260536775048086	0	1
gene-VC_RS04240	100.23006043728428	103.8148552893912	120.99376595390252	93.95178071654381	127.5376880350364	117.95977068332871	58.779009861266104	79.78601559774314	68.45987841374301	host	gene-VC_RS04240	0.2064138482644404	0	1
gene-VC_RS13120	71.56714747050694	64.88428455586951	58.05980475276128	51.0128809359359	58.01587333741173	56.822084658432736	31.704191476482432	46.236418932967766	37.94921436931242	host	gene-VC_RS13120	0.1732329988243091	0	1
gene-VC_RS03235	368.6519309249035	304.1450838556383	335.16993459742196	335.4372170895353	328.64857857058934	293.10125947229545	482.99792590057086	603.892739965957	300.9460953473381	host	secG	0.338815666408304	0	1
gene-VC_RS07090	126.00865511809661	146.80069380765477	132.17565427665656	129.00019891353574	134.34401954389477	127.13042358706312	143.37028180957986	128.4188342924806	128.09435813694824	host	rstR	0.1423167615906748	0	1
gene-VC_RS16975	62.9141926126119	55.80048471804778	54.04579355997779	49.728383933951896	46.50993197719879	48.910148819916785	47.836855280887214	59.06420589302894	59.13017122660308	host	gene-VC_RS16975	0.1819497116618657	0	1
gene-VC_RS18560	5.76863657193003	5.190742764469561	3.1538659371870326	7.339982868479985	5.185776387701607	6.113768602489598	5.891929389434789	8.45788151212825	7.564627449032377	host	gene-VC_RS18560	0.3116063781500039	0	1
gene-VC_RS08330	203.34443916053357	183.46031458172104	216.6132468677094	187.16956314623962	203.86583424151942	162.7341348603849	125.5542096081937	163.378077875944	149.40139211838945	host	purR	0.1566731210607599	0	1
gene-VC_RS17700	150.88590033454486	129.76856911173903	138.62674369363003	138.1751774991357	136.45074120139853	116.52123689450764	77.29650222806116	90.21740279603466	86.36283004311964	host	gene-VC_RS17700	0.1620494691552897	0	1
gene-VC_RS02230	41.28180546787428	36.98404219684562	35.839385649852645	34.68141905356793	31.92493588678802	30.92847645965326	18.23692430063149	31.012232211136915	21.307033981441197	host	apaG	0.1785329300677685	0	1
gene-VC_RS10020	235.6127499847672	204.87212848515796	236.39658774642805	220.74998476953556	210.6721657503778	206.06996524861998	187.2791841641772	203.13012098294678	190.12430321901374	host	znuA	0.1098552849459835	0	1
gene-VC_RS14290	398.57673314179056	354.7548258092165	467.2022313314791	382.59660701951924	434.3087724700096	432.99867043514564	327.2826491797943	382.4372090400657	390.7130077425223	host	gene-VC_RS14290	0.1532622203059902	0	1
gene-VC_RS07735	425.9777568584582	383.62833243657843	389.2157281573997	296.5353078865914	282.6248131297376	276.558120900853	194.01281775210268	217.0856254779584	225.2998208570143	host	gene-VC_RS07735	0.232100860269476	0	1
gene-VC_RS11395	166.38911112160682	153.9379651088004	174.7528444286815	125.69720662271975	136.93690773774557	131.625841677129	109.00069370454358	130.25137528677504	130.1115921233569	host	gene-VC_RS11395	0.1721398874674037	0	1
gene-VC_RS04040	20.009958108882294	17.032124695915744	19.92669842131807	17.982958027775965	23.984215793119933	15.284421506223996	1847.5407156870515	18.04348055920693	14.120637904860438	host	gene-VC_RS04040	2.6194223826720378	0	1
gene-VPVV882_gp17	154.49129819200112	111.60096943609555	106.22793906616323	881.8989416478702	742.5383565140239	926.9552101715847	1807.559766258744	1469.9798068078896	1536.2497577743252	phage	gene-VPVV882_gp17	0.7932300733447971	0	0
gene-VC_RS11995	371.17570942512293	387.1969680871513	366.4218788840934	290.6633215918074	312.11891633479047	259.8351656058079	153.0498800922227	190.020404639148	162.6394901541961	host	leuB	0.2777768304551939	0	1
gene-VC_RS16835	56.78501625493624	61.47785961668636	74.40256460909409	55.23337108531189	70.6562032824344	58.62025189445909	55.1316250011398	69.21366370758284	66.69479867563545	host	gene-VC_RS16835	0.2032923099324727	0	1
gene-VC_RS01060	102.57356904463086	97.97526967936295	104.07757592717208	75.05132483020785	73.8973135247479	72.82577305906727	23.567717557739154	30.025479368055286	25.71973332671008	host	gene-VC_RS01060	0.4408143874399416	0	1
gene-VC_RS11835	114.47138197423655	103.8148552893912	117.55318493151667	77.25331969075184	69.68387020974035	94.40377989138351	41.10322169296174	53.00272414267036	47.02676730815128	host	acpS	0.3162447746743214	0	1
gene-VC_RS03685	1180.2269886383096	1060.3714203542975	977.8417980705796	1098.9789349831658	976.8706270332902	827.1569285721221	565.7655054188215	695.8017190644173	613.8695174889774	host	gene-VC_RS03685	0.1688153852494563	0	1
gene-VC_RS18005	36.05397857456269	33.09098512349345	39.56668175743732	24.77244218111995	26.252992962739388	23.73580751554785	10.240734414969989	15.929010181174869	14.120637904860438	host	gene-VC_RS18005	0.3715531530436913	0	1
gene-VC_RS09695	115.73327122434624	107.05906951718468	121.85391120949899	88.07979442175981	98.04358482998352	96.56158057461512	50.22168384327748	63.99797010843709	60.895250964710634	host	gene-VC_RS09695	0.2423289762796781	0	1
gene-VC_RS01760	4813.386409596992	562.5467470993887	582.748410666604	505.174320923135	515.4985840399629	488.3822213047573	806.3526221540753	483.36792841812945	414.5415842069743	host	hflK	1.1897047047250005	0	1
gene-VC_RS10080	99.68925075866584	96.02874114268687	102.21392787337975	107.53074902323178	111.8183033598159	96.92121402182039	133.5503994938552	125.1766463794981	106.03086141060382	host	gene-VC_RS10080	0.2062699934759163	0	1
gene-VC_RS11010	187.66095848059882	167.40145415414332	192.67253725360783	177.62758541721564	195.27689209938865	172.26442121132456	171.56737245901778	217.93141362917123	199.5800875303042	host	gene-VC_RS11010	0.1851368872791013	0	1
gene-VC_RS11065	571.095020621073	573.0904433397175	656.2908300201016	360.20965927065527	293.32047692937215	337.33617347854374	136.91721628781795	127.85497552500537	116.117031342647	host	nqrE	0.5583598395187693	0	1
gene-VC_RS01370	167.2904605859709	168.05029699970203	178.19342545106736	123.12821261875175	120.73135652617805	117.24050378891818	62.28611068831062	62.44735849788024	61.903867957914954	host	gene-VC_RS01370	0.356863160326772	0	1
gene-VC_RS07565	24.336435537829818	22.709499594554327	22.07706156030923	17.065460169215964	24.308326817351283	19.60002287268724	25.952546120129426	39.04721964765875	31.267126789333826	host	gene-VC_RS07565	0.348617316226375	0	1
gene-VC_RS09295	22.35346671622887	16.058860427577702	22.65049173070687	19.63445417318396	25.604770914276685	17.622038913058255	18.37720833371327	22.836280082746274	22.063496726344432	host	gene-VC_RS09295	0.2066794628232485	0	1
gene-VC_RS09135	129.61405297555288	138.5279475267814	168.44511255430743	126.06420576614374	142.93296168602555	141.69557819887658	109.56182983687071	127.00918737379254	128.8508208818515	host	lpoB	0.1667395470084671	0	1
gene-VC_RS00220	40.921265682128656	41.039309981587465	40.7135420982326	42.021401922047914	52.3439304133631	48.19088192550625	30.301351145664626	50.8882537646383	36.18413463120487	host	dprA	0.1656815610189274	0	1
gene-VC_RS05355	1343.9120513668242	2466.4138666799895	1215.815318785601	1016.0371285693419	1028.2422243739593	887.3955309790049	797.9355801691685	862.8448789289503	855.4332873614113	host	gene-VC_RS05355	0.3973332936381645	0	1
gene-VC_RS14795	76.97524425669134	70.88608087728744	75.83614003508819	87.52929570662383	75.1937576216733	65.63310411496187	78.13820642655183	105.0186954422591	94.43176598875418	host	gene-VC_RS14795	0.2433993788359545	0	1
gene-VC_RS02555	246.6092134500088	232.28573871001282	289.15216342301113	223.13547920179155	265.28487333336034	267.3874679971186	214.07343448279732	247.6749636134889	259.08849012935895	host	gene-VC_RS02555	0.1673343277105445	0	1
gene-VC_RS03545	284.46589095329966	242.66722423895195	287.43187291181823	296.7188074583034	302.39558560784997	303.3508127176457	242.83166126456234	332.3947434266402	293.88577639490785	host	gene-VC_RS03545	0.1617757148032698	0	1
gene-VC_RS10770	176.12368533673876	150.20711874683792	154.10935829436636	155.9746359551997	181.9883401059033	163.81303520200072	126.2556297736026	195.65899231390017	176.76012805905654	host	gene-VC_RS10770	0.1846007104193155	0	1
gene-VC_RS14220	163.5047928356418	180.86494319948625	177.04656511027207	188.6375597199356	205.16227833844482	209.3066662734674	314.23623410318874	265.57747948082704	280.2694469866496	host	norR	0.3373160845402495	0	1
gene-VC_RS16130	14.241321536952263	10.219274817549447	14.192396717341648	16.147962310655966	19.446661453881028	14.205521164608184	15.150675572832313	22.695315390877468	19.79410849163472	host	gene-VC_RS16130	0.3065997419505938	0	1
gene-VC_RS16770	92.11791525800767	97.00200541102491	107.51815694955793	91.38278671257582	99.34002892690891	78.5799082143516	80.80360305510567	103.75001321543986	105.90478428645328	host	pncA	0.2029529420695898	0	1
gene-VC_RS01270	668.9815724510107	678.3651950316157	691.9868581273548	708.8588455234545	852.5740492405673	763.3219916931866	679.1150041489002	803.2168142684461	1764.9536609834042	host	gene-VC_RS01270	0.5374698835449682	0	1
gene-VC_RS08320	41.82261514649272	39.417202867690726	52.8989332191825	45.32439421286391	64.49809382203874	50.5284993323405	68.87946024315431	85.56556796436412	85.73244442236694	host	torR	0.3971708462292403	0	1
gene-VC_RS14400	13.159702179715383	12.165803354225533	9.318240268961688	14.312966593535972	14.90910711464212	14.02570444100555	13.186699109687384	19.312162786026168	15.003177773914215	host	gene-VC_RS14400	0.2480598512794982	0	1
gene-VC_RS03800	598.6763142306135	531.564501223961	612.423421984682	715.8318292485105	493.45903439223105	422.3894837425902	481.59508556975305	457.14849573053186	556.7565802487829	host	rodZ	0.1736498568866852	0	1
gene-VC_RS12435	1107.7584917034387	1044.6369813494991	1098.5488489392833	826.1150718474223	704.1312001426088	630.0777995036339	361.65223728483056	429.66038081611504	386.3003083972534	host	rpsE	0.3653617904019934	0	1
gene-VC_RS00815	443.1033966813755	331.23427265771386	404.55498521553665	445.3534605450231	610.9492806760956	746.5990363981415	217.8611033760054	443.19299123552025	347.4685541588872	host	gene-VC_RS00815	0.2742373386674557	0	1
gene-VC_RS13565	37.31586782467239	34.713092237390185	43.15062032242258	32.846423336447934	43.917043783347985	32.18719352487171	25.952546120129426	33.831526048513	35.67982613460271	host	gene-VC_RS13565	0.1934575083727228	0	1
gene-VC_RS12625	270.04429952347454	254.02197403622912	225.214699423674	218.91498905241556	239.51804690696798	208.58739937905688	155.57499268769476	157.45756081745424	143.98007577991623	host	gene-VC_RS12625	0.1476169483472011	0	1
gene-VC_RS03765	2737.3983232736723	1197.763892901351	1877.2670203392815	1415.5156961863652	2378.8128623459966	2013.767487625912	535.7447223393204	900.4824516579209	895.1475814688313	host	hscB	0.3954706778001095	0	1
gene-VC_RS17165	72.82903672061664	55.80048471804778	78.559933344477	88.81379270860782	93.34397497862894	73.36522322987518	67.19605184617295	88.525826493609	93.42314899554985	host	gene-VC_RS17165	0.2289311532561804	0	1
gene-VC_RS03475	171.79720790779123	176.64746470335473	177.47663773807028	144.5976625090557	164.64840030952604	146.91026318335298	115.31347519322371	128.27786960061178	113.34333461133512	host	gene-VC_RS03475	0.1454489671690993	0	1
gene-VC_RS16180	74.63173564934478	81.10535569483689	92.75233006181864	88.44679356518382	129.64440969254017	103.03498262430999	88.65950890768539	106.14641297720952	96.19684572686172	host	gene-VC_RS16180	0.2084555250850999	0	1
gene-VC_RS03585	622.8324798755705	491.17403408793217	578.8777570164199	399.6620671887352	319.5734698921115	429.7619694102982	104.51160464592661	138.8502214907721	93.80138036800147	host	gene-VC_RS03585	0.5192592269642167	0	1
gene-VC_RS09820	659.6075380216245	626.6199780983097	696.0008693201383	628.4860331135988	639.9572173448015	615.5126448918204	441.61413614144556	539.3309110900447	523.34614234889	host	gene-VC_RS09820	0.1233775089685622	0	1
gene-VC_RS13240	101.67221958026678	99.27295537048035	102.07057033078033	80.37281240985584	92.53369741805055	79.29917510876214	54.710772901894465	73.86549853925338	67.95556991714085	host	glnG	0.1757062757007639	0	1
gene-VC_RS02480	87.79143782906016	102.84159102105316	94.47262057301157	122.76121347532775	101.93291712075971	108.78911777959432	82.90786355133238	67.09919332955077	62.40817645451711	host	gene-VC_RS02480	0.1237969539939085	0	1
gene-VC_RS05385	514.3100043661368	554.1117901071256	493.4366616271712	438.1969772482551	458.29298826312953	413.9380977332663	509.93246025227273	552.2996627419747	518.0509031345673	host	pta	0.1903355778305875	0	1
gene-VC_RS14185	139.16835729781198	140.63668677484716	126.72806765787895	129.55069762867174	111.1700813113532	90.2679952485229	65.23207538302802	68.64980494010763	72.74650063486136	host	gene-VC_RS14185	0.2301967363808497	0	1
gene-VC_RS18960	14.241321536952263	8.434956992263036	9.89167043935933	8.991479013887982	13.126496481369694	6.473402049694869	6.873917621007253	7.47112866904662	10.464401304494789	host	gene-VC_RS18960	0.2627884007173249	0	1
gene-VC_RS13680	410.4745460713962	429.3717530484665	422.18796295526414	423.70051108300714	390.87789522300864	324.74900282635923	395.6009732906215	390.8950905521939	396.63863257759766	host	gene-VC_RS13680	0.1503692379158005	0	1
gene-VC_RS00380	103.65518840186773	82.40304138595427	107.37479940695852	75.23482440191985	76.81431274283005	58.97988534166436	31.14305534415531	38.624325572052335	36.43628887950595	host	uspA	0.3748545529416591	0	1
gene-VC_RS17750	75.53308511370884	73.31924154813254	79.70679368527227	63.49085181235187	67.90125957646792	56.46245121122747	78.4187744927154	94.58730824396758	90.77552938838852	host	rlmC	0.2674257803551166	0	1
gene-VC_RS06870	23.975895752084188	29.522349472920624	26.664502923490367	23.854944322559952	19.446661453881028	15.644054953429267	27.495670484029013	26.21943268759757	26.47619607161332	host	gene-VC_RS06870	0.2498079853345298	0	1
gene-VC_RS00570	96.80493247270083	85.16062347957873	88.59496132643574	104.0442571607038	103.71552775403214	96.92121402182039	70.98372073938103	69.21366370758284	67.07303004808708	host	cyaY	0.0849059385480341	0	1
gene-VC_RS04145	10.45565378662318	8.272746280873362	11.181888322754025	8.257480727039983	7.616609069436736	9.350469627337032	24.97055788855696	6.625340517833795	6.051701959225902	host	tcpD	0.6011552698230579	0	1
gene-VC_RS15700	25.59832478793951	19.303074655371177	25.517642582695082	35.782416483839924	37.11071227448963	40.8183962577982	52.32594433950419	59.62806466050416	69.97280390354949	host	gene-VC_RS15700	0.5097533141026462	0	1
gene-VC_RS16700	51.01637968300621	56.12490614082712	61.35702823254773	55.04987151359989	61.74315011607226	64.55420377334605	72.94769720252596	68.2269108645012	69.97280390354949	host	gene-VC_RS16700	0.2240672438968932	0	1
gene-VC_RS17225	57.86663561217312	47.20331701439507	62.21717348814419	56.884867230719884	81.18981156995329	85.41294371125174	78.83962659196074	101.7765075292766	93.29707187139933	host	gene-VC_RS17225	0.3268470532189204	0	1
gene-VC_RS03550	264.2756629515445	298.6299196683894	300.3340517457652	244.2379299486715	307.2572509713202	254.80029734493414	208.04122106028075	246.97014015414487	235.38599078905747	host	pheA	0.1482626095436603	0	1
gene-VC_RS01540	36.59478825318113	33.4154065462728	34.26245268125913	37.98441134438392	47.968431586239866	37.04224506214286	34.22930407195449	44.82677201427972	36.56236600365649	host	gene-VC_RS01540	0.1730698919907561	0	1
gene-VC_RS04560	25.05751510932107	19.465285366760853	21.790346475110407	17.615958884351965	17.177884284261573	18.161489083866158	16.974368002895464	24.950750460778334	23.57642221615091	host	vpsB	0.2331582919795405	0	1
gene-VC_RS12115	219.5687295190868	179.24283608558952	218.1901798363029	216.16249547673556	273.2255934270284	242.57276013995494	120.78455248341317	166.6202657889265	152.4272430980024	host	pyrB	0.1795777517315822	0	1
gene-VC_RS15890	14.60186132269789	14.274542602291291	20.786843676914533	19.26745502975996	18.3122728690713	18.8807559782767	24.6899898223934	24.245927001434314	20.928802608989578	host	pfkB	0.2741697018010915	0	1
gene-VC_RS16290	5.76863657193003	5.0285320530798865	3.2972234797864433	3.302992290815993	7.778664581552411	8.631202732926491	7.435053753334376	11.418140041373137	8.951475814688314	host	phnW	0.4464153829131663	0	1
gene-VC_RS09155	689.7126101313843	694.9106875933625	788.1797692115593	524.0747768094709	636.0678850540253	659.7475588980687	361.2313851855852	426.2772282112638	415.67627832432913	host	gene-VC_RS09155	0.227141019020739	0	1
gene-VC_RS06595	645.3662164846721	604.2348999265348	700.0148805129219	553.4347082833909	347.44701797600766	365.7472158077601	247.18046629009754	195.09513354642496	179.91205616282002	host	gene-VC_RS06595	0.4276739787441507	0	1
gene-VC_RS08975	246.24867366426318	347.77976521946056	313.0928730371127	228.27346720972753	293.96869897783483	262.53241645984747	149.82334733134175	143.0791622468362	145.1147698972711	host	xthA	0.2830661505566872	0	1
gene-VC_RS09350	52.63880871886153	56.12490614082712	51.89543042098663	50.462382220799896	57.36765128894903	44.95418090065881	76.8756501288158	71.89199285309012	72.2421921382592	host	gene-VC_RS09350	0.2952097654386522	0	1
gene-VC_RS11930	188.9228477307085	161.23744712133572	191.66903445541195	136.89068049715172	136.6127967135142	160.216700729948	72.94769720252596	108.11991866337279	105.14832154155005	host	gene-VC_RS11930	0.2417734615159928	0	1
gene-VC_RS03105	24.51670543070263	31.46887800959671	28.384793434683296	19.63445417318396	32.7352134473664	24.275257686355758	22.58572932616669	28.051973681892026	28.493430058021953	host	gene-VC_RS03105	0.2170397282650575	0	1
gene-VC_RS16235	106.53950668783276	106.73464809440534	107.23144186435911	68.81233939199986	82.64831117899436	75.88265736031207	55.69276113346693	68.50884024823881	60.895250964710634	host	gene-VC_RS16235	0.2266135772460223	0	1
gene-VC_RS14730	31.366961359869542	24.007185285671717	32.97223479786443	33.396922051583935	29.81821422928424	31.288109906858534	31.56390744340065	35.100208275332236	32.65397515498976	host	gene-VC_RS14730	0.1798746462033539	0	1
gene-VC_RS13255	129.43378308268007	121.1714014080863	137.0498107250365	120.55921861478376	171.94089835473142	175.32130551256935	97.21683492567401	147.87196177037555	130.61590061995904	host	gene-VC_RS13255	0.1819091977931634	0	1
