Geneid	Ctrl_R1	Ctrl_R2	Ctrl_R3	0_R1	0_R2	0_R3	2_R1	2_R2	2_R3	5_R1	5_R2	5_R3	10_R1	10_R2	10_R3	20_R1	20_R2	20_R3	30_R1	30_R2	30_R3	Entity	Symbol	relative changes	negligible changes	Outlier
gene-NWMN_RS04035	170	108	115	33.34514307150449	31.45236640102402	35.088020539183425	43.93356275742795	37.16765438417649	33.97106938803241	29.30535122298804	36.62745012153139	23.76968129611318	21.374306861763195	35.31881222510461	12.191643934330582	14.366347833134599	7.930196147737289	10.178820056637862	10.700896854055223	10.611151075714588	8.112903217628121	host	gene-NWMN_RS04035	0.5246936236227695	0	1
gene-NWMN_RS01115	892	683	1065	288.8843644944764	298.07609625924596	200.44964925044147	200.57943824425726	173.83621685932545	135.53041224600432	149.81949220741078	183.51485318622946	122.50528052612178	61.50565852058389	61.88892784399064	75.76235873476861	37.67778016614546	28.699757487049236	50.167041707715185	45.18156449489983	30.003944420986077	50.198588659074005	host	gene-NWMN_RS01115	0.7351218445765537	0	1
gene-NWMN_RS10440	637	466	1244	287.28123261603866	285.6682819909521	383.7285650455379	297.23327631059874	307.79463786896156	301.13937551266235	239.38191392261015	297.1732293365485	208.8075080012404	147.4390963117543	194.73950593842082	115.82061737614052	87.28233966545926	112.91088800825949	74.15997469836158	77.04645734919761	455.1817909720327	72.50907250755134	host	gene-NWMN_RS10440	0.5068404253415297	0	1
gene-NWMN_RS14640	15	3	27	7.053780265125949	6.059630224050499	11.198304427398966	7.877742287538805	5.8074459975275765	9.20049795925878	3.9512833109646794	6.419243835732306	10.239247327556447	6.106944817646627	5.832464404145715	4.354158547975207	5.150200166595423	3.7762838798748994	4.362351452844798	4.28035874162209	2.5613123286207626	5.070564511017576	host	asp3	0.42382735828357	0	1
gene-CPT_phageK_gp220	2	1	0	0.32062637568754315	6.059630224050499	4.4793217709595865	124.22593607272731	53.04134011075187	496.8268897999741	1395.790829598273	253.37133022213985	3457.208722668523	3576.4886114203355	1974.9372524037854	4507.860344718732	2897.9363147932454	4425.049450437407	2584.6932358105432	1265.3216035650632	1796.9435494080808	1788.3881030358991	phage	gene-CPT_phageK_gp220	1.0177391340776036	0	0
gene-NWMN_RS12600	270	241	195	76.30907741363528	77.62097763188497	57.48462939398136	57.265126628647465	82.46573316489159	56.97231428617936	48.403220559317326	62.68202804303311	39.12855228744785	27.045041335292208	48.603870034547626	12.627059789128102	17.619105833089602	19.63667617534948	20.357640113275725	11.414289977658905	18.295088061576877	16.225806435256242	host	gene-NWMN_RS12600	0.5788011219770293	0	1
gene-NWMN_RS05770	66	27	175	25.650110055003452	21.064428874080306	47.03287859507566	26.05714756647451	17.03517492608089	37.50972244928579	25.683341521270417	15.481705721472032	39.49423969200344	14.394941355881336	10.36882560737016	23.94787201386364	23.31143233301086	9.063081311699758	21.811757264223992	17.35923267435625	12.806561643103812	17.746975788561517	host	gene-NWMN_RS05770	0.5374987713823816	0	1
gene-NWMN_RS05545	462	483	352	125.36491289382938	127.25223470506047	118.3287501161824	123.92294598474504	136.28139940864713	103.68253469472393	70.13527876962306	103.08550395028938	58.50998472889398	41.00377234705593	90.40319826425859	37.44576351258679	46.89392783268463	39.27335235069896	26.17410871706879	37.57203784312723	30.73574794344915	17.746975788561517	host	gene-NWMN_RS05545	0.5617948869420881	0	1
gene-NWMN_RS05430	1917	1754	2144	555.0042563151372	594.7094234175275	564.7678199551544	483.57218041968974	521.8958136444783	521.2435959226224	360.554602125527	450.85747881555136	358.37365646447563	266.0883099117459	361.93681885726465	227.72249205910336	207.90544883045732	194.10099142556984	221.7528655196106	174.3057198671662	173.80333658498031	132.34173373755874	host	gene-NWMN_RS05430	0.4807791828384534	0	1
gene-NWMN_RS11610	6578	4849	16558	3560.8765283858543	3126.192087969672	4424.823356079578	3103.527471202307	3062.07269296304	3512.1131632939764	3797.512535446304	3982.574396204037	3201.5932268841675	2565.3530337557013	2111.0280885005186	1733.3905179489302	1088.8607404849374	1649.4807987293561	2143.368680497744	938.5875529545771	1195.401053943433	1034.9022166986872	host	atpD	0.4723717880541495	0	1
gene-NWMN_RS05455	1081	631	445	170.89385824146052	211.7985040215746	158.26936924057205	352.68046241135266	279.1445709478255	179.05584489942086	151.7951338628931	157.83787784330022	106.41503472567594	103.81806189999267	285.1427042026794	60.08738796205787	56.65220183254964	78.16907631341041	57.80115675019358	33.05388139363725	54.51936242349909	45.128024148056426	host	gene-NWMN_RS05455	0.6700453886805267	0	1
gene-NWMN_RS00690	225	501	164	38.15453870681764	141.67992571470452	70.54931789261349	31.813959238137482	83.6272223643971	60.51096734743274	69.47673155112895	65.70284867161301	86.66791487967421	72.84712746764191	139.00706829880622	45.71866475373968	44.18329616605546	69.10599500171067	32.71763589633599	16.883637258620464	39.51739021300605	19.26814514186679	host	gene-NWMN_RS00690	0.6272381529732344	0	1
gene-CPT_phageK_gp161	1	0	0	0.32062637568754315	5.482522583664737	4.4793217709595865	146.3442124954324	20.1324794580956	412.96081224826906	935.4663238708879	115.16878646460901	1959.7188010133927	2384.3257409468906	2206.9397253686925	2571.13062257936	2231.6630511357953	2383.212756589049	2296.0509813473122	832.2919775376284	1218.8187666622514	1275.2469745209203	phage	gene-CPT_phageK_gp161	0.9982716806064462	0	0
gene-NWMN_RS13450	50	52	50	15.710692408689615	18.467444492344377	15.677626198358551	10.60465307937916	10.0662397290478	14.154612245013507	8.561113840423472	5.664038678587329	7.679435495667335	8.287996538234708	17.497393212437146	6.5312378219628116	3.7948843332808373	8.685452923712269	3.635292877370665	3.8047633258863014	4.024919373546912	3.5493951577123033	host	gene-NWMN_RS13450	0.5608969787181571	0	1
gene-NWMN_RS05510	619	472	465	152.61815482727056	171.11241537437837	131.0201618005679	151.1920539031486	144.41182380518575	121.02193469486548	75.07438290832891	102.7079013717169	65.82373282000573	60.19702748823104	116.97331388314463	40.49367449616943	40.93053816610046	50.60220399032365	33.444694471810124	28.060129528411473	43.17640782532143	18.761088690765032	host	gene-NWMN_RS05510	0.6019778779401422	0	1
gene-CPT_phageK_gp043	0	0	0	1.923758254125259	6.059630224050499	17.544010269591713	176.6432212936586	20.1324794580956	435.60819184029066	305.56590938126857	124.23124835034874	485.99856065437564	334.1371235940941	473.7257199367242	376.63471439985545	186.22039549742397	248.1018509077809	364.98340488801483	142.44082701286843	120.38167944517583	352.9112899668233	phage	gene-CPT_phageK_gp043	0.8418531587247824	0	0
gene-NWMN_RS09615	20	24	57	7.053780265125949	9.233722246172189	11.198304427398966	6.059801759645235	5.8074459975275765	7.431171428632091	9.878208277411698	7.929654150022261	18.650057632334956	10.905258602940407	22.03375441566159	8.708317095950415	7.318705499898758	8.685452923712269	3.998822165107732	4.993751865225771	4.756722896009988	5.070564511017576	host	gene-NWMN_RS09615	0.5413673720772696	0	1
gene-CPT_phageK_gp215	1	2	0	0.0	1.4427691009644046	0.37327681424663217	28.481068270332603	6.581772130531253	99.08228571509454	300.29753163331566	46.067514585843604	710.5306270515063	923.021088152876	614.3529172366821	1515.6825905501698	2102.094857470921	1482.191422850898	1953.2428630112586	828.2494165038743	1309.5624034476728	861.9959668729879	phage	gene-CPT_phageK_gp215	1.2050379387223755	0	0
gene-NWMN_RS05675	9	9	51	7.3744066408134925	7.7909531452077845	13.811242127125391	4.847841407716188	4.645956798022061	13.093016326637493	8.561113840423472	6.796846414304794	10.604934732112035	3.9258930970585464	2.59220640184254	7.402069531557853	5.963389666584173	4.153912267862389	7.634115042478397	8.322919775376285	2.9272140898523	7.605846766526364	host	gene-NWMN_RS05675	0.5486365519318801	0	1
gene-NWMN_RS12305	3367	2129	10256	1995.5785622792687	1311.1885589564508	2603.979056184506	2062.4535288952557	1631.1179991722454	1961.829257158872	2055.3258689201275	2449.5079271997333	1814.175214000269	954.864443273462	1245.2311502851103	857.7692339511159	546.1922808257776	703.8993152086813	597.6421490397374	672.9675132661396	608.4946289280468	601.8760074577863	host	rpsM	0.5661022447117278	0	1
gene-NWMN_RS08435	453	370	990	229.5684849922809	249.88760828703485	266.892922186342	269.3581882162307	310.1176162679726	260.09100000212317	198.55198637597513	288.48837002938126	145.1778996085682	90.29554123234657	157.4765389119343	82.29359655673143	67.49472849906633	77.41381953743544	66.88938894362025	63.01639258499187	92.20724383034745	57.80443542560037	host	yqeH	0.5498819726384815	0	1
gene-NWMN_RS07115	6452	4968	4616	1586.138680526276	1419.1076877085882	1262.0489089678633	1545.8554288854994	1581.56112666001	1480.2185755222874	1083.6394480320632	1301.5960883393682	852.4173400190742	652.570674799954	979.8540198964802	428.44920112076045	441.0197721605659	426.3424500378762	318.8151853454074	371.6778173975181	422.6165342224258	293.0786287368159	host	gene-NWMN_RS07115	0.5589621805449057	0	1
gene-NWMN_RS02490	95	105	53	23.085099049503107	22.795751795237592	15.30434938411192	33.93488985401331	25.552762389121337	11.677555102136143	12.841670760635209	15.481705721472032	8.776497709334098	7.415575849999477	17.17336741220683	8.708317095950415	4.065947499943754	10.195966475662228	3.635292877370665	4.042561033754195	9.879347553251513	7.098790315424607	host	gene-NWMN_RS02490	0.6685017062431479	0	1
gene-NWMN_RS04135	235	181	296	73.74406640813493	83.96916167612834	82.49417594850571	84.23124445906876	84.01438543089894	88.11246122520907	72.1109204251054	83.07256728594749	61.43548396533868	55.398713702937265	95.58761106794367	38.75201107697935	29.816948332920866	47.958805274411226	23.99293299064639	20.926198292374657	38.78558669054298	20.78931449517206	host	gene-NWMN_RS04135	0.4287212614929432	0	1
gene-NWMN_RS09790	6645	4790	3551	1488.9888886929505	1478.261220848129	1070.5579032593412	1626.1478022007987	1307.8368386432103	1210.5732122547802	962.7960334383936	874.5275719738836	774.8916102532897	779.9440952822979	1032.3461995337916	469.3782914717274	450.7780461604309	548.3164193578355	404.60809725135505	320.313512498053	405.053249683312	290.03629003020535	host	gene-NWMN_RS09790	0.5674654257808651	0	1
gene-CPT_phageK_gp221	1	1	0	0.32062637568754315	2.596984381735928	4.106044956712954	91.20001648266079	28.262903854634207	332.9872530639427	1113.6033464735456	175.5851990362072	2809.576329200578	2943.983612449792	1957.7638849915784	3845.5928295717035	2766.1996157950675	3952.6363370650574	2191.3545464790373	1113.1310705296112	1688.6366280835457	1602.8054419326559	phage	gene-CPT_phageK_gp221	1.0349840405210973	0	0
gene-NWMN_RS03850	276	230	241	70.5378026512595	66.65593246455549	65.32344249316063	56.35615636470068	78.5941024998732	65.11121632706212	52.354503870282	57.39559194301827	41.68836411933696	31.40714477646837	40.17919922855937	29.172862271433893	28.190569332943365	17.370905847424538	23.26587441517226	29.962511191354626	14.270168688029964	34.47983867491952	host	queC	0.4765524672796467	0	1
gene-NWMN_RS12185	1	0	0	0.32062637568754315	0.5771076403857618	0.0	0.6059801759645235	0.0	0.3538653061253377	0.0	0.7552051571449772	0.7313748091111748	0.0	0.648051600460635	1.3062475643925624	0.27106316666291697	0.0	0.36352928773706655	0.0	0.0	0.0	host	gene-NWMN_RS12185	1.097134314340639	0	1
gene-NWMN_RS11930	2878	5046	1876	1340.8595031253055	910.3873027085392	609.5610376647503	1367.3942670639472	1229.6298992098389	841.8455632721783	653.9373879646545	1196.6225714962163	363.85896753280946	301.4213477852728	234.27065356651957	186.7934017081364	77.79512883225716	121.59634093197177	153.04583013730502	91.07652211340334	140.14037455167886	129.29939503094818	host	gene-NWMN_RS11930	0.8197718509202704	0	1
gene-NWMN_RS00265	17	11	23	5.771274762375777	5.482522583664737	12.691411684385494	8.180732375521067	4.258793731520223	7.785036734757428	7.902566621929359	6.041641257159817	5.119623663778223	4.3621034411761626	11.988954608521748	4.354158547975207	7.047642333235841	4.153912267862389	3.635292877370665	2.3779770786789385	5.122624657241525	3.0423387066105456	host	gene-NWMN_RS00265	0.4668718460905769	0	1
gene-NWMN_RS04960	1240	1188	746	260.6692434339726	334.433877603549	238.15060748935133	226.33359572274952	288.43648454386965	207.7189346955732	135.33145340054028	159.72589073616268	103.48953548923123	88.5506998558761	177.8901643264443	53.556150140095056	63.15771783245965	70.61650855366062	45.44116096713332	54.455675101747694	68.42362935029752	41.57862899034412	host	gene-NWMN_RS04960	0.6913958203715042	0	1
gene-NWMN_RS01245	36	20	90	16.672571535752244	10.676491347136594	25.38282336877099	17.87641519095344	17.03517492608089	27.955359183901674	19.42714294557634	22.656154714349316	17.187308014112606	23.119148238233663	20.413625414510005	10.4499805151405	8.945084499876259	12.461736803587169	10.178820056637862	12.127683101262587	8.781642269556901	11.662298375340425	host	essC	0.4023574594887326	0	1
gene-CPT_phageK_gp187	1	0	0	0.0	0.0	0.0	0.9089702639467852	0.0	1.4154612245013507	2.634188873976453	1.5104103142899543	4.388248854667049	19.62946548529273	8.748696606218573	52.24990257570249	269.9789139962653	68.35073822573568	232.65874415172257	268.47361218285215	318.7004340326692	206.37197559841536	phage	gene-CPT_phageK_gp187	1.695570929740379	0	0
gene-NWMN_RS03415	321	352	251	66.69028614300898	69.25291684629141	66.81654975014716	39.08572134971176	40.65212198269304	90.58951836808644	38.525012281905624	25.676975342929225	57.77860991978281	58.01597576764296	83.92268225965223	67.05404163881819	47.707117332673384	62.68631240592333	40.71528022655145	31.62709514642988	31.10164970468069	39.55040318593709	host	mnhG2	0.440292029367741	0	1
gene-NWMN_RS13250	98	77	64	16.672571535752244	22.21864415485183	19.037117526578243	17.87641519095344	22.068294790604792	21.231918367520258	14.158765197623435	15.481705721472032	5.8509984728893984	6.97936550588186	11.66492880829143	3.9187426931776868	5.692326499921256	7.552567759749799	2.9082343018965324	3.8047633258863014	4.756722896009988	2.0282258044070303	host	gene-NWMN_RS13250	0.6588949451496358	0	1
gene-NWMN_RS12845	69	45	42	10.26004402200138	16.15901393080133	15.30434938411192	13.331563871219515	13.937870394066184	11.677555102136143	6.914745794188189	5.664038678587329	8.045122900222923	9.596627570587557	19.765573814049368	6.095821967165291	7.047642333235841	6.042054207799839	3.998822165107732	2.3779770786789385	5.122624657241525	1.0141129022035151	host	gene-NWMN_RS12845	0.58887975197122	0	1
gene-NWMN_RS04835	104	181	159	35.91015407700483	94.35709920307205	73.90880922083318	38.7827312617295	101.43672342348167	47.41795102079524	40.171380328140906	65.32524609304052	53.39036106511576	45.36587578823209	53.78828283823271	36.13951594819422	20.60080066638169	32.476041366924136	21.448227976486926	11.17649226979101	23.783614480049938	68.45262089873728	host	gene-NWMN_RS04835	0.4843066313125719	0	1
gene-NWMN_RS04090	361	282	629	158.71005596533388	130.42632672718216	183.65219260934305	142.40534135166303	146.34763913769493	143.6693142868871	98.78208277411699	149.53062111470547	103.12384808467564	69.35744471470099	79.38632105642779	62.26446723604547	52.85731749926881	54.75611625818604	50.89410028318932	45.65715991063562	51.59214833364679	50.70564511017576	host	prfB	0.4804654064242643	0	1
gene-NWMN_RS05235	54	59	202	12.18380227612664	25.6812899971664	35.088020539183425	20.300335894811536	22.068294790604792	19.108726530768234	63.879080193928985	31.341014021516553	19.74711984600172	59.760817144113425	59.296721442148105	10.88539636993802	25.751000832977113	33.9865549188741	11.996466495323196	11.17649226979101	23.4177127188184	4.563508059915819	host	purC	0.6430114325715333	0	1
gene-NWMN_RS10755	65	94	62	20.19946166831522	22.795751795237592	21.276778412058036	19.08837554288249	24.004110123113982	23.70897551039762	20.085690164070453	18.88012892862443	25.598118318891117	15.267362044116568	18.145444812897782	23.0770403042686	13.824221499808765	13.594621967549639	21.811757264223992	16.17024413501678	15.001972210493038	18.761088690765032	host	gene-NWMN_RS10755	0.2381267365357839	0	1
gene-NWMN_RS14120	420	570	498	135.9455832915183	139.37149515316148	138.48569808550053	107.86447132168517	141.70168233967286	153.2236775522712	122.160509030658	119.70001740747888	99.46697403911978	116.03195153528593	138.35901669834558	74.45611117037605	66.95260216574049	86.47690084913519	59.25527390114185	54.931270517483476	54.15346066226755	61.860887034414425	host	gene-NWMN_RS14120	0.3738584097996453	0	1
gene-NWMN_RS03940	1594	1428	1068	381.54538706817635	483.6162026432684	580.8187229677596	457.2120427652329	450.2706463416381	595.2014449028179	382.9452075543268	409.6987977511501	505.0143056912662	377.7581580058557	521.6815383708112	280.8432263444009	183.7808269974577	228.46517473243142	200.30463754312368	111.52712499004221	170.14431897266493	120.17237891111655	host	gene-NWMN_RS03940	0.4188671790419284	0	1
gene-NWMN_RS09760	119	71	76	21.481967171065392	20.775875053887425	15.30434938411192	33.02591959006653	20.1324794580956	21.231918367520258	11.524576323646981	12.838487671464613	9.507872518445271	12.213889635293254	15.877264211285558	4.354158547975207	7.318705499898758	10.951223251637208	3.998822165107732	5.944942696697346	8.049838747093824	4.563508059915819	host	gene-NWMN_RS09760	0.6455759267456597	0	1
gene-NWMN_RS06505	127	80	277	55.78898936963251	75.31254707034192	86.22694409097204	72.1116409397783	84.01438543089894	71.83465714344355	50.70813582404672	98.17667042884703	42.78542633300373	34.02440684117407	42.123354029941275	29.172862271433893	20.871863833044607	34.364183306861584	16.358817948167996	20.688400584506766	25.247221524976087	17.23991933745976	host	ylqF	0.5364053519355142	0	1
gene-NWMN_RS12470	211	155	141	42.64330796644324	45.01439595008942	35.088020539183425	43.024592493481165	46.846731046722454	46.002489796293894	27.658983176752756	23.41135987149429	24.866743509779944	24.42777927058651	27.866218819807308	15.239554917913226	24.12462183299961	13.594621967549639	15.63175937269386	15.694648719280995	21.588203912660713	9.634072570933395	host	gene-NWMN_RS12470	0.5145081039552596	0	1
gene-NWMN_RS00430	188	125	127	34.9482749499422	46.45716505105383	33.22163646795026	39.69170152567629	28.262903854634207	34.67880000028309	29.96389844148215	26.4321805000742	19.74711984600172	21.810517205880814	31.4305026223408	14.368723208318185	14.095284666471683	10.951223251637208	13.814112934008529	13.316671640602056	10.611151075714588	8.61995966872988	host	gene-NWMN_RS00430	0.5526698537657939	0	1
gene-NWMN_RS06760	396	244	1098	214.49904533496638	205.4503199773312	303.474049982512	254.2086838171176	263.2708852212501	223.28900816508806	168.25881432524594	228.0719574577831	147.00633663134613	119.52163428822685	130.25837169258764	101.88731002261986	87.8244659987851	98.18338087674739	75.97762113704691	86.08277024817757	96.96396672635744	75.04435476306013	host	miaB	0.515461117941961	0	1
gene-NWMN_RS05185	498	335	332	103.88294572276399	94.35709920307205	98.17180214686427	153.00999443104217	106.46984328800556	90.2356530619611	68.15963711414072	77.78613118593265	42.78542633300373	222.03106515586668	97.53176586932557	27.86661470704133	51.230938499291305	32.476041366924136	34.171753047284255	40.425610337541954	29.63804265975454	28.902217712800184	host	fmtA	0.5617007970418169	0	1
gene-NWMN_RS12560	184	126	420	83.04223130307368	86.56614605786427	108.9968297600166	82.71629401915746	97.95225582496512	99.08228571509454	88.24532727821118	127.62967155750114	88.49635190245215	59.760817144113425	97.53176586932557	55.29781355928514	44.18329616605546	62.68631240592333	36.71645806144372	47.08394615784298	47.20132719886834	39.55040318593709	host	glp	0.3939779117837953	0	1
gene-NWMN_RS14375	65	47	56	14.428186905939443	15.581906290415569	13.437965312878758	16.361464751042135	15.099359593571698	12.739151020512155	12.512397151388152	7.552051571449772	12.433371754889972	8.724206882352325	21.061677014970638	10.014564660342977	8.674021333213343	7.174939371762309	8.361173617952531	5.469347280961559	4.024919373546912	8.61995966872988	host	gene-NWMN_RS14375	0.4389988545272427	0	1
gene-NWMN_RS07310	19	6	16	2.8856373811878884	2.885538201928809	5.225875399452851	4.847841407716188	3.0973045320147077	4.246383673504051	6.585472184941133	4.908833521442352	2.5598118318891117	4.3621034411761626	5.18441280368508	3.9187426931776868	2.7106316666291694	1.5105135519499597	2.5447050141594656	2.140179370811045	1.0977052836946126	4.0564516088140605	host	pstA	0.4233012652425273	0	1
gene-CPT_phageK_gp218	0	0	0	0.0	0.0	0.37327681424663217	23.936216950598677	5.0331198645239	58.741640816806054	260.12615130517474	33.229026914379	558.0389793518264	1027.711570741104	628.2860266465857	1647.1781786990211	2822.5807544609543	1588.6826282633701	2258.243935422657	1175.909665406735	1816.3363427533523	999.4082651215642	phage	gene-CPT_phageK_gp218	1.3104334456574929	0	0
gene-NWMN_RS00990	251	373	215	71.82030815400967	85.41193077709275	63.45705842192747	43.024592493481165	60.784601440788634	60.157102041307404	70.79382598811718	61.17161772874315	61.80117136989427	72.4109171235243	110.81682367876859	47.46032817292976	38.762032832797125	59.66528530202341	33.80822375954719	29.72471348348673	52.6898536173414	35.493951577123035	host	gene-NWMN_RS00990	0.4067392899921354	0	1
gene-NWMN_RS05015	45	32	20	7.695033016501036	7.5023993250149035	6.345705842192747	12.11960351929047	5.4202829310257385	6.369575510256078	5.926924966447019	3.776025785724886	4.388248854667049	6.97936550588186	5.18441280368508	6.095821967165291	8.674021333213343	2.6433987159124297	3.998822165107732	10.225301438319436	5.122624657241525	4.0564516088140605	host	gene-NWMN_RS05015	0.5342159052598972	0	1
gene-NWMN_RS10915	11	8	39	7.3744066408134925	8.656614605786427	10.07847398465907	3.9388711437694024	5.4202829310257385	9.908228571509454	2.634188873976453	4.531230942869863	9.142185113889685	3.48968275294093	0.648051600460635	6.5312378219628116	5.692326499921256	1.8881419399374497	5.452939316055998	3.5669656180184077	2.5613123286207626	4.563508059915819	host	gene-NWMN_RS10915	0.5869297424827152	0	1
gene-NWMN_RS07180	138	73	144	37.833912331130094	38.95476572603892	46.65960178082902	45.44851319733926	30.973045320147076	36.80199183703512	28.31753039524687	21.14574440005936	18.28437022777937	23.119148238233663	36.61491542602588	16.98121833710331	15.992726833112101	18.50379101138701	14.54117150948266	16.408041842884675	13.17246340433535	13.183467728645699	host	msrA	0.472337159619828	0	1
gene-NWMN_RS13455	179	116	193	66.69028614300898	31.7409202212169	46.65960178082902	79.38340305135257	36.39332825117281	49.187277551421936	56.63506079049374	47.200322321561075	27.060867937113468	30.09851374411552	36.290889625795565	24.383287868661164	15.992726833112101	9.81833808767474	13.450583646271461	15.4568510114131	9.879347553251513	11.155241924238668	host	gene-NWMN_RS13455	0.596301681399251	0	1
gene-NWMN_RS00360	26	18	31	6.733153889438406	5.771076403857618	10.825027613152333	5.453821583680711	8.904750529542284	9.20049795925878	8.890387449670529	6.419243835732306	5.8509984728893984	8.724206882352325	4.536361203224446	4.789574402772728	5.150200166595423	3.7762838798748994	3.998822165107732	3.09137020228262	3.6590176123153753	6.084677413221091	host	sbnE	0.3389498875041368	0	1
gene-NWMN_RS11375	548	501	521	186.28392427446258	94.35709920307205	158.64264605481867	176.6432212936586	84.78871156390262	156.0546000012739	148.8316713796696	100.06468332170947	96.90716220723066	147.4390963117543	72.58177925159113	77.5040221539587	41.20160133276338	72.12702210561058	74.88703327383571	35.66965618018408	46.103621915173726	108.51008053577613	host	gene-NWMN_RS11375	0.4622892864211093	0	1
gene-NWMN_RS14840	44	51	43	9.298164894938752	17.313229211572853	15.677626198358551	11.513623343325946	11.227728928553315	10.262093877634792	12.183123542141095	10.95047477860217	5.119623663778223	13.522520667646104	9.720774006909526	7.402069531557853	5.150200166595423	4.153912267862389	6.179997891530131	5.469347280961559	4.756722896009988	3.5493951577123033	host	pcp	0.4666890836494511	0	1
gene-NWMN_RS12380	2838	1100	8835	1486.1032513117625	1125.6484525724284	2166.8719067017	1877.9325653140581	1752.3000389873207	1792.3277755248353	1449.1331542962962	1929.5491765054167	1365.1110812060078	722.8005402028901	951.0157236759819	677.0716542101447	458.36781482699257	455.79746430090034	537.2962872753843	527.4353160509886	530.5575537857294	497.42237853082423	host	rpsQ	0.6018858147594696	0	1
