Geneid	0_R1	0_R2	10_R1	10_R2	35_R1	35_R2	Entity	Symbol
gene-PA5125	18	20	0	0	0	0	host	ntrC
gene-PA4284	21	58	28	77	58	94	host	recB
gene-PA2217	9	1	0	0	3	1	host	gene-PA2217
gene-PA2725	11	12	1	1	0	0	host	gene-PA2725
gene-PA0681	4	1	10	9	24	22	host	gene-PA0681
gene-PA1225	7	5	2	1	1	1	host	gene-PA1225
gene-PA2693	4	3	0	0	0	1	host	gene-PA2693
gene-PA5353	7	5	9	15	10	17	host	glcF
gene-PA5446	6	15	6	2	4	7	host	gene-PA5446
gene-PA3178	5	2	1	2	1	2	host	gene-PA3178
gene-PHIKZ_p52	0	0	8	14	68	82	phage	gene-PHIKZ_p52
gene-PA0641	25	14	31	42	63	66	host	gene-PA0641
gene-PA0136	15	6	1	12	4	29	host	gene-PA0136
gene-PHIKZ016	3	0	610	594	406	401	phage	gene-PHIKZ016
gene-PA1692	0	4	0	1	0	0	host	gene-PA1692
gene-PHIKZ069	4	3	79993	79057	61408	60571	phage	gene-PHIKZ069
gene-PA3198	6	9	0	3	3	1	host	gene-PA3198
gene-PA4966	10	8	0	0	0	0	host	gene-PA4966
gene-PA0257	14	8	12	10	16	901	host	gene-PA0257
gene-PA0025	8	14	0	0	1	1	host	aroE
gene-PA4747	134	741	66	73	83	96	host	secG
gene-PA4139	3	4	5	5	1	2	host	gene-PA4139
gene-PA2609	6	4	1	1	1	0	host	gene-PA2609
gene-PA4732	15	18	2	5	6	8	host	pgi
gene-PA3388	11	8	0	0	0	0	host	gene-PA3388
gene-PA1989	12	5	0	0	0	7	host	pqqE
gene-PA0436	16	15	4	2	3	4	host	gene-PA0436
gene-PA2228	8	7	34	36	28	25	host	gene-PA2228
gene-PA1709	5	31	1	2	1	1	host	popD
gene-PA3063	21	13	0	0	0	2	host	pelB
gene-PHIKZ001	0	0	141	125	1664	1524	phage	gene-PHIKZ001
gene-PHIKZ119	1	0	2666	2659	293042	292026	phage	gene-PHIKZ119
gene-PA2494	19	14	2	1	3	2	host	mexF
gene-PA0122	14	7	1	3	2	2	host	gene-PA0122
gene-PA4959	24	41	0	0	3	1	host	fimX
gene-PA3261	3	6	3	1	1	1	host	gene-PA3261
gene-PHIKZ208	0	1	8757	8470	6604	6454	phage	gene-PHIKZ208
gene-PA4974	26	31	3	4	2	2	host	gene-PA4974
gene-PA2888	18	2	0	0	0	0	host	atuC
gene-PA0297	13	26	4	6	6	5	host	spuA
gene-PA1667	5	3	2	2	0	0	host	gene-PA1667
gene-PA0647	6	0	19	19	37	33	host	gene-PA0647
gene-PA4383	3	4	0	0	0	1	host	gene-PA4383
gene-PA2631	1	11	0	2	1	0	host	gene-PA2631
gene-PA3260	4	14	0	0	1	1	host	gene-PA3260
gene-PHIKZ010	0	0	2786	2692	2994	2891	phage	gene-PHIKZ010
gene-PA3149	30	132	436	441	243	240	host	wbpH
gene-PA3264	7	5	0	0	1	0	host	gene-PA3264
gene-PA4719	17	33	51	35	60	40	host	gene-PA4719
gene-PA4868	28	6	0	1	1	2	host	ureC
gene-PA0732	3	3	2	3	3	1	host	gene-PA0732
gene-PA4960	22	23	0	0	2	2	host	gene-PA4960
gene-PA2048	1	0	1	2	7	2	host	gene-PA2048
gene-PA4607	6	15	1	1	2	2	host	gene-PA4607
gene-PA3368	37	171	0	0	0	0	host	gene-PA3368
gene-PHIKZ_p40	1	2	728	724	1043	1025	phage	gene-PHIKZ_p40
gene-PA4268	74	429	407	414	352	402	host	rpsL
gene-PA1085	15	8	1	0	1	3	host	flgJ
gene-PA0910	2	0	1	1	0	2	host	gene-PA0910
gene-PA4240	16	72	252	239	204	202	host	rpsK
gene-PA0048	7	1	0	1	0	0	host	gene-PA0048
gene-PA4885	10	4	5	6	11	10	host	irlR
gene-PA2059	7	2	0	0	0	0	host	gene-PA2059
gene-PA0565	4	1	0	0	0	0	host	gene-PA0565
gene-PA5178	30	29	1	1	1	2	host	gene-PA5178
gene-PA5547	11	11	1	2	1	2	host	gene-PA5547
gene-PA1866a	1	4	0	0	0	0	host	gene-PA1866a
gene-PA3094.2	528	2263	2	4	1	3	host	gene-PA3094.2
gene-PA4876	7	1	0	1	0	0	host	osmE
gene-PA2800	10	39	8	6	8	9	host	gene-PA2800
gene-PA2450	4	8	0	1	1	3	host	gene-PA2450
gene-PA4452	13	24	0	0	0	0	host	gene-PA4452
gene-PA4591	16	6	6	730	2806	767	host	gene-PA4591
gene-PA4977	31	5	2	0	1	0	host	aruI
gene-PA0627	3	1	2	0	1	2	host	gene-PA0627
gene-PA3490	1	0	0	0	0	0	host	gene-PA3490
gene-PA4587	4	1	5	3	0	0	host	ccpR
gene-PA3095	3	0	0	0	0	2	host	xcpZ
gene-PA5342	3	4	5	60	2	49	host	gene-PA5342
gene-PA1196	8	2	0	0	0	0	host	gene-PA1196
gene-PA3486	24	18	0	0	5	2	host	gene-PA3486
gene-PA2442	3	0	0	0	0	0	host	gcvT2
gene-PA1847	13	41	43	50	38	37	host	gene-PA1847
gene-PA0334	13	10	2	3	4	2	host	gene-PA0334
gene-PA5082	14	4	2	3	0	4	host	gene-PA5082
gene-PA2716	3	4	1	3	2	0	host	gene-PA2716
gene-PA5167	22	7	6	5	8	2	host	gene-PA5167
gene-PA2172	3	2	0	0	1	0	host	gene-PA2172
gene-PA4769	12	28	1	2	0	1	host	gene-PA4769
gene-PA3619	8	8	1	3	0	0	host	gene-PA3619
gene-PA4065	23	8	0	0	1	1	host	gene-PA4065
gene-PA5196	11	4	0	0	0	0	host	gene-PA5196
gene-PA2705	8	9	1	1	0	2	host	gene-PA2705
gene-PA1842	1	4	0	0	0	0	host	gene-PA1842
gene-PA1703	14	63	2	2	2	0	host	pcrD
gene-PA0146	16	4	0	0	1	0	host	gene-PA0146
gene-PA0157	11	4	1	2	6	5	host	gene-PA0157
gene-PA4044	36	58	1	0	1	0	host	dxs
gene-PHIKZ257	2	1	6895	6520	5510	5304	phage	gene-PHIKZ257
gene-PA0309	3	6	1	0	1	0	host	gene-PA0309
gene-PA2438	5	4	0	0	0	0	host	gene-PA2438
gene-PA2449	10	10	1	1	2	1	host	gene-PA2449
gene-PA3724	16	25	0	0	0	0	host	lasB
gene-PA3734	20	12	0	1	0	1	host	gene-PA3734
gene-PA0391	25	18	2	0	1	1	host	gene-PA0391
gene-PA4183	0	1	0	0	0	0	host	gene-PA4183
gene-PA0740	16	4	0	1	3	5	host	sdsA1
gene-PA2592	7	19	1	2	0	0	host	gene-PA2592
gene-PA0316	24	46	2	2	5	5	host	serA
gene-PA1879	0	2	0	0	1	1	host	gene-PA1879
gene-PA3167	9	43	8	6	6	5	host	serC
gene-PA5559	25	116	19	21	15	12	host	atpE
gene-PA4943	38	131	15	14	11	7	host	gene-PA4943
gene-PA0487	4	5	0	0	0	0	host	gene-PA0487
gene-PA0112	16	3	0	0	2	3	host	gene-PA0112
gene-PA2654	12	14	0	1	2	2	host	gene-PA2654
gene-PA5565	33	96	4	771	6	771	host	gidA
gene-PA2570	2	6	0	0	0	1	host	lecA
gene-PA4576	26	28	6	8	4	3	host	gene-PA4576
gene-PA3269	8	6	0	0	1	0	host	gene-PA3269
gene-PA3511	3	0	0	0	0	0	host	gene-PA3511
gene-PA5269	4	2	1	1	1	1	host	gene-PA5269
gene-PA5440	15	6	0	4	2	5	host	gene-PA5440
gene-PA4559	9	29	0	0	0	0	host	lspA
gene-PA1145	6	4	0	0	1	0	host	gene-PA1145
gene-PA3730	16	10	1	1	2	2	host	gene-PA3730
gene-PA5543	3	1	0	0	1	0	host	gene-PA5543
gene-PA5230	23	8	0	1	2	2	host	gene-PA5230
gene-PA5373	20	27	50	54	91	99	host	betB
gene-PA2130	9	5	0	0	1	0	host	cupA3
gene-PHIKZ116	3	0	1356	1347	651	633	phage	gene-PHIKZ116
gene-PA5113	11	9	1	2	1	0	host	gene-PA5113
gene-PA0406	19	20	0	0	1	0	host	tonB3
gene-PHIKZ_p23	0	1	359	304	167	140	phage	gene-PHIKZ_p23
gene-PA1032	12	35	0	0	1	1	host	quiP
gene-PA2374	4	1	0	1	0	0	host	gene-PA2374
gene-PA2721	2	1	1	0	1	0	host	gene-PA2721
gene-PHIKZ250	1	1	2818	3134	1485	1528	phage	gene-PHIKZ250
gene-PA0206	17	5	0	0	0	1	host	gene-PA0206
gene-PHIKZ240	0	0	16199	15521	9014	9028	phage	gene-PHIKZ240
gene-PA0661	3	5	15	15	39	32	host	gene-PA0661
gene-PA1552	13	65	13	14	16	15	host	ccoP1
gene-PA3048	9	34	0	1	1	0	host	gene-PA3048
gene-PA4150	11	1	0	0	1	2	host	gene-PA4150
gene-PA0447	15	11	2	1	0	2	host	gcdH
gene-PA3147	12	42	42	42	24	26	host	wbpJ
gene-PA4265	105	605	1430	1535	1076	1072	host	tufA
gene-PA5296	38	47	7	4	13	10	host	rep
gene-PA4954	3090	8159	6	4	1	4	host	motA
gene-PA4541.3	492	3961	31	30	9	15	host	gene-PA4541.3
gene-PA2027	1	0	0	0	0	0	host	gene-PA2027
gene-PA1151	22	109	29	41	24	25	host	imm2
gene-PA1200	4	8	0	0	0	1	host	gene-PA1200
gene-PA3912	4	2	0	0	0	0	host	gene-PA3912
gene-PA3943	23	6	1	0	3	1	host	gene-PA3943
gene-PA4560	22	79	8	6	9	9	host	ileS
gene-PA5293	14	2	0	0	2	1	host	gene-PA5293
gene-PA0020	25	29	4	6	14	15	host	gene-PA0020
gene-PA0585	6	2	4	12	5	13	host	gene-PA0585
gene-PA5044	16	68	5	8	6	7	host	pilM
gene-PA3530	6	18	1	1	1	2	host	gene-PA3530
gene-PA5134	1570	36	0	1	0	0	host	gene-PA5134
gene-PA1775	15	88	27	25	15	13	host	cmpX
gene-PA1116	8	16	8	12	5	6	host	gene-PA1116
gene-PA0460	7	2	0	0	0	1	host	gene-PA0460
gene-PA5148	10	12	12	17	8	5	host	gene-PA5148
gene-PA1693	6	10	1	1	1	0	host	pscR
gene-PA2204	5	3	0	0	0	0	host	gene-PA2204
gene-PA0590	8	14	2	6	10	7	host	apaH
gene-PA3630	9	8	0	1	1	1	host	gfnR
gene-PA3004	9	5	1	0	4	4	host	gene-PA3004
gene-PA0411	43	83	67	51	60	47	host	pilJ
gene-PA3507	3	1	1	0	1	1	host	gene-PA3507
gene-PA2219	5	3	0	0	4	0	host	opdE
gene-PA0586	19	12	14	18	14	19	host	gene-PA0586
gene-PA1217	16	5	0	0	0	0	host	gene-PA1217
gene-PA0424	7	10	1	2	3	3	host	mexR
gene-PA5226	12	30	15	12	20	18	host	gene-PA5226
gene-PA0692	9	3	10	31	16	21	host	gene-PA0692
gene-PA4443	10	12	25	28	17	16	host	cysD
gene-PA0075	6	3	1	0	1	1	host	pppA
gene-PA0608	7	6	1	3	2	1	host	gene-PA0608
gene-PHIKZ_p05	0	0	51	47	1413	1744	phage	gene-PHIKZ_p05
gene-PA3696	8	3	0	0	5	3	host	gene-PA3696
gene-PA1524	7	5	0	0	0	1	host	xdhA
gene-PA2736	5	26	28	23	29	26	host	gene-PA2736
gene-PA4671	81	360	160	166	108	93	host	gene-PA4671
gene-PHIKZ288	2	2	6151	5823	3836	3654	phage	gene-PHIKZ288
gene-PA5483	15	14	0	477	0	1083	host	algB
gene-PA4091	13	6	0	0	0	0	host	hpaA
gene-PA3981	28	38	14	12	16	9	host	gene-PA3981
gene-PA3275	4	3	0	0	0	0	host	gene-PA3275
gene-PA3543	5	8	1	0	1	1	host	algK
gene-PA1804.1	627	1657	0	3	0	0	host	gene-PA1804.1
gene-PA1505	3	8	0	0	0	0	host	moaA2
gene-PA3694	5	4	0	0	0	0	host	gene-PA3694
gene-PA4456	26	88	4	15	5	19	host	gene-PA4456
gene-PA2295	4	3	0	0	1	0	host	gene-PA2295
gene-PA5474	16	10	1	1	0	1	host	gene-PA5474
gene-PA1645	3	2	0	0	0	0	host	gene-PA1645
gene-PA0919	7	12	0	0	0	0	host	gene-PA0919
gene-PA2476	2	3	0	0	0	0	host	dsbG
gene-PA4975	8	4	0	0	2	1	host	gene-PA4975
gene-PA2954	2	3	0	0	0	0	host	gene-PA2954
gene-PA3283	7	2	4	5	1	3	host	gene-PA3283
gene-PA1473	1	1	0	0	0	0	host	gene-PA1473
gene-PA5281	8	5	0	0	0	0	host	gene-PA5281
gene-PA2428	4	2	0	0	2	0	host	gene-PA2428
gene-PA1555.1	2	4	3	6	7	4	host	ccoQ2
gene-PA0552	24	22	5	2	0	0	host	pgk
gene-PA5314	2	7	2	1	0	0	host	gene-PA5314
gene-PA3318	2	2	0	0	0	0	host	gene-PA3318
gene-PA2594	3	6	0	1	0	0	host	gene-PA2594
gene-PA5150	19	13	2	0	2	0	host	gene-PA5150
gene-PA4220	4	2	0	0	0	0	host	gene-PA4220
gene-PA2383	7	2	0	0	0	0	host	gene-PA2383
gene-PA0577	35	54	56	58	49	44	host	dnaG
gene-PA0547	27	82	4	3	0	0	host	gene-PA0547
gene-PA3224	4	6	23	27	25	17	host	gene-PA3224
gene-PA1796.3	18	137	1	0	0	0	host	gene-PA1796.3
gene-PA0214	10	1	0	0	0	0	host	gene-PA0214
gene-PA1990	7	2	0	0	4	3	host	pqqH
gene-PA4727	16	32	15	19	14	21	host	pcnB
gene-PA4894	7	0	0	0	0	0	host	gene-PA4894
gene-PA3414	6	2	1	0	0	0	host	gene-PA3414
gene-PA5157	8	4	0	0	0	0	host	gene-PA5157
gene-PA0515	5	3	0	0	0	0	host	gene-PA0515
gene-PA5536	6	2	0	0	0	0	host	gene-PA5536
gene-PA4046	7	6	0	1	2	0	host	gene-PA4046
gene-PA2950	15	63	13	10	12	4	host	gene-PA2950
gene-PA5368	17	27	372	419	642	697	host	pstC
gene-PA3412	0	1	0	0	0	0	host	gene-PA3412
gene-PA0739	7	3	0	0	0	0	host	gene-PA0739
gene-PA2576	4	2	0	0	2	0	host	gene-PA2576
gene-PA1947	4	6	0	0	1	1	host	rbsA
gene-PA2191	9	20	0	1	3	2	host	exoY
gene-PA1015	9	8	6	3	1	2	host	gene-PA1015
gene-PA0941	3	2	0	1	1	0	host	gene-PA0941
gene-PA5041	10	20	9	7	5	4	host	pilP
gene-PA0468	7	6	0	0	0	0	host	gene-PA0468
gene-PA5171	25	13	14	14	5	6	host	arcA
gene-PA1746	1	1	0	0	0	0	host	gene-PA1746
gene-PHIKZ195	0	0	1506	1349	3436	3579	phage	gene-PHIKZ195
gene-PHIKZ_p02	0	0	525	454	498	495	phage	gene-PHIKZ_p02
gene-PA5384	6	1	0	3	0	0	host	gene-PA5384
gene-PA3032	12	11	2	0	1	4	host	snr1
gene-PA3815	9	56	4	6	11	10	host	iscR
gene-PA4231	7	5	6	4	1	5	host	pchA
gene-PHIKZ_p77	0	0	575	436	166	168	phage	gene-PHIKZ_p77
gene-PA4630	5	5	1	1	1	0	host	gene-PA4630
gene-PA5087	10	17	40	40	43	38	host	gene-PA5087
gene-PA5515	8	13	0	0	0	0	host	gene-PA5515
gene-PA5519	6	8	3	4	3	2	host	gene-PA5519
gene-PA0479	9	1	0	0	0	0	host	gene-PA0479
gene-PA5273	10	3	1	0	1	2	host	gene-PA5273
gene-PA3036	9	3	0	0	0	0	host	gene-PA3036
gene-PA1585	23	105	59	62	38	36	host	sucA
gene-PA1907	8	2	2	0	0	1	host	gene-PA1907
gene-PA5219	17	6	3	3	2	2	host	gene-PA5219
gene-PA5240	69	232	34	35	88	80	host	trxA
gene-PA0425	18	27	0	1	3	3	host	mexA
gene-PA5227	4	14	10	10	14	12	host	gene-PA5227
gene-PA4531	2	3	0	0	0	0	host	gene-PA4531
gene-PA2815	10	5	2	2	1	8	host	gene-PA2815
gene-PA3338	0	3	1	0	0	0	host	gene-PA3338
gene-PA2515	3	3	0	0	1	0	host	xylL
gene-PA2874	3	3	0	0	0	0	host	gene-PA2874
gene-PA0536	11	10	0	0	0	0	host	gene-PA0536
gene-PA3263	11	9	3	3	4	1	host	gene-PA3263
gene-PA3927	5	4	2	0	1	1	host	gene-PA3927
gene-PA3675	6	7	8	4	5	1	host	gene-PA3675
gene-PA4588	16	10	0	2	1	1	host	gdhA
gene-PA3206	7	8	0	0	2	2	host	gene-PA3206
gene-PA0774	5	15	0	0	1	0	host	gene-PA0774
gene-PA3956	10	5	0	0	0	1	host	gene-PA3956
gene-PA0028	4	3	0	0	0	0	host	gene-PA0028
gene-PA2071	14	11	2	2	1	1	host	fusA2
gene-PA2338	13	4	2	0	0	0	host	gene-PA2338
gene-PA3249	4	3	0	0	0	0	host	gene-PA3249
gene-PA4110	13	10	0	1	0	0	host	ampC
gene-PA3242	14	19	5	5	2	2	host	gene-PA3242
gene-PA0294	8	4	0	0	1	1	host	aguR
gene-PA2047	3	3	0	0	0	1	host	gene-PA2047
gene-PA2388	4	22	1	1	1	3	host	fpvR
gene-PA3826	1	14	1	1	0	1	host	gene-PA3826
gene-PA2852	4	15	0	0	0	0	host	gene-PA2852
gene-PA4999	18	44	13	13	8	4	host	waaL
gene-PA4696	15	52	94	105	154	152	host	ilvI
gene-PA4470	11	4	1	0	2	1	host	fumC1
gene-PHIKZ286	0	1	5356	5269	4292	4154	phage	gene-PHIKZ286
gene-PA3936	12	2	0	2	1	2	host	gene-PA3936
gene-PA0556	1	6	0	0	0	0	host	gene-PA0556
gene-PA1354	3	1	0	0	0	0	host	gene-PA1354
gene-PA1657	3	1	0	0	0	0	host	gene-PA1657
gene-PA2137	1	0	0	0	0	0	host	gene-PA2137
gene-PA3560	16	16	0	0	2	3	host	fruA
gene-PA5198	13	7	19	5	38	11	host	gene-PA5198
gene-PA3321	6	3	0	0	1	0	host	gene-PA3321
gene-PA4464	2	15	62	68	45	31	host	ptsN
gene-PA2782	3	3	0	0	1	0	host	gene-PA2782
gene-PA0922.1	1101	5021	3	2	3	1	host	gene-PA0922.1
gene-PA3946	45	26	1	1	6	3	host	rocS1
gene-PA0688	9	9	75	88	118	142	host	gene-PA0688
gene-PA2927	9	4	0	0	4	0	host	gene-PA2927
gene-PA1312	7	3	0	0	1	2	host	gene-PA1312
gene-PA4635a	4	0	0	0	0	0	host	gene-PA4635a
gene-PA3690	15	18	1	1	0	0	host	gene-PA3690
gene-PA4052	7	13	1	1	2	2	host	nusB
gene-PA2089	14	8	0	0	1	3	host	gene-PA2089
gene-PA4879	28	15	8	7	30	34	host	gene-PA4879
gene-PA2941	2	4	0	0	0	0	host	gene-PA2941
gene-PA3255	5	1	0	0	0	0	host	gene-PA3255
gene-PA3243	9	11	3	3	5	6	host	minC
gene-PA1103	7	24	1	2	2	0	host	gene-PA1103
gene-PA4201	9	14	0	0	7	5	host	ddlA
gene-PA1065	3	2	0	0	1	0	host	gene-PA1065
gene-PA3419	10	7	0	0	0	0	host	gene-PA3419
gene-PA5345	18	47	6	7	4	4	host	recG
gene-PA4843	28	30	0	1	2	2	host	gene-PA4843
gene-PA1911	6	0	0	0	0	0	host	femR
gene-PHIKZ058	0	0	6115	5992	3296	3233	phage	gene-PHIKZ058
gene-PA3052	5	3	2	2	0	0	host	gene-PA3052
gene-PA4171	5	7	0	0	0	2	host	gene-PA4171
gene-PA3508	6	8	1	0	0	1	host	gene-PA3508
gene-PA0950	3	13	0	0	0	0	host	gene-PA0950
gene-PA4092	8	2	0	0	0	0	host	hpaC
gene-PA0994	19	12	3	2	3	2	host	cupC3
gene-PA3302	8	2	1	1	1	1	host	gene-PA3302
gene-PA4689	25	23	532	849	1064	1506	host	gene-PA4689
gene-PA3424	12	4	0	0	1	1	host	gene-PA3424
gene-PA4263	23	152	340	323	273	274	host	rplC
gene-PA0583	4	3	1	1	0	2	host	gene-PA0583
gene-PA0723	5	7	5	4	444	407	host	coaB
gene-PA3271	31	21	1	0	1	3	host	gene-PA3271
gene-PA2095	3	2	0	0	0	1	host	gene-PA2095
gene-PA3122	4	7	0	0	0	1	host	gene-PA3122
gene-PA3195	10	11	3	1	1	2	host	gapA
gene-PA3494	8	9	2	2	0	0	host	gene-PA3494
gene-PA3872	6	1	0	0	1	2	host	narI
gene-PA3614	13	8	0	1	0	1	host	gene-PA3614
gene-PA0089	13	7	0	0	2	0	host	gene-PA0089
gene-PA3016	2	5	1	0	0	0	host	gene-PA3016
gene-PA4500	26	16	202	197	168	148	host	gene-PA4500
gene-PA2931	3	8	0	0	0	0	host	cifR
gene-PA2710	1	2	0	0	1	0	host	gene-PA2710
gene-PA4174	7	4	1	1	4	1	host	gene-PA4174
gene-PHIKZ287	1	0	1280	1249	2175	2102	phage	gene-PHIKZ287
gene-PA5145	10	5	1	6	5	10	host	gene-PA5145
gene-PA3299	21	40	56	45	82	83	host	fadD1
gene-PA2259	3	1	0	0	0	1	host	ptxS
gene-PA3191	5	4	0	0	0	0	host	gene-PA3191
gene-PA1621	1	1	1	0	1	1	host	gene-PA1621
gene-PA0731	5	4	0	1	2	2	host	gene-PA0731
gene-PA5560	77	331	1495	1556	1088	1118	host	atpB
gene-PA3579	18	37	1	0	0	0	host	gene-PA3579
gene-PA4272.1	25	170	186	199	138	142	host	gene-PA4272.1
gene-PA4210	4	0	0	0	1	1	host	phzA1
gene-PA2988	10	36	1	1	2	5	host	gene-PA2988
gene-PA4453	33	48	18	13	17	13	host	gene-PA4453
gene-PA0772	2	12	0	0	0	0	host	recO
gene-PA0778	4	5	3	2	0	6	host	icp
gene-PA4844	24	10	3	3	2	1	host	gene-PA4844
gene-PA1205	7	4	0	1	0	1	host	gene-PA1205
gene-PA3307	8	7	0	0	1	2	host	gene-PA3307
gene-PA1005	6	10	1	1	3	1	host	gene-PA1005
gene-PA1704	2	7	0	0	0	0	host	pcrR
gene-PA1401	5	2	0	0	0	0	host	gene-PA1401
gene-PA1387	5	4	2	6	7	4	host	gene-PA1387
gene-PA3120	4	5	1	0	0	0	host	leuD
gene-PA0386	21	14	0	0	0	0	host	gene-PA0386
gene-PA4152	12	4	0	0	0	0	host	gene-PA4152
gene-PA1038	7	1	0	0	1	1	host	gene-PA1038
gene-PA2835	9	8	0	0	2	4	host	gene-PA2835
gene-PA0758	7	18	0	0	0	1	host	gene-PA0758
gene-PA1836	2	6	1	0	1	2	host	gene-PA1836
gene-PA1270	14	2	0	0	0	2	host	gene-PA1270
gene-PHIKZ066	3	0	401	369	8771	8465	phage	gene-PHIKZ066
gene-PA3564	3	1	0	0	0	0	host	gene-PA3564
gene-PA4436	12	4	1	1	1	1	host	gene-PA4436
gene-PA4516	5	2	0	0	13068	2	host	gene-PA4516
gene-PA1511	23	13	2	2	5	7	host	gene-PA1511
