Geneid	0_R1	0_R2	2.5_R1	2.5_R2	5_R1	5_R2	10_R1	10_R2	20_R1	20_R2	30_R1	30_R2	Entity	Symbol
gene-b1761	14977	18711	7688	10125	6210	9192	2744	3487	2256	3307	5137	6987	host	gdhA
gene-b1812	1082	1310	863	1094	750	960	650	718	291	343	283	386	host	pabB
gene-b3477	77	80	67	85	83	85	70	76	39	27	22	86	host	nikB
gene-b3506	1016	1044	1040	1266	533	830	399	448	223	220	303	665	host	slp
gene-b3679	107	107	64	86	33	72	61	64	63	35	41	104	host	yidK
gene-T7p01	8	7	103	99	17334	21834	116356	130403	43309	53159	65696	74088	phage	gene-T7p01
gene-b2503	195	233	209	275	125	140	182	192	95	88	80	129	host	pdeF
gene-b2416	22361	24340	18459	20400	14499	20726	12122	14854	5185	6406	6032	7572	host	ptsI
gene-b2057	38	31	24	30	16	20	22	28	22	16	14	41	host	wcaC
gene-b4384	805	701	674	644	639	589	423	406	223	244	219	539	host	deoD
gene-b4240	150	174	100	122	84	130	102	109	73	66	45	111	host	treB
gene-b1650	2359	2582	1462	1659	1611	1956	1125	1235	647	774	555	753	host	nemA
gene-b4352	2347	2740	1557	1841	1495	1716	741	867	669	854	747	936	host	yjiA
gene-b4484	1020	1065	539	898	516	631	597	639	263	314	332	437	host	cpxP
gene-b3809	3477	3427	1818	1741	1694	1573	1214	1194	782	924	820	1469	host	dapF
gene-b2906	1613	1450	1125	1145	965	1196	867	850	494	568	399	675	host	ubiI
gene-b2988	8091	8242	4809	5411	4479	5283	3135	3101	2233	2556	2360	3148	host	gss
gene-b1100	970	1165	812	964	856	995	727	810	261	330	260	379	host	ycfH
gene-b4188	86	111	82	122	68	55	40	52	21	31	38	70	host	yjfN
gene-b0636	3509	3369	3407	3318	4115	4897	2283	2229	1019	979	641	849	host	rlmH
gene-b1433	112	96	116	160	128	85	178	116	84	74	49	186	host	ydcO
gene-b3158	100	126	79	96	72	106	64	70	42	28	34	62	host	ubiU
gene-b0490	519	593	329	405	311	319	306	367	172	245	209	246	host	fetA
gene-b0792	196	240	132	208	110	137	103	121	64	65	49	99	host	ybhR
gene-b1045	467	551	330	470	242	301	275	263	113	153	134	231	host	ymdB
gene-b1632	455	423	353	432	474	558	417	446	133	137	85	155	host	rsxE
gene-b0062	103	113	55	87	59	79	63	72	39	34	38	97	host	araA
gene-b0558	2	9	9	13	1	6	10	10	1	0	5	5	host	ybcV
gene-b0953	4295	4525	3294	5978	1897	2705	1565	1824	733	967	1682	2026	host	rmf
gene-b3173	169	161	126	203	121	164	129	122	77	57	69	101	host	yhbX
gene-b3491	91	81	124	182	148	149	86	95	31	36	33	91	host	yhiM
gene-b2321	1078	1166	881	916	830	907	780	776	479	465	318	418	host	flk
gene-b3062	32	30	14	29	7	21	25	20	13	7	10	33	host	ttdB
gene-b3924	3233	3007	1469	1433	1075	1151	965	927	1020	1114	1416	1523	host	fpr
gene-b4122	102	140	65	88	83	111	100	123	59	79	37	165	host	fumB
gene-b0232	114	119	70	103	67	70	82	85	47	38	34	55	host	yafN
gene-b1609	1364	1731	879	1148	1056	1311	1849	2092	512	739	467	654	host	rstB
gene-b3796	29234	27522	30619	42227	26481	31511	28779	27370	7456	8298	6243	7387	host	argX
gene-b4120	171	201	147	234	120	155	152	155	70	58	88	116	host	melB
gene-b2093	740	1055	692	1150	461	900	450	894	274	534	338	651	host	gatB
gene-b1363	362	423	387	503	249	287	475	481	129	114	117	128	host	trkG
gene-b0869	1464	1500	998	1077	778	1042	679	652	415	483	385	593	host	ybjT
gene-b1183	463	459	341	438	312	355	322	364	166	220	199	260	host	umuD
gene-b3551	2655	2771	1686	1725	1481	1696	1037	1060	645	690	660	1089	host	bisC
gene-b3830	1332	1510	868	1090	474	731	331	358	225	238	455	983	host	ysgA
gene-b4259	1895	1830	1469	1542	1026	1177	840	880	499	501	467	678	host	holC
gene-b0458	119	130	111	138	92	73	109	105	43	42	28	84	host	ylaC
gene-b2468	263	322	181	230	160	193	153	155	99	108	95	134	host	aegA
gene-b0826	1025	912	648	607	604	821	429	459	300	352	251	357	host	moeB
gene-b1302	1896	1897	994	1031	1141	1356	380	371	164	216	303	622	host	puuE
gene-b1202	150	152	100	177	101	122	140	155	78	62	49	125	host	ycgV
gene-b1890	47	41	39	56	37	39	26	25	20	20	11	35	host	motA
gene-b3311	80799	66038	63606	66910	76515	95094	103292	114296	36417	44332	23530	28757	host	rpsQ
gene-b2525	2867	2398	1659	1361	1906	1903	1252	1310	723	919	630	857	host	fdx
gene-b3424	3219	3485	2495	3178	2531	3427	2093	2180	949	1043	815	1054	host	glpG
gene-b1000	2858	3335	1224	1631	796	973	505	567	490	593	902	1320	host	cbpA
gene-b0516	161	227	132	159	112	122	95	134	71	55	58	134	host	allC
gene-b2188	1950	1865	1839	1850	1592	1525	1268	1282	423	452	381	521	host	lapC
gene-b3738	13240	10975	13642	14557	13031	13884	12542	13655	3936	4439	2731	4822	host	atpB
gene-b1576	7	9	5	13	3	3	4	11	3	2	0	5	host	ydfD
gene-b2125	234	261	178	230	164	226	148	239	92	84	59	109	host	btsR
gene-b0415	1893	1719	2152	2246	2176	2518	1382	1387	551	611	387	892	host	ribE
gene-b2070	332	350	427	464	518	667	210	263	87	86	78	131	host	yegI
gene-T7p19	10	5	11	7	2	28	14270	18389	54371	65624	31768	60072	phage	gene-T7p19
gene-b1034	4687	5281	2948	3753	2538	3768	2024	2467	1179	1519	1263	1424	host	ycdX
gene-b2165	26	35	13	30	23	15	20	18	9	8	10	24	host	psuG
gene-b3439	348	371	204	267	167	197	196	192	94	86	123	211	host	yhhW
gene-b2683	855	870	428	445	250	229	545	613	240	260	177	342	host	ygaH
gene-b3453	1127	1258	615	750	449	509	228	219	220	223	405	653	host	ugpB
gene-b4780	644	735	1014	2024	568	744	2253	1565	298	325	405	429	host	yodE
gene-b0511	20	20	6	15	7	14	9	19	15	8	10	37	host	allW
gene-b3248	2192	2106	1342	1363	1399	1341	1211	1151	476	517	502	670	host	yhdE
gene-b3467	328	338	209	323	195	170	243	253	100	87	108	135	host	yhhM
gene-b4365	23	11	18	36	4	20	16	22	22	11	12	30	host	yjjQ
gene-b3375	252	293	207	226	160	203	190	170	76	91	58	110	host	frlR
gene-b2972	343	287	339	443	247	309	357	316	121	106	88	99	host	pppA
gene-b4363	13	24	6	13	6	6	18	15	13	7	10	28	host	yjjB
gene-b1685	77	68	119	110	24	48	52	70	15	21	19	19	host	ydiH
gene-b1645	451	447	359	501	316	386	342	349	118	145	149	277	host	ydhK
gene-b1116	2914	2953	2034	2264	2466	2941	1631	1849	585	676	522	637	host	lolC
gene-b1370	118	118	82	81	90	86	74	67	41	48	43	101	host	insH5
gene-b0280	329	395	273	375	162	205	353	325	91	135	127	177	host	yagN
gene-b4677	1	0	0	3	0	0	4	4	0	0	0	1	host	yobI
gene-b1985	246	282	161	303	164	170	173	171	106	103	87	181	host	yeeO
gene-b2746	2039	1937	1407	1449	1442	1675	1088	1124	673	792	530	647	host	ispF
gene-b3428	5234	5016	3852	4155	3941	4800	1738	1925	988	1082	1377	2663	host	glgP
gene-b2095	7056	10651	3810	7367	3195	6274	3464	6411	2271	4257	2950	4709	host	gatZ
gene-b2557	30199	27277	15021	14282	3699	3863	14859	15343	9191	10295	5237	8262	host	purL
gene-b1448	1216	1561	486	588	385	438	322	377	242	309	332	465	host	mnaT
gene-b3886	1605	1580	850	1378	612	765	669	692	342	388	540	666	host	yihY
gene-b1209	508	521	360	439	353	369	245	290	146	137	102	197	host	lolB
gene-b2616	2492	2255	1781	1827	1520	1821	1490	1553	701	773	856	942	host	recN
gene-b0065	881	880	569	786	691	754	525	641	326	406	282	409	host	yabI
gene-b4160	534	461	515	593	447	498	348	310	123	128	104	254	host	psd
gene-b1391	19	16	4	15	6	6	8	7	12	4	5	25	host	paaD
gene-b3485	293	263	154	185	114	110	85	82	72	71	104	251	host	yhhJ
gene-b2666	328	337	276	493	185	208	298	278	101	66	99	178	host	yqaE
gene-b3753	333	369	246	285	216	253	231	291	133	125	124	213	host	rbsR
gene-b2253	208	270	214	286	148	188	109	125	50	66	53	156	host	arnB
gene-b3337	108	44	71	21	15	13	13	14	15	5	11	27	host	bfd
gene-b1921	72	85	48	80	19	36	63	66	31	22	18	39	host	fliZ
gene-b0739	7594	7262	6518	7295	6193	8802	4753	4915	1838	2102	1654	1787	host	tolA
gene-b2169	129	187	103	158	79	108	57	84	33	40	35	67	host	fruB
gene-b0855	3101	3387	1648	2075	1378	1774	1194	1274	764	889	659	999	host	potG
gene-b0578	1201	1270	870	1037	741	984	600	717	341	403	302	558	host	nfsB
gene-b0721	621	889	532	1009	826	856	945	1479	503	694	270	877	host	sdhC
gene-b2476	14421	12665	5295	5218	2790	2574	5070	4637	4233	4503	3272	4235	host	purC
gene-b0946	2212	2431	1481	1894	1297	1616	1708	1683	643	821	590	785	host	zapC
gene-b3858	1917	2022	1277	1773	1004	1363	1071	1118	513	584	581	660	host	yihD
gene-b0090	4915	5044	4008	4378	4294	5421	3199	3243	1560	1739	1289	1446	host	murG
gene-b0098	30030	30422	26401	25996	30615	37255	14487	16281	6693	7642	6917	7534	host	secA
gene-b3121	14	10	18	43	6	20	39	27	7	4	8	32	host	yhaC
gene-b3742	3395	3606	3236	3831	2857	3223	2563	2470	820	871	725	1040	host	mioC
gene-b2333	18	15	8	22	7	14	7	9	10	8	3	18	host	yfcP
gene-b1359	40	46	35	46	29	37	19	21	15	10	13	47	host	ydaU
gene-b1244	8875	10017	8940	9026	7380	9098	4951	5588	1597	1975	1822	4177	host	oppB
gene-b0752	1188	1081	901	947	468	595	471	522	298	341	391	585	host	zitB
gene-b4136	1034	1063	631	629	439	463	460	462	359	398	308	543	host	dsbD
gene-b0437	6222	6407	4819	5140	3886	4397	3398	3514	2027	2496	2187	3979	host	clpP
gene-b0436	133903	115049	90402	78744	101553	126888	73263	77134	41326	45881	33424	30385	host	tig
gene-b1923	1592	1713	1076	1268	981	1198	916	967	414	504	417	482	host	fliC
gene-b2902	1232	1348	1316	1449	780	855	345	287	329	415	208	348	host	ygfF
gene-b0194	36734	35092	24378	22666	28247	34504	18091	20239	9944	11515	7497	8068	host	proS
gene-b3823	486	502	256	362	192	213	238	231	131	156	104	285	host	rhtC
gene-b2554	1439	1527	1167	1248	974	1088	842	812	458	473	401	535	host	glrR
gene-b2882	103	115	68	87	76	67	60	57	48	36	41	65	host	xanQ
gene-b1802	35	40	20	36	18	25	26	23	10	14	15	32	host	yeaW
gene-b0591	3194	322	3089	429	1311	111	130	54	54	30	50	69	host	entS
gene-b0715	329	457	283	319	220	262	192	162	85	111	95	193	host	abrB
gene-b1915	1494	1587	1487	2451	1508	1930	1916	2063	533	589	388	378	host	yecF
gene-b2002	85	97	51	89	62	73	55	68	29	31	36	40	host	yeeS
gene-b0660	4426	4668	2949	2924	2754	3799	1706	1694	1133	1257	1633	2022	host	ybeZ
gene-b2229	36	47	29	45	42	44	31	18	15	9	8	30	host	yfaT
gene-b1395	61	81	43	56	32	49	33	35	30	13	18	62	host	paaH
gene-b2852	11	21	19	51	8	27	33	40	15	15	22	44	host	ygeH
gene-b2300	3208	3143	1979	2119	1619	2112	1383	1471	939	1047	903	972	host	yfcE
gene-b3371	64	77	35	52	35	46	64	54	23	18	13	76	host	frlB
gene-b2386	38	28	12	25	18	15	20	25	17	12	13	58	host	fryC
gene-b2332	623	629	488	680	446	544	515	553	199	253	207	244	host	yfcO
gene-b1387	50	46	14	39	15	42	37	33	27	16	16	110	host	paaZ
gene-b3487	2116	2037	949	943	723	753	576	511	847	885	898	1236	host	yhiI
gene-b0493	652	694	476	557	401	379	265	311	222	293	219	390	host	ybbO
gene-b0185	16053	14798	10211	9590	11018	12869	8353	8968	4025	4616	3665	4126	host	accA
gene-b4779	460	430	283	237	335	370	254	302	103	117	102	116	host	yoaM
gene-b0289	127	122	89	111	68	100	75	71	60	44	57	90	host	ecpE
gene-b2404	18312	14322	24442	26066	25760	25814	12858	17766	3439	4076	3134	3444	host	lysV
gene-b3917	1623	1081	663	603	349	391	422	505	1839	1932	878	852	host	sbp
gene-b4261	4231	3940	3189	3378	3407	3903	2335	2451	1157	1247	1062	1572	host	lptF
gene-b4278	320	329	210	318	187	257	254	288	123	118	127	232	host	insG
gene-b3298	101308	80279	89842	73927	102315	121243	83447	91108	42174	48992	25052	38254	host	rpsM
gene-b1044	61	49	30	61	43	43	36	36	16	17	17	24	host	ymdA
gene-b3057	845	776	617	668	717	866	640	624	298	278	220	372	host	bacA
gene-b3754	496	525	354	433	264	315	369	378	223	202	194	291	host	hsrA
gene-b3824	529	519	267	344	226	266	270	261	144	184	142	238	host	rhtB
gene-b3825	2355	2205	1384	1485	1272	1370	1250	1142	602	673	574	837	host	pldB
gene-b4839	67	91	71	183	51	65	92	118	14	22	20	20	host	asflhD
gene-b4455	58	51	231	297	155	294	141	171	17	25	14	20	host	hokA
gene-b0400	554	563	356	456	315	371	220	228	146	156	131	219	host	phoR
gene-b2631	922	1127	1258	1636	966	1199	820	915	237	303	287	347	host	rnlB
gene-b2379	2207	2530	1160	1188	879	1047	621	635	544	746	664	1281	host	alaC
gene-b3323	142	145	111	145	95	160	127	116	77	49	50	101	host	gspA
gene-b1498	41	38	50	75	26	51	65	47	30	20	17	57	host	ydeN
gene-b4115	91	99	48	89	40	59	61	65	36	30	36	114	host	adiC
gene-b4073	63	76	54	59	40	47	39	39	49	30	26	107	host	nrfD
gene-b3560	12679	11938	8157	8883	11360	11717	6043	6774	2887	3300	2161	3462	host	glyQ
gene-b0485	663	691	467	514	263	316	166	146	104	98	182	561	host	glsA
gene-b2184	169	177	121	147	123	156	145	123	62	54	49	124	host	radD
gene-b2629	25	33	28	53	16	25	24	27	15	9	10	33	host	yfjM
gene-b4735	612	675	570	974	443	513	1025	980	235	301	339	384	host	ybgU
gene-b2601	2553	2798	1746	1928	1683	2302	1180	1402	638	748	967	976	host	aroF
gene-b0009	1215	1208	852	934	876	1038	753	874	366	404	297	328	host	mog
gene-b2529	9872	8122	5584	4583	4771	5736	3064	3544	1993	2831	2347	3495	host	iscU
gene-b3677	184	200	142	187	129	130	148	178	66	76	57	91	host	yidI
gene-b3765	809	795	596	705	474	580	805	791	478	488	329	400	host	yifB
gene-b3940	4275	4340	2482	2823	2552	2917	1748	1974	986	1164	811	1401	host	metL
gene-b1619	1381	1587	952	1139	767	1029	537	578	236	330	365	472	host	hdhA
gene-b0540	42	37	28	39	25	38	32	39	24	13	24	62	host	insE3
gene-b2845	482	442	543	653	652	631	495	571	170	172	150	203	host	yqeG
gene-b1766	4372	4703	2877	2894	3186	3316	2021	2029	1124	1264	1075	1300	host	sppA
gene-b4688	71	54	46	88	33	41	96	63	22	23	27	24	host	ykgS
gene-b0080	1322	1261	978	1128	786	794	734	689	372	473	377	727	host	cra
gene-b2103	5929	6629	4042	4371	4320	5634	2195	2597	574	751	404	491	host	thiD
gene-b1823	92957	91389	79527	93840	65390	86511	70914	83359	24849	29150	26618	26761	host	cspC
gene-b0153	2774	862	2289	814	2658	994	527	519	232	242	165	286	host	fhuB
gene-b2679	1776	2266	1526	1597	1299	1386	675	656	671	830	1103	1493	host	proX
gene-b2916	1747	1997	817	1288	704	835	1021	1020	503	644	544	806	host	argP
gene-b0811	10110	11810	4663	5761	2106	2433	3241	2791	2542	2650	2847	3840	host	glnH
gene-b1206	441	488	394	454	401	514	320	350	148	175	117	224	host	dauA
gene-b2904	18675	19073	8562	9976	4793	6341	5107	5955	4101	5165	3001	3762	host	gcvH
gene-b3727	1557	1551	722	760	773	833	381	399	208	260	235	397	host	pstC
gene-b1938	55	66	22	44	26	41	41	40	30	10	20	72	host	fliF
gene-b4375	8504	7003	7178	6135	8997	10520	5537	5553	1914	2228	1337	1874	host	prfC
gene-b1565	108	110	96	157	100	111	96	105	33	38	28	36	host	ydfV
gene-b3067	12617	10986	11718	11313	19726	21688	8513	9474	2842	3273	2115	4224	host	rpoD
gene-b3882	44	48	28	57	34	24	33	39	30	16	15	82	host	yihU
gene-b2956	109	121	80	115	69	97	87	103	53	39	39	49	host	yggM
gene-b1588	185	244	106	149	87	172	117	107	66	61	76	124	host	ynfF
gene-b1083	186	234	117	163	108	128	88	117	46	56	69	81	host	flgL
gene-b3691	81	74	43	70	53	58	68	62	45	31	29	109	host	dgoT
gene-b1175	10545	12574	6235	6852	4681	6406	3747	4619	2783	3483	3225	3364	host	minD
gene-b2029	74022	77424	48105	51441	50957	59427	36026	42095	20981	25486	19482	21658	host	gnd
gene-b1680	844	567	515	352	524	466	150	147	54	61	96	205	host	sufS
